cle_interop,uid_adresse,numero,suffixe,pseudo_numero,voie_code,code_postal,libelle_acheminement,destination_principale,commune_code,commune_nom,source,long,lat,x,y,position,date_der_maj,Type de voie,Nom de voie,Valeur fonciere,Surface reelle bati,Date mutation,vf_square_meter_price
75101_8894_00045,,45,,False,8894,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3497084999999998,48.861588899999994,652290.79,6862591.49,entr��e,2018-10-30,bd,s��bastopol,"392946,27",118.0,05/11/2015,3330.0531355932203
75101_2357_00002,,2,,False,2357,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.349312,48.8614066,652261.53,6862571.45,entr��e,2018-10-30,rue,cossonnerie,"93000,00",0.0,09/09/2015,inf
75101_2357_00003,,3,,False,2357,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3492221,48.8612375,652254.78,6862552.71,entr��e,2018-10-30,rue,cossonnerie,"1112000,00",52.0,10/07/2015,21384.615384615383
75101_8894_00039,,39,,False,8894,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3494375,48.861108,652270.46,6862538.18,entr��e,2018-10-30,bd,s��bastopol,"1112000,00",124.0,10/07/2015,8967.741935483871
75101_8894_00037,,37,,False,8894,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3493774,48.861001,652265.96,6862526.32,entr��e,2018-10-30,bd,s��bastopol,"845000,00",119.0,30/12/2015,7100.8403361344535
75101_8525_00079,,79,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3490876,48.8617896,652245.42,6862614.18,entr��e,2018-10-30,rue,st-denis,"415000,00",57.0,24/11/2015,7280.701754385965
75101_3392_00037,,37,,False,3392,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3460497000000005,48.864469299999996,652025.01,6862913.98,entr��e,2018-10-30,rue,etienne marcel,"20000,00",0.0,30/07/2015,inf
75101_6513_00026,,26,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3455442000000004,48.8642251,651987.71,6862887.13,entr��e,2018-10-30,rue,montmartre,"242250,00",25.0,28/10/2015,9690.0
75101_6513_00020,,20,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3456224,48.86407620000001,651993.31,6862870.53,entr��e,2018-10-30,rue,montmartre,"285000,00",28.0,21/09/2015,10178.57142857143
75101_6513_00018,,18,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3456725,48.8639929,651996.9,6862861.24,entr��e,2018-10-30,rue,montmartre,"10000,00",68.0,18/06/2015,147.05882352941177
75101_6513_00016,,16,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3457036,48.863928200000004,651999.13,6862854.02,entr��e,2018-10-30,rue,montmartre,"350000,00",15.0,16/09/2015,23333.333333333332
75101_6513_00008,,8,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3459484,48.8635376,652016.72,6862810.44,entr��e,2018-10-30,rue,montmartre,"1229600,00",96.0,23/09/2015,12808.333333333334
75101_6520_00013,,13,,False,6520,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.34635,48.8636721,652046.31,6862825.15,entr��e,2018-10-30,rue,montorgueil,"455000,00",48.0,01/06/2015,9479.166666666666
75101_3392_00029,,29,,False,3392,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3471611,48.8642013,652106.3,6862883.51,entr��e,2018-10-30,rue,etienne marcel,"633350,00",41.0,24/11/2015,15447.560975609756
75101_6188_00037,,37,,False,6188,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3467741,48.86406420000001,652077.78,6862868.5,entr��e,2018-10-30,rue,mauconseil,"68050,00",23.0,23/09/2015,2958.695652173913
75101_6520_00034,,34,,False,6520,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3465693,48.863926899999996,652062.63,6862853.35,entr��e,2018-10-30,rue,montorgueil,"795500,00",95.0,17/07/2015,8373.684210526315
75101_9504_00001,,1,,False,9504,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3466142000000003,48.8634107,652065.45,6862795.93,entr��e,2018-10-30,rue,turbigo,"540000,00",44.0,15/07/2015,12272.727272727272
75101_9504_00005,,5,,False,9504,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3476932,48.863654,652144.83,6862822.33,entr��e,2018-10-30,rue,turbigo,"434250,00",37.0,29/09/2015,11736.486486486487
75101_9504_00011,,11,,False,9504,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3484309,48.8638226,652199.11,6862840.63,entr��e,2018-10-30,rue,turbigo,"278000,00",33.0,08/06/2015,8424.242424242424
75101_9504_00014,,14,,False,9504,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3487021,48.8636756,652218.87,6862824.12,entr��e,2018-10-30,rue,turbigo,"35005,00",10.0,30/12/2015,3500.5
75101_9504_00012,,12,,False,9504,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3485404,48.8636385,652206.97,6862820.09,entr��e,2018-10-30,rue,turbigo,"60750,00",65.0,16/01/2015,934.6153846153846
75101_7455_00017,,17,,False,7455,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3487262,48.86317620000001,652220.18,6862768.57,entr��e,2018-10-30,rue,pierre lescot,"470000,00",41.0,16/10/2015,11463.414634146342
75101_4278_00028,,28,,False,4278,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3483165,48.8630171,652189.97,6862751.13,entr��e,2018-10-30,rue,grande truanderie,"210000,00",20.0,06/11/2015,10500.0
75101_7455_00022,,22,,False,7455,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3488151000000004,48.8630071,652226.54,6862749.72,entr��e,2018-10-30,rue,pierre lescot,"513020,00",54.0,27/03/2015,9500.37037037037
75101_4278_00018,,18,,False,4278,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3488575000000003,48.8628923,652229.55,6862736.93,entr��e,2018-10-30,rue,grande truanderie,"690000,00",0.0,14/12/2015,inf
75101_4278_00010,,10,,False,4278,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.349198,48.8628036,652254.45,6862726.86,entr��e,2018-10-30,rue,grande truanderie,"242500,00",20.0,09/02/2015,12125.0
75101_8525_00115,,115,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3495516,48.8628292,652280.41,6862729.49,entr��e,2018-10-30,rue,st-denis,"142000,00",16.0,27/04/2015,8875.0
75101_8525_00129,,129,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3497225,48.8632167,652293.3,6862772.47,entr��e,2018-10-30,rue,st-denis,"365000,00",39.0,10/04/2015,9358.97435897436
75101_8525_00131,,131,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3497345000000003,48.86330220000001,652294.26,6862781.97,entr��e,2018-10-30,rue,st-denis,"1200000,00",0.0,03/02/2015,inf
75101_3392_00015,,15,,False,3392,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3495019,48.863655,652277.52,6862821.34,entr��e,2018-10-30,rue,etienne marcel,"90000,00",0.0,18/09/2015,inf
75101_3392_00005,,5,,False,3392,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3502352,48.8634633,652331.14,6862799.59,entr��e,2018-10-30,rue,etienne marcel,"37500,00",7.0,24/07/2015,5357.142857142857
75101_8894_00061,,61,,False,8894,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3505513,48.863096899999995,652354.0,6862758.65,entr��e,2018-10-30,bd,s��bastopol,"160000,00",35.0,05/10/2015,4571.428571428572
75101_8525_00094,,94,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3498714,48.8631576,652304.17,6862765.81,entr��e,2018-10-30,rue,st-denis,"1053800,00",122.0,17/04/2015,8637.704918032787
75101_8525_00105,,105,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3494517999999998,48.862548,652272.83,6862698.28,entr��e,2018-10-30,rue,st-denis,"476000,00",59.0,20/03/2015,8067.796610169492
75101_7455_00018,,18,,False,7455,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3486516,48.8624809,652214.07,6862691.31,entr��e,2018-10-30,rue,pierre lescot,"100000,00",30.0,18/09/2015,3333.3333333333335
75101_5825_00023,,23,,False,5825,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3427705000000003,48.8649954,651784.94,6862974.47,entr��e,2018-10-30,rue,louvre,"471050,00",42.0,18/05/2015,11215.47619047619
75101_2453_00040,,40,,False,2453,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3404132,48.8644348,651611.49,6862913.58,entr��e,2018-10-30,rue,croix petits champs,"466000,00",45.0,20/10/2015,10355.555555555555
75101_2453_00020,,20,,False,2453,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3400136000000002,48.8637062,651581.5,6862832.81,entr��e,2018-10-30,rue,croix petits champs,"32000,00",0.0,07/04/2015,inf
75101_1178_00013,,13,,False,1178,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3407916,48.8636516,651638.52,6862826.27,entr��e,2018-10-30,rue,bouloi,"731000,00",68.0,01/07/2015,10750.0
75101_1178_00015,,15,,False,1178,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3409032,48.8637076,651646.76,6862832.42,entr��e,2018-10-30,rue,bouloi,"112789,00",34.0,20/04/2015,3317.323529411765
75101_1178_00017,,17,,False,1178,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3410048,48.8637546,651654.26,6862837.59,entr��e,2018-10-30,rue,bouloi,"1625000,00",118.0,24/12/2015,13771.186440677966
75101_1178_00019,,19,,False,1178,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3410778999999997,48.863795,651659.66,6862842.03,entr��e,2018-10-30,rue,bouloi,"1171600,00",80.0,30/07/2015,14645.0
75101_1178_00021,,21,,False,1178,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3412197,48.863864899999996,651670.12,6862849.72,entr��e,2018-10-30,rue,bouloi,"1,00",95.0,23/01/2015,0.010526315789473684
75101_5825_00015,,15,,False,5825,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3419922000000004,48.8634934,651726.45,6862807.94,entr��e,2018-10-30,rue,louvre,"620000,00",0.0,13/10/2015,inf
75101_5825_00017,,17,,False,5825,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3423157000000003,48.864118,651750.76,6862877.19,entr��e,2018-10-30,rue,louvre,"1165000,00",30.0,30/12/2015,38833.333333333336
75101_4901_00051,,51,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3429367,48.8638497,651796.07,6862846.98,entr��e,2018-10-30,rue,jean-jacques rousseau,"1600000,00",178.0,06/05/2015,8988.76404494382
75101_5825_00044,,44,,False,5825,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.342609,48.8640744,651772.24,6862872.17,entr��e,2018-10-30,rue,louvre,"1500000,00",271.0,09/07/2015,5535.055350553505
75101_6513_00021,,21,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3450519,48.864683899999996,651952.01,6862938.45,entr��e,2018-10-30,rue,montmartre,"198000,00",27.0,06/03/2015,7333.333333333333
75101_6513_00019,,19,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3450884,48.864607899999996,651954.62,6862929.97,entr��e,2018-10-30,rue,montmartre,"1550000,00",292.0,04/11/2015,5308.219178082192
75101_4901_00076,,76,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3446968999999998,48.8645565,651925.85,6862924.5,entr��e,2018-10-30,rue,jean-jacques rousseau,"188854,58",65.0,19/02/2015,2905.455076923077
75101_4901_00068,,68,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3442060000000002,48.8643172,651889.62,6862898.19,entr��e,2018-10-30,rue,jean-jacques rousseau,"820000,00",110.0,18/12/2015,7454.545454545455
75101_4901_00062,,62,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3437339,48.8640835,651854.77,6862872.49,entr��e,2018-10-30,rue,jean-jacques rousseau,"1587000,00",75.0,07/09/2015,21160.0
75101_4901_00056,,56,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3433232000000004,48.8638787,651824.45,6862849.97,entr��e,2018-10-30,rue,jean-jacques rousseau,"649750,00",67.0,04/09/2015,9697.76119402985
75101_5033_00011,,11,,False,5033,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3443282,48.8635941,651897.92,6862817.71,entr��e,2018-10-30,rue,jour,"1000000,00",100.0,16/01/2015,10000.0
75101_5033_00013,,13,,False,5033,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3443958,48.8636302,651902.91,6862821.68,entr��e,2018-10-30,rue,jour,"265000,00",23.0,17/08/2015,11521.739130434782
75101_6513_00015,,15,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3451879,48.864436,651961.76,6862910.8,entr��e,2018-10-30,rue,montmartre,"227000,00",21.0,10/09/2015,10809.52380952381
75101_6513_00011,,11,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3452990000000002,48.8642338,651969.73,6862888.25,entr��e,2018-10-30,rue,montmartre,"231500,00",22.0,29/12/2015,10522.727272727272
75101_5033_00010,,10,,False,5033,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3452162999999997,48.8639648,651963.41,6862858.39,entr��e,2018-10-30,rue,jour,"242000,00",24.0,11/03/2015,10083.333333333334
75101_5033_00008,,8,,False,5033,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3450976000000003,48.8639034,651954.65,6862851.63,entr��e,2018-10-30,rue,jour,"330000,00",27.0,02/10/2015,12222.222222222223
75101_4901_00027,,27,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.34121,48.8629314,651668.55,6862745.93,entr��e,2018-10-30,rue,jean-jacques rousseau,"1672000,00",170.0,30/12/2015,9835.29411764706
75101_4901_00025,,25,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3410572999999997,48.8628424,651657.26,6862736.13,entr��e,2018-10-30,rue,jean-jacques rousseau,"839250,00",84.0,04/03/2015,9991.07142857143
75101_4901_00019,,19,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3407677000000002,48.862699,651635.88,6862720.36,entr��e,2018-10-30,rue,jean-jacques rousseau,"129327,00",13.0,27/11/2015,9948.23076923077
75101_2453_00010,,10,,False,2453,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3397403999999997,48.8626594,651560.48,6862716.58,entr��e,2018-10-30,rue,croix petits champs,"345000,00",40.0,29/01/2015,8625.0
75101_4901_00015,,15,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3404357000000005,48.8625327,651611.37,6862702.07,entr��e,2018-10-30,rue,jean-jacques rousseau,"440980,00",18.0,11/06/2015,24498.88888888889
75101_4901_00009,,9,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3401195,48.8623562,651588.01,6862682.64,entr��e,2018-10-30,rue,jean-jacques rousseau,"190000,00",23.0,12/03/2015,8260.869565217392
75101_4901_00005,,5,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3399867000000003,48.862286,651578.2,6862674.91,entr��e,2018-10-30,rue,jean-jacques rousseau,"12000,00",0.0,17/11/2015,inf
75101_2453_00002,,2,,False,2453,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3393831,48.8623203,651533.95,6862679.1,entr��e,2018-10-30,rue,croix petits champs,"378000,00",25.0,29/10/2015,15120.0
75101_4901_00010,,10,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3402571,48.862317499999996,651598.07,6862678.25,entr��e,2018-10-30,rue,jean-jacques rousseau,"200800,00",73.0,17/06/2015,2750.6849315068494
75101_4901_00008,,8,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.340179,48.86223579999999,651592.26,6862669.22,entr��e,2018-10-30,rue,jean-jacques rousseau,"8100000,00",135.0,29/09/2015,60000.0
75101_5825_00005,,5,,False,5825,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3411549,48.8618796,651663.53,6862629.01,entr��e,2018-10-30,rue,louvre,"38500,00",66.0,13/11/2015,583.3333333333334
75101_5825_00005_bis,,5,bis,False,5825,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3412145,48.8620018,651668.01,6862642.56,entr��e,2018-10-30,rue,louvre,"38500,00",66.0,13/11/2015,583.3333333333334
75101_4901_00014,,14,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3405271,48.8624567,651618.01,6862693.56,entr��e,2018-10-30,rue,jean-jacques rousseau,"564750,00",56.0,05/11/2015,10084.82142857143
75101_4901_00016,,16,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.340735,48.8625633,651633.36,6862705.29,entr��e,2018-10-30,rue,jean-jacques rousseau,"50000,00",10.0,04/08/2015,5000.0
75101_7619_00029,,29,,False,7619,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3446165,48.8609265,651916.6,6862520.92,entr��e,2018-10-30,rue,pont neuf,"145000,00",42.0,27/11/2015,3452.3809523809523
75101_7619_00027,,27,,False,7619,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3444782,48.8607499,651906.3,6862501.37,entr��e,2018-10-30,rue,pont neuf,"6500000,00",11.0,29/12/2015,590909.0909090909
75101_8397_00017,,17,,False,8397,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3436965,48.860781,651848.97,6862505.3,entr��e,2018-10-30,rue,roule,"1038000,00",110.0,30/04/2015,9436.363636363636
75101_8397_00003,,3,,False,8397,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3434667,48.8603426,651831.71,6862456.7,entr��e,2018-10-30,rue,roule,"460000,00",63.0,26/08/2015,7301.587301587301
75101_8249_00140,,140,,False,8249,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.343036,48.860312799999996,651800.08,6862453.65,entr��e,2018-10-30,rue,rivoli,"378000,00",83.0,15/10/2015,4554.21686746988
75101_8249_00140_a,,140,A,False,8249,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3431486,48.8604826,651808.5,6862472.46,entr��e,2018-10-30,rue,rivoli,"378000,00",83.0,15/10/2015,4554.21686746988
75101_0407_00054,,54,,False,0407,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3425997000000005,48.8610281,651768.74,6862533.45,entr��e,2018-10-30,rue,l'arbre sec,"4000,00",8.0,19/06/2015,500.0
75101_0407_00056,,56,,False,0407,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.342605,48.861086799999995,651769.18,6862539.97,entr��e,2018-10-30,rue,l'arbre sec,"200000,00",22.0,16/12/2015,9090.90909090909
75101_0407_00051,,51,,False,0407,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3423853,48.8613394,651753.29,6862568.19,entr��e,2018-10-30,rue,l'arbre sec,"600000,00",82.0,09/04/2015,7317.073170731707
75101_0407_00047,,47,,False,0407,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3424026000000002,48.861234700000004,651754.47,6862556.54,entr��e,2018-10-30,rue,l'arbre sec,"432100,00",36.0,19/11/2015,12002.777777777777
75101_0632_00002,,2,,False,0632,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3423103,48.8609564,651747.44,6862525.65,entr��e,2018-10-30,rue,bailleul,"388000,00",29.0,18/12/2015,13379.310344827587
75101_8249_00154,,154,,False,8249,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3410794,48.860945,651657.12,6862525.14,entr��e,2018-10-30,rue,rivoli,"390000,00",25.0,09/02/2015,15600.0
75101_1105_00020,,20,,False,1105,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3386734000000002,48.8634321,651482.92,6862803.16,entr��e,2018-10-30,rue,bons enfants,"457000,00",40.0,29/05/2015,11425.0
75101_8212_00018,,18,,False,8212,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3364133999999996,48.8646681,651318.28,6862941.98,entr��e,2018-10-30,rue,richelieu,"14000,00",27.0,10/04/2015,518.5185185185185
75101_8212_00028,,28,,False,8212,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3367053,48.865226,651340.21,6863003.84,entr��e,2018-10-30,rue,richelieu,"41300,00",23.0,06/07/2015,1795.6521739130435
75101_8212_00028_bis,,28,bis,False,8212,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3367541000000003,48.865316299999996,651343.88,6863013.85,entr��e,2018-10-30,rue,richelieu,"41300,00",23.0,06/07/2015,1795.6521739130435
75101_8212_00038,,38,,False,8212,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3369824,48.865754100000004,651361.04,6863062.39,entr��e,2018-10-30,rue,richelieu,"2020000,00",110.0,04/12/2015,18363.636363636364
75101_8212_00040,,40,,False,8212,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3370347999999996,48.8658535,651364.97,6863073.41,entr��e,2018-10-30,rue,richelieu,"2200000,00",27.0,11/12/2015,81481.48148148147
75101_8212_00052,,52,,False,8212,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3372851000000003,48.8663233,651383.77,6863125.49,entr��e,2018-10-30,rue,richelieu,"810000,00",0.0,13/11/2015,inf
75101_8212_00056,,56,,False,8212,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3373975,48.8665435,651392.22,6863149.91,entr��e,2018-10-30,rue,richelieu,"160730,00",20.0,07/12/2015,8036.5
75101_7348_00021,,21,,False,7348,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3376585,48.866510999999996,651411.34,6863146.13,entr��e,2018-10-30,rue,petits champs,"241480,00",25.0,28/08/2015,9659.2
75101_7348_00009,,9,,False,7348,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3387398999999998,48.8662592,651490.43,6863117.47,entr��e,2018-10-30,rue,petits champs,"342212,00",67.0,08/10/2015,5107.641791044776
75101_7348_00007,,7,,False,7348,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3388054,48.8662422,651495.22,6863115.54,entr��e,2018-10-30,rue,petits champs,"194000,00",24.0,01/09/2015,8083.333333333333
75101_7348_00061,,61,,False,7348,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3342343999999997,48.86731270000001,651160.91,6863237.39,entr��e,2018-10-30,rue,petits champs,"890000,00",201.0,12/11/2015,4427.860696517413
75101_6603_00014,,14,,False,6603,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3352584,48.8670016,651235.73,6863202.16,entr��e,2018-10-30,rue,moulins,"311695,00",34.0,30/01/2015,9167.5
75101_7348_00041,,41,,False,7348,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.336104,48.8668751,651297.65,6863187.57,entr��e,2018-10-30,rue,petits champs,"402980,00",50.0,11/06/2015,8059.6
75101_7348_00027,,27,,False,7348,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3371217,48.8666407,651372.08,6863160.88,entr��e,2018-10-30,rue,petits champs,"190000,00",28.0,13/05/2015,6785.714285714285
75101_8212_00047,,47,,False,8212,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3370837000000004,48.866268100000006,651368.95,6863119.48,entr��e,2018-10-30,rue,richelieu,"1285000,00",160.0,26/11/2015,8031.25
75101_8212_00043,,43,,False,8212,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3369362000000002,48.866042799999995,651357.92,6863094.52,entr��e,2018-10-30,rue,richelieu,"5000,00",50.0,24/09/2015,100.0
75101_9824_00006,,6,,False,9824,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3363099999999997,48.866323200000004,651312.24,6863126.08,entr��e,2018-10-30,rue,villedo,"1201225,00",106.0,15/12/2015,11332.311320754718
75101_9824_00012,,12,,False,9824,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3358442999999998,48.866539,651278.28,6863150.36,entr��e,2018-10-30,rue,villedo,"285000,00",22.0,16/04/2015,12954.545454545454
75101_8534_00030,,30,,False,8534,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3356511,48.8663853,651263.96,6863133.39,entr��e,2018-10-30,rue,ste-anne,"500000,00",56.0,04/06/2015,8928.57142857143
75101_9824_00011,,11,,False,9824,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3359482000000003,48.8663701,651285.74,6863131.52,entr��e,2018-10-30,rue,villedo,"225000,00",38.0,10/06/2015,5921.0526315789475
75101_9824_00009,,9,,False,9824,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3360713,48.866316,651294.72,6863125.43,entr��e,2018-10-30,rue,villedo,"130000,00",25.0,12/06/2015,5200.0
