cle_interop,uid_adresse,numero,suffixe,pseudo_numero,voie_code,code_postal,libelle_acheminement,destination_principale,commune_code,commune_nom,source,long,lat,x,y,position,date_der_maj,Type de voie,Nom de voie,Valeur fonciere,Surface reelle bati,Date mutation,vf_square_meter_price
75101_7279_00005,,5,,False,7279,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3414936,48.860353499999995,651686.96,6862459.11,entr��e,2018-10-30,rue,perrault,"295000,00",24.0,29/12/2014,12291.666666666666
75101_0630_00010,,10,,False,0630,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3422542999999996,48.859868,651742.32,6862404.67,entr��e,2018-10-30,rue,baillet,"165000,00",18.0,13/03/2014,9166.666666666666
75101_2594_00024,,24,,False,2594,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3420557,48.85686629999999,651724.97,6862071.02,entr��e,2018-10-30,pl,dauphine,"1,00",144.0,05/11/2014,0.006944444444444444
75101_2594_00020,,20,,False,2594,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3423041000000002,48.8568231,651743.15,6862066.07,entr��e,2018-10-30,pl,dauphine,"540000,00",45.0,04/09/2014,12000.0
75101_2594_00018,,18,,False,2594,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3424076,48.856806299999995,651750.73,6862064.14,entr��e,2018-10-30,pl,dauphine,"15000,00",34.0,09/05/2014,441.1764705882353
75101_2594_00016,,16,,False,2594,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3425147,48.8567884,651758.57,6862062.08,entr��e,2018-10-30,pl,dauphine,"615000,00",0.0,30/01/2014,inf
75101_2594_00010,,10,,False,2594,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.342837,48.856736100000006,651782.17,6862056.07,entr��e,2018-10-30,pl,dauphine,"2784750,00",104.0,11/04/2014,26776.44230769231
75101_2594_00017,,17,,False,2594,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3421463,48.856454600000006,651731.24,6862025.19,entr��e,2018-10-30,pl,dauphine,"490000,00",30.0,01/12/2014,16333.333333333334
75101_2594_00019,,19,,False,2594,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3420502,48.856540700000004,651724.26,6862034.82,entr��e,2018-10-30,pl,dauphine,"1020000,00",56.0,15/10/2014,18214.285714285714
75101_8249_00061,,61,,False,8249,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3454496,48.859291799999994,651976.22,6862338.65,entr��e,2018-10-30,rue,rivoli,"278500,00",34.0,18/03/2014,8191.176470588235
75101_0920_00014,,14,,False,0920,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3449331,48.8588003,651937.87,6862284.31,entr��e,2018-10-30,rue,bertin poir��e,"692000,00",70.0,31/07/2014,9885.714285714286
75101_0920_00012,,12,,False,0920,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3448767000000004,48.8586859,651933.63,6862271.63,entr��e,2018-10-30,rue,bertin poir��e,"198000,00",14.0,07/10/2014,14142.857142857143
75101_0920_00008,,8,,False,0920,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3447944,48.8584964,651927.41,6862250.61,entr��e,2018-10-30,rue,bertin poir��e,"250000,00",25.0,25/04/2014,10000.0
75101_9765_00024,,24,,False,9765,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3460107000000003,48.8583505,652016.52,6862233.64,entr��e,2018-10-30,av,victoria,"5000,00",0.0,20/05/2014,inf
75101_9765_00018,,18,,False,9765,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3465386,48.8582066,652055.12,6862217.32,entr��e,2018-10-30,av,victoria,"1300000,00",413.0,12/11/2014,3147.6997578692494
75101_8894_00007,,7,,False,8894,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3479205000000003,48.858400700000004,652156.68,6862238.07,entr��e,2018-10-30,bd,s��bastopol,"987585,00",142.0,03/09/2014,6954.8239436619715
75101_8525_00111,,111,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.34952,48.8627114,652277.99,6862716.41,entr��e,2018-10-30,rue,st-denis,"140000,00",19.0,17/10/2014,7368.421052631579
75101_7455_00028,,28,,False,7455,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3490014,48.86338370000001,652240.56,6862791.48,entr��e,2018-10-30,rue,pierre lescot,"235000,00",19.0,27/08/2014,12368.421052631578
75101_8525_00096,,96,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3499077,48.863230200000004,652306.9,6862773.86,entr��e,2018-10-30,rue,st-denis,"190000,00",19.0,26/05/2014,10000.0
75101_8525_00046,,46,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3486078999999997,48.86063,652209.16,6862485.53,entr��e,2018-10-30,rue,st-denis,"500000,00",63.0,28/08/2014,7936.507936507936
75101_8525_00030,,30,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3482497,48.8599787,652182.29,6862413.33,entr��e,2018-10-30,rue,st-denis,"6050000,00",58.0,23/12/2014,104310.3448275862
75101_5738_00046,,46,,False,5738,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3483676,48.8597156,652190.69,6862384.0,entr��e,2018-10-30,rue,lombards,"215000,00",25.0,15/12/2014,8600.0
75101_8525_00011,,11,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.347659,48.859266299999994,652138.29,6862334.47,entr��e,2018-10-30,rue,st-denis,"865000,00",103.0,26/09/2014,8398.058252427185
75101_8525_00013,,13,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3476786,48.8593073,652139.77,6862339.02,entr��e,2018-10-30,rue,st-denis,"167000,00",17.0,31/01/2014,9823.529411764706
75101_8525_00017,,17,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3477427000000004,48.8594091,652144.57,6862350.3,entr��e,2018-10-30,rue,st-denis,"250000,00",20.0,11/06/2014,12500.0
75101_8525_00019,,19,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3477659,48.859457899999995,652146.31,6862355.71,entr��e,2018-10-30,rue,st-denis,"155000,00",18.0,17/07/2014,8611.111111111111
75101_2400_00001,,1,,False,2400,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3476513999999997,48.859544,652137.99,6862365.35,entr��e,2018-10-30,rue,courtalon,"206500,00",25.0,12/12/2014,8260.0
75101_8589_00008,,8,,False,8589,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3474239,48.8596512,652121.4,6862377.41,entr��e,2018-10-30,pl,ste-opportune,"1500000,00",126.0,31/07/2014,11904.761904761905
75101_8590_00002,,2,,False,8590,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3472566,48.859771200000004,652109.23,6862390.86,entr��e,2018-10-30,rue,ste-opportune,"300000,00",29.0,19/11/2014,10344.827586206897
75101_8525_00025,,25,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3478508999999996,48.8596315,652152.71,6862374.96,entr��e,2018-10-30,rue,st-denis,"3000,00",51.0,30/10/2014,58.8235294117647
75101_8525_00029,,29,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3479226000000004,48.85983270000001,652158.15,6862397.29,entr��e,2018-10-30,rue,st-denis,"140000,00",20.0,24/02/2014,7000.0
75101_3621_00003,,3,,False,3621,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3480502999999997,48.860149299999996,652167.81,6862432.42,entr��e,2018-10-30,rue,ferronnerie,"516050,00",52.0,10/06/2014,9924.038461538461
75101_3621_00005,,5,,False,3621,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3479294,48.8601641,652158.96,6862434.14,entr��e,2018-10-30,rue,ferronnerie,"605000,00",60.0,28/07/2014,10083.333333333334
75101_5738_00058,,58,,False,5738,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3477935000000003,48.859851,652148.7,6862399.4,entr��e,2018-10-30,rue,lombards,"950000,00",68.0,31/12/2014,13970.588235294117
75101_8525_00033,,33,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3480916,48.85993670000001,652170.65,6862408.75,entr��e,2018-10-30,rue,st-denis,"950000,00",180.0,31/12/2014,5277.777777777777
75101_3621_00017,,17,,False,3621,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3474385,48.86016179999999,652122.94,6862434.18,entr��e,2018-10-30,rue,ferronnerie,"225000,00",24.0,10/09/2014,9375.0
75101_3621_00013,,13,,False,3621,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3475626,48.8601902,652132.07,6862437.26,entr��e,2018-10-30,rue,ferronnerie,"50000,00",0.0,17/12/2014,inf
75101_3621_00007,,7,,False,3621,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3478414,48.8601714,652152.51,6862435.0,entr��e,2018-10-30,rue,ferronnerie,"265000,00",25.0,10/10/2014,10600.0
75101_4718_00005,,5,,False,4718,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.347856,48.860375299999994,652153.76,6862457.66,entr��e,2018-10-30,rue,innocents,"252200,00",24.0,03/09/2014,10508.333333333334
75101_4718_00009,,9,,False,4718,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3475772,48.8604079,652133.34,6862461.46,entr��e,2018-10-30,rue,innocents,"395000,00",16.0,08/08/2014,24687.5
75101_3621_00012,,12,,False,3621,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3467797000000004,48.8604109,652074.83,6862462.28,entr��e,2018-10-30,rue,ferronnerie,"3500,00",146.0,28/11/2014,23.972602739726028
75101_4461_00020,,20,,False,4461,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3466258,48.860062799999994,652063.22,6862423.66,entr��e,2018-10-30,rue,halles,"900000,00",96.0,28/04/2014,9375.0
75101_4461_00012,,12,,False,4461,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3468668,48.8598253,652080.69,6862397.11,entr��e,2018-10-30,rue,halles,"602123,00",57.0,11/12/2014,10563.561403508771
75101_4461_00010,,10,,False,4461,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3469076,48.8597445,652083.6,6862388.1,entr��e,2018-10-30,rue,halles,"100000,00",0.0,03/07/2014,inf
75101_2636_00009,,9,,False,2636,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3461317000000004,48.8598907,652026.81,6862404.83,entr��e,2018-10-30,rue,d��chargeurs,"530000,00",60.0,31/07/2014,8833.333333333334
75101_1193_00034,,34,,False,1193,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.345361,48.8601991,651970.55,6862439.59,entr��e,2018-10-30,rue,bourdonnais,"12000,00",60.0,04/08/2014,200.0
75101_1193_00039,,39,,False,1193,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3454507,48.8604838,651977.4,6862471.19,entr��e,2018-10-30,rue,bourdonnais,"370000,00",35.0,20/06/2014,10571.42857142857
75101_7619_00024,,24,,False,7619,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3449159,48.86087970000001,651938.53,6862515.53,entr��e,2018-10-30,rue,pont neuf,"760000,00",86.0,15/10/2014,8837.209302325582
75101_8525_00073,,73,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.348999,48.861613399999996,652238.76,6862594.64,entr��e,2018-10-30,rue,st-denis,"2200000,00",394.0,19/05/2014,5583.756345177665
75101_8009_00077,,77,,False,8009,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3496511000000004,48.8620255,652286.98,6862640.07,entr��e,2018-10-30,rue,rambuteau,"270000,00",40.0,22/12/2014,6750.0
75101_8894_00039,,39,,False,8894,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3494375,48.861108,652270.46,6862538.18,entr��e,2018-10-30,bd,s��bastopol,"626500,00",59.0,28/05/2014,10618.64406779661
75101_8894_00037,,37,,False,8894,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3493774,48.861001,652265.96,6862526.32,entr��e,2018-10-30,bd,s��bastopol,"416000,00",39.0,22/12/2014,10666.666666666666
75101_6513_00030,,30,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3454665,48.8643651,651982.13,6862902.75,entr��e,2018-10-30,rue,montmartre,"980000,00",108.0,27/06/2014,9074.074074074075
75101_6513_00026,,26,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3455442000000004,48.8642251,651987.71,6862887.13,entr��e,2018-10-30,rue,montmartre,"277000,00",31.0,18/12/2014,8935.483870967742
75101_6513_00018,,18,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3456725,48.8639929,651996.9,6862861.24,entr��e,2018-10-30,rue,montmartre,"220000,00",68.0,23/01/2014,3235.294117647059
75101_6513_00016,,16,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3457036,48.863928200000004,651999.13,6862854.02,entr��e,2018-10-30,rue,montmartre,"188787,00",35.0,23/05/2014,5393.914285714286
75101_6520_00021,,21,,False,6520,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3464572,48.8640049,652054.48,6862862.09,entr��e,2018-10-30,rue,montorgueil,"12000,00",19.0,01/07/2014,631.578947368421
75101_6520_00027,,27,,False,6520,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3465347000000003,48.864234,652060.38,6862887.52,entr��e,2018-10-30,rue,montorgueil,"490000,00",37.0,08/10/2014,13243.243243243243
75101_3392_00027,,27,,False,3392,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3473759,48.86415039999999,652122.01,6862877.72,entr��e,2018-10-30,rue,etienne marcel,"580000,00",65.0,02/12/2014,8923.076923076924
75101_6520_00026,,26,,False,6520,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3465085,48.863633,652057.9,6862820.71,entr��e,2018-10-30,rue,montorgueil,"344500,00",38.0,24/01/2014,9065.78947368421
75101_9504_00014,,14,,False,9504,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3487021,48.8636756,652218.87,6862824.12,entr��e,2018-10-30,rue,turbigo,"215000,00",22.0,18/09/2014,9772.727272727272
75101_2502_00017,,17,,False,2502,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3483431,48.8633627,652192.24,6862789.54,entr��e,2018-10-30,rue,cygne,"817500,00",86.0,12/08/2014,9505.813953488372
75101_7455_00017,,17,,False,7455,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3487262,48.86317620000001,652220.18,6862768.57,entr��e,2018-10-30,rue,pierre lescot,"370000,00",45.0,06/08/2014,8222.222222222223
75101_4278_00018,,18,,False,4278,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3488575000000003,48.8628923,652229.55,6862736.93,entr��e,2018-10-30,rue,grande truanderie,"90000,00",0.0,25/11/2014,inf
75101_4278_00010,,10,,False,4278,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.349198,48.8628036,652254.45,6862726.86,entr��e,2018-10-30,rue,grande truanderie,"126000,00",20.0,11/12/2014,6300.0
75101_8525_00117,,117,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3495694,48.862881200000004,652281.77,6862735.26,entr��e,2018-10-30,rue,st-denis,"380000,00",39.0,13/06/2014,9743.589743589744
75101_2502_00011,,11,,False,2502,75001.0,PARIS,inconnue,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3489881,48.86321270000001,652239.42,6862772.47,entr��e,2018-10-30,rue,cygne,"12500,00",,30/09/2014,
75101_2502_00009,,9,,False,2502,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3490752,48.8632119,652245.81,6862772.33,entr��e,2018-10-30,rue,cygne,"442900,00",49.0,31/10/2014,9038.775510204081
75101_8525_00131,,131,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3497345000000003,48.86330220000001,652294.26,6862781.97,entr��e,2018-10-30,rue,st-denis,"1400000,00",0.0,29/07/2014,inf
75101_8525_00133,,133,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3497890999999997,48.8634082,652298.37,6862793.73,entr��e,2018-10-30,rue,st-denis,"926290,00",100.0,07/07/2014,9262.9
75101_3392_00005,,5,,False,3392,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3502352,48.8634633,652331.14,6862799.59,entr��e,2018-10-30,rue,etienne marcel,"256700,00",33.0,23/09/2014,7778.787878787879
75101_3392_00003,,3,,False,3392,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3504042000000003,48.8634226,652343.5,6862794.96,entr��e,2018-10-30,rue,etienne marcel,"2000,00",0.0,19/12/2014,inf
75101_8894_00061,,61,,False,8894,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3505513,48.863096899999995,652354.0,6862758.65,entr��e,2018-10-30,bd,s��bastopol,"547700,00",58.0,21/02/2014,9443.103448275862
75101_8894_00055,,55,,False,8894,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.350136,48.8623526,652322.85,6862676.14,entr��e,2018-10-30,bd,s��bastopol,"10500000,00",131.0,19/12/2014,80152.6717557252
75101_8009_00072,,72,,False,8009,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3498085,48.8621331,652298.62,6862651.94,entr��e,2018-10-30,rue,rambuteau,"60000,00",0.0,11/12/2014,inf
75101_8009_00076,,76,,False,8009,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3491912,48.8622735,652253.46,6862667.92,entr��e,2018-10-30,rue,rambuteau,"400000,00",114.0,04/02/2014,3508.7719298245615
75101_8525_00103,,103,,False,8525,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3494327999999998,48.86250310000001,652271.4,6862693.3,entr��e,2018-10-30,rue,st-denis,"220000,00",27.0,28/08/2014,8148.148148148148
75101_4278_00015,,15,,False,4278,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3489272,48.862786299999996,652234.57,6862725.1,entr��e,2018-10-30,rue,grande truanderie,"365000,00",41.0,13/02/2014,8902.439024390244
75101_8009_00084,,84,,False,8009,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3486964,48.8623837,652217.26,6862680.47,entr��e,2018-10-30,rue,rambuteau,"245000,00",20.0,12/02/2014,12250.0
75101_7332_00002,,2,,False,7332,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3481645,48.8627999,652178.62,6862727.07,entr��e,2018-10-30,rue,petite truanderie,"400000,00",40.0,30/12/2014,10000.0
75101_5825_00023,,23,,False,5825,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3427705000000003,48.8649954,651784.94,6862974.47,entr��e,2018-10-30,rue,louvre,"410000,00",38.0,28/08/2014,10789.473684210527
75101_2453_00034,,34,,False,2453,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3402687,48.8641933,651600.66,6862886.82,entr��e,2018-10-30,rue,croix petits champs,"307925,00",26.0,24/02/2014,11843.26923076923
75101_2453_00030,,30,,False,2453,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3401932,48.8640525,651594.99,6862871.21,entr��e,2018-10-30,rue,croix petits champs,"500000,00",60.0,27/10/2014,8333.333333333334
75101_2453_00020,,20,,False,2453,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3400136000000002,48.8637062,651581.5,6862832.81,entr��e,2018-10-30,rue,croix petits champs,"373000,00",39.0,29/10/2014,9564.102564102564
75101_1178_00015,,15,,False,1178,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3409032,48.8637076,651646.76,6862832.42,entr��e,2018-10-30,rue,bouloi,"183000,00",20.0,12/03/2014,9150.0
75101_1178_00019,,19,,False,1178,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3410778999999997,48.863795,651659.66,6862842.03,entr��e,2018-10-30,rue,bouloi,"455000,00",52.0,25/04/2014,8750.0
75101_5825_00015,,15,,False,5825,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3419922000000004,48.8634934,651726.45,6862807.94,entr��e,2018-10-30,rue,louvre,"100000,00",0.0,19/05/2014,inf
75101_5825_00017,,17,,False,5825,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3423157000000003,48.864118,651750.76,6862877.19,entr��e,2018-10-30,rue,louvre,"280000,00",348.0,08/10/2014,804.5977011494252
75101_6513_00021,,21,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3450519,48.864683899999996,651952.01,6862938.45,entr��e,2018-10-30,rue,montmartre,"7000,00",17.0,26/11/2014,411.7647058823529
75101_4901_00068,,68,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3442060000000002,48.8643172,651889.62,6862898.19,entr��e,2018-10-30,rue,jean-jacques rousseau,"270000,00",35.0,31/01/2014,7714.285714285715
75101_4901_00062,,62,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3437339,48.8640835,651854.77,6862872.49,entr��e,2018-10-30,rue,jean-jacques rousseau,"1214000,00",37.0,22/01/2014,32810.81081081081
75101_4901_00056,,56,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3433232000000004,48.8638787,651824.45,6862849.97,entr��e,2018-10-30,rue,jean-jacques rousseau,"518000,00",50.0,07/10/2014,10360.0
75101_5033_00013,,13,,False,5033,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3443958,48.8636302,651902.91,6862821.68,entr��e,2018-10-30,rue,jour,"70000,00",27.0,21/02/2014,2592.5925925925926
75101_5033_00015,,15,,False,5033,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3444906000000003,48.8636745,651909.9,6862826.55,entr��e,2018-10-30,rue,jour,"272000,00",27.0,17/11/2014,10074.074074074075
75101_6513_00015,,15,,False,6513,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3451879,48.864436,651961.76,6862910.8,entr��e,2018-10-30,rue,montmartre,"670000,00",70.0,29/08/2014,9571.42857142857
75101_4901_00023,,23,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3409641,48.8627947,651650.38,6862730.88,entr��e,2018-10-30,rue,jean-jacques rousseau,"1600000,00",247.0,15/05/2014,6477.7327935222675
75101_4901_00019,,19,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3407677000000002,48.862699,651635.88,6862720.36,entr��e,2018-10-30,rue,jean-jacques rousseau,"492000,00",40.0,09/10/2014,12300.0
75101_1178_00002,,2,,False,1178,75001.0,PARIS,inconnue,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3406919999999998,48.8626818,651630.31,6862718.49,entr��e,2018-10-30,rue,bouloi,"728000,00",64.0,14/01/2014,11375.0
75101_1178_00002_bis,,2,bis,False,1178,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3399086,48.863088899999994,651573.22,6862764.24,entr��e,2018-10-30,rue,bouloi,"728000,00",64.0,14/01/2014,11375.0
75101_2453_00010,,10,,False,2453,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3397403999999997,48.8626594,651560.48,6862716.58,entr��e,2018-10-30,rue,croix petits champs,"185000,00",20.0,03/10/2014,9250.0
75101_4901_00015,,15,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3404357000000005,48.8625327,651611.37,6862702.07,entr��e,2018-10-30,rue,jean-jacques rousseau,"227993,00",30.0,17/12/2014,7599.766666666666
75101_4901_00009,,9,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3401195,48.8623562,651588.01,6862682.64,entr��e,2018-10-30,rue,jean-jacques rousseau,"210000,00",27.0,17/12/2014,7777.777777777777
75101_4901_00005,,5,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3399867000000003,48.862286,651578.2,6862674.91,entr��e,2018-10-30,rue,jean-jacques rousseau,"279500,00",20.0,15/12/2014,13975.0
75101_2453_00006,,6,,False,2453,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3394696,48.8625369,651540.5,6862703.13,entr��e,2018-10-30,rue,croix petits champs,"200200,00",20.0,10/01/2014,10010.0
75101_4901_00010,,10,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3402571,48.862317499999996,651598.07,6862678.25,entr��e,2018-10-30,rue,jean-jacques rousseau,"220000,00",25.0,31/10/2014,8800.0
75101_4901_00014,,14,,False,4901,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3405271,48.8624567,651618.01,6862693.56,entr��e,2018-10-30,rue,jean-jacques rousseau,"55000,00",0.0,28/11/2014,inf
75101_2766_00003,,3,,False,2766,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3413174,48.8628375,651676.34,6862735.42,entr��e,2018-10-30,pl,deux ecus,"627325,00",69.0,27/06/2014,9091.666666666666
75101_2766_00001,,1,,False,2766,75001.0,PARIS,habitation,75101,Paris 1er Arrondissement,Etalab/DGFiP,2.3414298,48.862741899999996,651684.5,6862724.72,entr��e,2018-10-30,pl,deux ecus,"885000,00",93.0,07/04/2014,9516.129032258064
