OBJECTID;NUM_PAVE;IGDS_LEVEL;LIB_LEVEL;LIB_CLASSE;geo_shape;lat;long
640;072B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.321173902223578, 48.86025416676151], [2.321139536267761, 48.86027528554017], [2.321164621878697, 48.860293040734916], [2.321197516484358, 48.86031632805952], [2.321199996682811, 48.860314798841316], [2.321197286035461, 48.860312883136906], [2.321226647891895, 48.86029482972703], [2.321229359902339, 48.86029674543854], [2.321231855196773, 48.8602952082111], [2.321207164046183, 48.86027772327469], [2.321173902223578, 48.86025416676151]]]}";48.8602844317;2.32118455105
652;011A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.345120493900946, 48.85932489353449], [2.345143329908923, 48.859371069697836], [2.345159180444329, 48.859367695737795], [2.345173244770483, 48.85936470052055], [2.345150490732827, 48.85931839890246], [2.34514574822314, 48.85931942429007], [2.345132146533101, 48.859322374370315], [2.345124855119946, 48.85932394880147], [2.345120493900946, 48.85932489353449]]]}";48.8593447483;2.34514688719
660;011A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.34740873373135, 48.857652711586674], [2.347361731934253, 48.857665018283214], [2.347377314879497, 48.85769089754889], [2.347388589324693, 48.85770961067137], [2.347390483227143, 48.857709115564994], [2.347389284175414, 48.857707128655456], [2.347434051599677, 48.857695406932635], [2.347435442163823, 48.85769755586986], [2.3474373215243283, 48.857697024709395], [2.347424371267479, 48.8576769543258], [2.34740873373135, 48.857652711586674]]]}";48.8576802654;2.3473985812
661;011A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.340880492983322, 48.8606915670144], [2.340879444578233, 48.86069180046687], [2.3408612764082273, 48.86069591115146], [2.340881723607964, 48.860735217395785], [2.340884871770899, 48.86074128735293], [2.340885171985405, 48.86074115230538], [2.340885485715628, 48.86074102632579], [2.340885812734029, 48.86074092739982], [2.340886166783766, 48.860740846609694], [2.34088652196893, 48.86074078381284], [2.340886875449815, 48.86074074798703], [2.340887243706994, 48.86074072933028], [2.340887611611385, 48.86074073855135], [2.340887965772619, 48.86074075669025], [2.340888320841743, 48.86074081080807], [2.340888674434127, 48.860740873911276], [2.340889015418684, 48.86074096392547], [2.340887816563412, 48.860738652291445], [2.34090346264764, 48.860735117685266], [2.340908055661873, 48.86073407455494], [2.34092690456806, 48.860729811125644], [2.340928786177478, 48.86073342607863], [2.340928921124827, 48.86073321007877], [2.340929085829563, 48.86073301222974], [2.340929276430304, 48.86073281452336], [2.340929494062392, 48.86073263495278], [2.340929725221579, 48.86073246355085], [2.340929984763705, 48.86073231119159], [2.340930271348657, 48.86073217606888], [2.340930557819743, 48.86073204993901], [2.340930871208514, 48.86073195093786], [2.340931198113009, 48.860731861004666], [2.340931538305602, 48.86073179812505], [2.3409318797474, 48.86073174424588], [2.340932219485044, 48.86073171733774], [2.340908105472171, 48.860685315729256], [2.340880492983322, 48.8606915670144]]]}";48.8607126146;2.34089618109
674;172G;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.313209089159268, 48.88192983934132], [2.31320703144408, 48.88192560336386], [2.313209172882216, 48.88192514529646], [2.313207865024439, 48.88192277973933], [2.313169587967546, 48.88193100940133], [2.31318127509285, 48.88195450140881], [2.313219198284047, 48.881946325471915], [2.313213300644537, 48.88193350940181], [2.313211118941196, 48.88193402209773], [2.313209089159268, 48.88192983934132]]]}";48.8819388024;2.31319421754
705;092A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.333394857163345, 48.87320652347687], [2.3333897462565583, 48.873184230966764], [2.3333966183181643, 48.873183538073654], [2.333396208914744, 48.87318175779958], [2.333322155018117, 48.87318920200903], [2.333328097302334, 48.873215029059764], [2.333402082599461, 48.873207621337556], [2.333401673207173, 48.87320584016427], [2.333394857163345, 48.87320652347687]]]}";48.8731986925;2.33335923172
726;103B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.364628177332346, 48.867915091856034], [2.364629143346726, 48.8679139044582], [2.364564014841135, 48.86789069296406], [2.364550664543095, 48.86790646937106], [2.364616135158081, 48.86792979870311], [2.364617102536068, 48.867928611312635], [2.364628177332346, 48.867915091856034]]]}";48.8679102228;2.36458998305
728;103B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.364424099131761, 48.8678588301693], [2.364423090966338, 48.8678600083483], [2.364490224922557, 48.86788431697238], [2.3645040106084663, 48.8678683872975], [2.3644368486522263, 48.86784391665069], [2.36443584048738, 48.86784509482983], [2.364424099131761, 48.8678588301693]]]}";48.8678641401;2.36446350555
745;192E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.386567854564802, 48.88715108084818], [2.3865223374388442, 48.88713950897863], [2.386497716915109, 48.88713324315092], [2.386496982035897, 48.88713450203529], [2.386502341763322, 48.88713586679103], [2.386493629232088, 48.887150771598854], [2.3864903701136653, 48.88714994550874], [2.386489635233937, 48.88715120439303], [2.386511076995108, 48.887156653537666], [2.386557657282729, 48.88716850425243], [2.386567854564802, 48.88715108084818]]]}";48.8871514535;2.38653005271
771;162J;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.270043353595188, 48.855466579142316], [2.27001908184561, 48.85547696078375], [2.270041224183951, 48.855499499824646], [2.270058808430682, 48.855517406331444], [2.270060526360734, 48.85551667843641], [2.270058307825235, 48.85551442009982], [2.27007913011033, 48.85550549325909], [2.270081348520372, 48.85550776058812], [2.270083080191185, 48.85550702468234], [2.2700660133477912, 48.85548964026607], [2.270043353595188, 48.855466579142316]]]}";48.8554910299;2.27005013806
809;123C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.386105717648481, 48.833518314349554], [2.386067773184378, 48.83349735051391], [2.386058095313559, 48.83350474759407], [2.38609582126594, 48.83352587309649], [2.386105717648481, 48.833518314349554]]]}";48.8335116098;2.38608192104
814;193J;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.406220730213435, 48.87695017436569], [2.406227608710293, 48.87695544887816], [2.406225321152175, 48.876956736163976], [2.406226876868883, 48.8769579309957], [2.406228432585561, 48.87695912582741], [2.406283768917326, 48.87692786978226], [2.406263584374491, 48.876912675322295], [2.406207920230687, 48.8769441024039], [2.406209475936366, 48.876945298135176], [2.406211018018447, 48.876946492899506], [2.406213851717971, 48.876944899852774], [2.406220730213435, 48.87695017436569]]]}";48.8769354511;2.40624678294
894;193H;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.389073888292746, 48.875153604989336], [2.389070981026634, 48.87517607886641], [2.389067898193799, 48.87519992063127], [2.389069533252567, 48.875200009016524], [2.389069791278725, 48.87519800392211], [2.389099417652809, 48.87519968128579], [2.389099161096616, 48.875201677394415], [2.389100796144945, 48.87520176667849], [2.389103907608439, 48.87517769123251], [2.389106787472627, 48.875155460034755], [2.389073888292746, 48.875153604989336]]]}";48.8751767907;2.3890874578
895;193H;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.392752112251395, 48.87664865896467], [2.39270392581832, 48.87663165008929], [2.392669616378036, 48.8766739415512], [2.392669547150458, 48.87667403203245], [2.392669492930389, 48.87667412169044], [2.3926694659776793, 48.87667421148686], [2.39266943890962, 48.87667431117532], [2.392669411852149, 48.876674409964444], [2.392669412061935, 48.876674508891945], [2.392669426010418, 48.87667459889581], [2.392669453498153, 48.87667469706239], [2.392669493350604, 48.876674787197686], [2.392669534461583, 48.87667488633267], [2.392669603060241, 48.87667496672119], [2.392669671543445, 48.87667505700173], [2.392669753765246, 48.87667513835867], [2.392669848372734, 48.876675209885846], [2.392669944343616, 48.876675281419885], [2.392670054042607, 48.87667534492961], [2.392670176127186, 48.87667539860953], [2.392670435503295, 48.87667548805989], [2.392670571431333, 48.87667552382339], [2.392670722450874, 48.876675551569484], [2.392670858588639, 48.87667556934746], [2.392671008465001, 48.87667557820179], [2.392671158446225, 48.87667557806338], [2.39267130842745, 48.87667557792493], [2.392671444984773, 48.876675559731815], [2.392671593917195, 48.87667553260811], [2.39267173057928, 48.87667550542216], [2.392671867451092, 48.87667546025066], [2.392671989315393, 48.876675415902376], [2.3926721126584383, 48.876675361668944], [2.392672221109223, 48.87667529836661], [2.392672329654384, 48.8766752269708], [2.392672425939694, 48.87667515461345], [2.392672520966474, 48.8766750732564], [2.392672588715406, 48.87667499266031], [2.392674114523758, 48.87667311270504], [2.392704610829597, 48.87668387053241], [2.392709658041324, 48.87668564893346], [2.392707179072278, 48.8766887075736], [2.392716849677479, 48.876692129124194], [2.392674371420686, 48.87674450561378], [2.392674221963921, 48.87674469461443], [2.392674111939942, 48.876744892808404], [2.39267403045258, 48.87674509924115], [2.392673962588379, 48.876745306642356], [2.392673935530948, 48.87674552234458], [2.392673935845777, 48.87674572919231], [2.392673949689493, 48.876745945102016], [2.392674004549807, 48.87674615132717], [2.392674086667033, 48.87674635858994], [2.392674196167008, 48.87674655609896], [2.392674332934483, 48.87674675374632], [2.392674483545436, 48.87674693347733], [2.392674660060393, 48.876747113339746], [2.392674865415871, 48.87674727536181], [2.3926750967908053, 48.8767474276233], [2.392675341893867, 48.87674757186042], [2.392675602319151, 48.87674768829603], [2.392675875109068, 48.876747796700336], [2.39267617391844, 48.87674789534404], [2.3926764744057962, 48.87674796701633], [2.39267677510288, 48.87674802070307], [2.392677101808831, 48.876748065528425], [2.392677415195723, 48.87674808330627], [2.392677742425989, 48.87674808316775], [2.392678056127468, 48.87674807396724], [2.392678383777287, 48.876748037857574], [2.392678683005934, 48.8767479836171], [2.392678996078055, 48.876747911460235], [2.392679283445311, 48.876747822085655], [2.392679569564621, 48.87674772281216], [2.392679828626153, 48.87674760541473], [2.392680086523527, 48.8767474709241], [2.392680318737007, 48.87674731741721], [2.39268052241417, 48.87674715567157], [2.392680713925737, 48.87674698487092], [2.392680876911373, 48.87674680493223], [2.392681965688109, 48.876745455163814], [2.392705726008622, 48.87675380638121], [2.392689551105136, 48.87677382347556], [2.392689265615381, 48.876774219531576], [2.392689034461413, 48.876774632950536], [2.392688856374113, 48.87677505563203], [2.392688734185032, 48.876775478597104], [2.392688667684652, 48.876775919831296], [2.392688654366189, 48.876776360435976], [2.39268870933176, 48.87677679149441], [2.3926888187274002, 48.87677723182232], [2.392688982867695, 48.8767776544413], [2.392689201647783, 48.876778068344166], [2.392689487453275, 48.87677846370113], [2.392689815628302, 48.87677885027974], [2.392690183655693, 48.87677921008058], [2.392690607801523, 48.87677955128014], [2.392691070541388, 48.87677985670228], [2.392691575755447, 48.876780144353255], [2.392692120926832, 48.87678039623369], [2.392692693690706, 48.87678062037483], [2.392693294130955, 48.87678080958249], [2.392693922163793, 48.876780971050856], [2.392694562991297, 48.87678108761758], [2.392695217872002, 48.87678116828232], [2.392695871913612, 48.87678120397625], [2.392696539914047, 48.87678121186175], [2.392697208428192, 48.8767811756826], [2.3926978623647193, 48.876781103456246], [2.392698503087026, 48.87678099518961], [2.392699129231611, 48.8767808508758], [2.392699729881022, 48.87678067135872], [2.392700315963297, 48.876780454895176], [2.392700860189946, 48.87678020314539], [2.392701378827046, 48.87677992428583], [2.392701855514146, 48.8767796182335], [2.392702277980885, 48.87677928492619], [2.392702672120897, 48.87677892539458], [2.392703013299085, 48.87677854760768], [2.392719173201818, 48.876758530435495], [2.392742155414882, 48.87676661239552], [2.392740875757249, 48.876768195921585], [2.392740753882622, 48.87676835808228], [2.392740657817745, 48.87676852846786], [2.392740590373187, 48.876768699898], [2.39274053510452, 48.876768879483855], [2.39274050846676, 48.876769059214936], [2.392740509096511, 48.876769239084354], [2.392740535630277, 48.87676941908517], [2.392740577161195, 48.876769599162074], [2.392740646074861, 48.87676976948522], [2.3927407408821573, 48.87676994083907], [2.39274085069699, 48.876770111369716], [2.3927409866256433, 48.8767702640462], [2.392741137551449, 48.87677041679876], [2.392741314590976, 48.87677055169717], [2.392741505264259, 48.87677068666471], [2.392741723414759, 48.876770803785064], [2.392741941785347, 48.87677090202056], [2.392742173779208, 48.876771001224476], [2.392742419731865, 48.87677107261998], [2.392742678049251, 48.876771135984164], [2.39274293784537, 48.876771189463255], [2.392743210226302, 48.8767712160262], [2.392743482701702, 48.87677123449568], [2.392743755292338, 48.87677124307311], [2.39274402819763, 48.87677122467218], [2.392744301197186, 48.87677119817779], [2.392744574417031, 48.87677115279855], [2.392744832849427, 48.876771089357604], [2.392745077742431, 48.87677101775409], [2.392745309221967, 48.87677092719652], [2.392745540795768, 48.876770828545475], [2.392745758945615, 48.87677071183969], [2.392745949943385, 48.87677058510356], [2.392746127401665, 48.87677045020478], [2.392746290072696, 48.876770297244306], [2.392746426839507, 48.87677014415247], [2.392824126358761, 48.87667397349052], [2.392752112251395, 48.87664865896467]]]}";48.8767004859;2.39273972634
919;122D;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.401520842994035, 48.837247588932684], [2.401497531752417, 48.837256154740295], [2.401423730201939, 48.83728326456538], [2.401439516919764, 48.837301978350965], [2.401447278613053, 48.8372991320361], [2.401536628373456, 48.83726630269923], [2.401534637665557, 48.83726394810163], [2.40154110512198, 48.83726157016857], [2.401529288781262, 48.83724757542913], [2.401522835052725, 48.83724994443666], [2.401520842994035, 48.837247588932684]]]}";48.8372738838;2.40148263397
934;082B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.300499909215436, 48.87596162781511], [2.300488640104064, 48.87597311669091], [2.300526623923175, 48.87598888374211], [2.300547272778486, 48.875997451899536], [2.300548719350004, 48.87599593237245], [2.300546183854094, 48.87599487881938], [2.300554261991768, 48.875986473118985], [2.300557437288095, 48.87598780560837], [2.300558897492467, 48.87598628616079], [2.300523719016224, 48.87597158054567], [2.300499909215436, 48.87596162781511]]]}";48.8759791633;2.30052259715
936;082B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.301931229512117, 48.87462067405342], [2.301925705270974, 48.87464323509275], [2.301920701056231, 48.87466371898744], [2.3019247364075373, 48.87466415172054], [2.301925502072972, 48.874661040867096], [2.301940293019952, 48.87466261912886], [2.301939472931647, 48.874665721570956], [2.301943507801066, 48.87466619027426], [2.301951764632021, 48.874635060056605], [2.301954867880769, 48.87462335164042], [2.301931229512117, 48.87462067405342]]]}";48.874642378;2.30193785105
972;054A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.346501802902762, 48.853255719648516], [2.346501639821806, 48.85325579160552], [2.346501490266884, 48.8532558717306], [2.346501352965447, 48.85325595282199], [2.346501230428655, 48.853256051981056], [2.346501121519401, 48.853256151214595], [2.34650101250864, 48.85325625854174], [2.346500930628795, 48.85325637590999], [2.346500862387768, 48.85325649245337], [2.346500809012991, 48.85325661897082], [2.346500768027043, 48.853256735663074], [2.346500754183288, 48.853256861497044], [2.346500753966973, 48.853256987405466], [2.346500767378299, 48.853257113388345], [2.346500794417064, 48.85325723944565], [2.3465008364574222, 48.853257364685525], [2.346500890863952, 48.85325748189873], [2.346500972536942, 48.8532575983615], [2.346501067825991, 48.853257715798], [2.346501176979531, 48.85325781442381], [2.346501286121792, 48.85325791394888], [2.3465014226430982, 48.85325800373059], [2.34650157142917, 48.8532580935793], [2.346501721803586, 48.85325816544955], [2.346501885918224, 48.853258228401344], [2.346502048670193, 48.85325829134567], [2.346502226637943, 48.85325833638603], [2.346502416994523, 48.85325837160114], [2.34650260745261, 48.853258398722595], [2.346502798136368, 48.853258407858235], [2.346502988820023, 48.85325841699385], [2.346503179729247, 48.85325840814362], [2.346503370751257, 48.853258390300454], [2.346503548258611, 48.85325836338994], [2.346503738267477, 48.853258317661265], [2.3465039160004, 48.85325827276489], [2.346504078968474, 48.853258209800764], [2.346556282562024, 48.85324420416084], [2.346556719568854, 48.85324402397845], [2.346557128296362, 48.853243816660985], [2.346557522247828, 48.853243592175076], [2.346557863390244, 48.85324334042012], [2.346558191130771, 48.85324307060494], [2.346558463224025, 48.853242782498754], [2.346558708163804, 48.85324248615008], [2.346558898819084, 48.853242171517884], [2.346559062332064, 48.85324184774389], [2.346559171447875, 48.8532415146793], [2.346559226155037, 48.85324117322338], [2.346559253607329, 48.85324083161862], [2.346559225186704, 48.85324048970872], [2.346559157133573, 48.853240156575936], [2.346559034559122, 48.85323982404478], [2.346552955261756, 48.853229689296114], [2.346552696748857, 48.853229437863796], [2.346552409505346, 48.85322919526815], [2.346552082516562, 48.853228970442515], [2.346551741674695, 48.85322876352827], [2.346551374602312, 48.85322858345147], [2.346550978675263, 48.85322842210352], [2.346550556528974, 48.85322828669365], [2.346550134145756, 48.85322817016895], [2.346549684169349, 48.853228080474146], [2.346549233854512, 48.85322801775814], [2.346548770947866, 48.85322798105465], [2.346548307804389, 48.85322796323631], [2.346547844209907, 48.8532279813897], [2.346547381752544, 48.85322801753635], [2.346546931108831, 48.85322808972172], [2.346546481602235, 48.85322817990039], [2.346493652051293, 48.8532425454566], [2.346493501235029, 48.85324261748061], [2.346493351668852, 48.853242698504985], [2.346493229244861, 48.85324278867113], [2.34649310683225, 48.85324287793801], [2.346492997923009, 48.85324297717152], [2.346492916155952, 48.85324308554681], [2.346492834287387, 48.85324320201576], [2.346492766035182, 48.8532433194584], [2.346492725049125, 48.85324343615063], [2.346492683950383, 48.853243561835775], [2.346492670219399, 48.85324367867686], [2.346492670003166, 48.853243804585304], [2.346492698404678, 48.85324393065004], [2.346492725556203, 48.85324404771441], [2.34649277997408, 48.85324416402834], [2.346492848008114, 48.85324428131597], [2.3464929160421493, 48.85324439860364], [2.346493011568108, 48.853244497155025], [2.34649312060882, 48.853244604773714], [2.346493243502538, 48.85324469448103], [2.346493380012516, 48.85324478516201], [2.346493515396571, 48.85324485695043], [2.346493679398475, 48.85324492889515], [2.346493828522854, 48.85324499176508], [2.346494006377766, 48.85324504579837], [2.346494182982792, 48.85324509083129], [2.346494361176063, 48.853245117885805], [2.346494538130623, 48.853245135040666], [2.346494728701546, 48.85324515316921], [2.346494919497937, 48.85324515331193], [2.3464951105199, 48.85324513546877], [2.346495287914326, 48.85324511755118], [2.346501802902762, 48.853255719648516]]]}";48.8532427849;2.34652694796
1006;053A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.341858879729623, 48.84719544403179], [2.341835472039363, 48.84720058011453], [2.34183664327152, 48.84720279178786], [2.341840526480312, 48.84720196415462], [2.3418450924853103, 48.84721256664295], [2.34184198623774, 48.84721326814335], [2.341843157459102, 48.8472154807159], [2.34187238440497, 48.847209004220254], [2.341896937888523, 48.84720356235522], [2.341889250978685, 48.84718877866578], [2.341858879729623, 48.84719544403179]]]}";48.8472018541;2.34186738068
1031;410;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.351446236073876, 48.85770820601954], [2.351456334855598, 48.85770585768807], [2.351466432273621, 48.85770350934835], [2.35146774185085, 48.857705936597505], [2.351469281018789, 48.857705577104845], [2.35144464067694, 48.857659977803955], [2.351421610894825, 48.85766533182776], [2.351444696905701, 48.8577085655119], [2.351446236073876, 48.85770820601954]]]}";48.8576843699;2.35144483596
1068;164F;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.292493681458319, 48.87365853519964], [2.29252253959439, 48.87366159535304], [2.292523511386935, 48.873657602617044], [2.292436746466479, 48.87364839672809], [2.292429165162603, 48.873679472784886], [2.292515930133485, 48.87368867867908], [2.292516902036978, 48.87368467784976], [2.292488043888449, 48.87368161769505], [2.292493681458319, 48.87365853519964]]]}";48.8736675305;2.29246683773
1081;121A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.409136372134069, 48.84735416826062], [2.409135754786679, 48.84735104805229], [2.409116680556401, 48.84735267880932], [2.40895939285561, 48.84736615034536], [2.408967051418165, 48.84740517425648], [2.409124599716942, 48.84739168421155], [2.4091432511249913, 48.847390089137946], [2.409142633766567, 48.847386969829046], [2.409150847854565, 48.84738626303227], [2.409147745743262, 48.84737045506419], [2.40913868596521, 48.84737123502857], [2.40913596292418, 48.84735420401252], [2.409136372134069, 48.84735416826062]]]}";48.8473781452;2.4090529555
1110;042A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.360142305960549, 48.85529733323505], [2.360096616935468, 48.85530848459362], [2.360106833541194, 48.85532665756362], [2.360121195399852, 48.85535221119286], [2.360124792934598, 48.85535136525463], [2.360123414983288, 48.85534892873777], [2.360162455011537, 48.85533939752205], [2.3601653602122, 48.85534443233709], [2.360168929678904, 48.85534354127985], [2.360157500148585, 48.85532369713023], [2.360142305960549, 48.85529733323505]]]}";48.8553238631;2.36013150665
1160;072A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.314036589731434, 48.85943462150139], [2.313967761816244, 48.859438240756205], [2.313968819424792, 48.85945025497438], [2.31403747028945, 48.85944704031197], [2.314040196602276, 48.85944691474134], [2.314038702450787, 48.859434513997996], [2.314036589731434, 48.85943462150139]]]}";48.8594424755;2.31400406844
1161;640;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.330926301388364, 48.85425172195309], [2.330900026596041, 48.8542575566416], [2.330905654177835, 48.854268572833114], [2.330930564906844, 48.85426304349166], [2.330948963069638, 48.854258952672765], [2.33094809095934, 48.85425724441786], [2.33094422120584, 48.85424964571363], [2.3309433504702, 48.85424793656703], [2.330926301388364, 48.85425172195309]]]}";48.8542582554;2.33092449769
1162;640;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.33200779103043, 48.85419381033598], [2.331982457221136, 48.85419961004385], [2.331983356735103, 48.854201309450545], [2.33198876615694, 48.85421160668716], [2.331989665440736, 48.854213324079595], [2.332015380645815, 48.85420743476522], [2.332046957126599, 48.85420019675543], [2.332039748778454, 48.85418649171585], [2.33200779103043, 48.85419381033598]]]}";48.8541999069;2.33201470673
1178;063C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.328822439828949, 48.842123703966266], [2.328788568083375, 48.84213491607141], [2.3287557170834923, 48.84214579483388], [2.328756507556316, 48.84214683803601], [2.328760159732122, 48.842145633593596], [2.328769380031935, 48.84215780966986], [2.328765742599257, 48.842159033081955], [2.328766546696993, 48.84216007636043], [2.328800037068034, 48.84214885492692], [2.32883310452585, 48.84213777860712], [2.328822439828949, 48.842123703966266]]]}";48.8421413499;2.32879591641
1198;132D;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.377654906846668, 48.83241726948298], [2.37764008134086, 48.83242865029188], [2.377677762352801, 48.832448969725476], [2.37770512627228, 48.83246373493124], [2.377707536325124, 48.8324617823509], [2.377703747713515, 48.83245973366403], [2.377712296867926, 48.83245282422901], [2.3777157570909, 48.8324547650816], [2.377718234824138, 48.83245284882789], [2.377690407238734, 48.8324372115233], [2.377654906846668, 48.83241726948298]]]}";48.8324397938;2.3776780499
1211;081A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.3114909746084358, 48.869042935839865], [2.31154831723427, 48.86902583547675], [2.311540144965745, 48.86901414285202], [2.311481014830765, 48.8690322959546], [2.31145999133224, 48.86903853158649], [2.311467878963444, 48.86905009846954], [2.3114909746084358, 48.869042935839865]]]}";48.8690320925;2.31150425875
1214;081A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.312350081591417, 48.86873731373042], [2.312376032011918, 48.86877329003085], [2.312385262348847, 48.8687705218132], [2.312358098336905, 48.86873467074618], [2.312350081591417, 48.86873731373042]]]}";48.8687543157;2.31236764481
1217;081B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.301765737623211, 48.86488013377086], [2.301763791076362, 48.8648772831686], [2.301698622969741, 48.864896687737954], [2.301720752631248, 48.86492575881589], [2.30178458374166, 48.864906947200225], [2.301782732581126, 48.864903997327026], [2.301765737623211, 48.86488013377086]]]}";48.8649016038;2.30174196329
1222;153A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.291004139003375, 48.8572158060658], [2.291002491243213, 48.857214600158535], [2.29099831919329, 48.857217107128214], [2.290975820370526, 48.857229463186485], [2.291023242545315, 48.857264760612594], [2.291024319412497, 48.85726415003413], [2.291025300390844, 48.85726357486183], [2.291042018917067, 48.857253923089615], [2.291043164305448, 48.85725328503687], [2.291044105026656, 48.85725276358734], [2.291053171864827, 48.8572477224492], [2.291048987972277, 48.85724769406408], [2.291047856845708, 48.85724768466456], [2.291046385670906, 48.857246622801846], [2.291044397505996, 48.85724519183799], [2.291004139003375, 48.8572158060658]]]}";48.8572396568;2.29101310181
1242;061B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.341769626376358, 48.85182451823931], [2.341724290806356, 48.85183544602332], [2.341724848979892, 48.85183646266837], [2.341730531445128, 48.851835095432655], [2.341740521231007, 48.851852432417104], [2.341734866699483, 48.85185385376833], [2.3417354522526193, 48.85185486067109], [2.341755661255544, 48.851849796956245], [2.341805874897639, 48.851837205205484], [2.341795448440267, 48.85181829374989], [2.341769626376358, 48.85182451823931]]]}";48.8518358646;2.34176760968
1249;071A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.32027385594626, 48.86240327368878], [2.320272998287645, 48.862402041205414], [2.320270858835347, 48.862398965869346], [2.320191647722703, 48.8624228388501], [2.319878265604793, 48.86251795511014], [2.319862494221977, 48.86252383446216], [2.319798345399045, 48.86254297047084], [2.3197839645759393, 48.862547266766796], [2.319785422630913, 48.86254938942469], [2.319785871875431, 48.862550477492874], [2.319796647209922, 48.86256571256106], [2.319799548962129, 48.862569804905334], [2.319800366661906, 48.862570965216904], [2.31982994595467, 48.862562075984435], [2.319829075026232, 48.862560816442105], [2.319826241774003, 48.8625566975073], [2.319824374121093, 48.8625539996364], [2.320281893895088, 48.86241488407736], [2.32027385594626, 48.86240327368878]]]}";48.8624830752;2.32002713162
