OBJECTID;NUM_PAVE;IGDS_LEVEL;LIB_LEVEL;LIB_CLASSE;geo_shape;lat;long
845;192C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.386166343690929, 48.89732286017496], [2.386240978525231, 48.897322638354964], [2.386245070626907, 48.897322627850464], [2.386245054849528, 48.897320379482494], [2.386162917812951, 48.897320622207104], [2.386162950812179, 48.897325342879945], [2.386166359552553, 48.89732533247281], [2.386166343690929, 48.89732286017496]]]}";48.8973217327;2.38620227253
873;161J;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.257980641554065, 48.8379851146178], [2.257939710915642, 48.83797236208104], [2.257938317967584, 48.83797431227984], [2.257943941691088, 48.837976070371255], [2.257925320363392, 48.83800099436705], [2.257920023578689, 48.83799933543564], [2.257918616992954, 48.83800128644891], [2.257960256106652, 48.83801432759015], [2.257989572334914, 48.838023502306505], [2.258010407321019, 48.83799438925056], [2.257980641554065, 48.8379851146178]]]}";48.8379986435;2.25796691572
910;164A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.293764887475654, 48.86438352673559], [2.293761603429781, 48.86438183456424], [2.293760580525321, 48.86438267931365], [2.2938184018114, 48.86441308759414], [2.293845246120323, 48.86439016595516], [2.293787723571187, 48.864360648008144], [2.293786714163833, 48.864361502730276], [2.293789317442883, 48.86436283384168], [2.293777095640363, 48.864373180698735], [2.293764887475654, 48.86438352673559]]]}";48.8643874031;2.29380441366
911;164A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.29435480507663, 48.86464249565999], [2.294367273823074, 48.864631726608785], [2.2943797412011993, 48.864620957548105], [2.294383242406421, 48.86462272203093], [2.294384211149376, 48.86462184997655], [2.294326387994507, 48.86459274602546], [2.294299393039478, 48.86461592859017], [2.294358074112197, 48.864645499878016], [2.294359069873158, 48.86464464597021], [2.29435480507663, 48.86464249565999]]]}";48.8646181199;2.29434022793
982;081C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.305874304449777, 48.8673695306365], [2.305875218541992, 48.86736896395313], [2.30587427848993, 48.867368307374164], [2.30582791393671, 48.867397162025135], [2.305842165473475, 48.867406643755785], [2.3058883666990733, 48.86737756511428], [2.3058874265388463, 48.867376916628906], [2.305886389919147, 48.86737757343584], [2.3058803403744, 48.867373551547146], [2.305874304449777, 48.8673695306365]]]}";48.8673877261;2.30585769352
1005;053A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.343113203343953, 48.84232128275985], [2.343103395969125, 48.84234093216278], [2.343092854306285, 48.84236208396638], [2.343111464937131, 48.84236612987001], [2.343121898951749, 48.84234519422039], [2.343131800450475, 48.84232531959261], [2.343127373361361, 48.84232435724743], [2.343126310832866, 48.842326498193906], [2.343116118834327, 48.84232434041663], [2.343117209292517, 48.842322145661804], [2.343113203343953, 48.84232128275985]]]}";48.8423442842;2.34311204784
1010;171E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.292818356058218, 48.87886968318335], [2.29281515132335, 48.878870419696895], [2.292814116768135, 48.87886848540301], [2.292801475218109, 48.878871421712034], [2.292797493450799, 48.878872346093395], [2.292803862647248, 48.87888428197166], [2.29287386272868, 48.878868148529584], [2.29286871760171, 48.878858147168515], [2.292818356058218, 48.87886968318335]]]}";48.8788712186;2.29283489052
1040;410;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.350931373166884, 48.856766245846934], [2.350928048207682, 48.856767182023326], [2.350929412082442, 48.85676929480228], [2.350988566852338, 48.856752722242355], [2.350977387018629, 48.85673442366349], [2.350917713231664, 48.856751086035956], [2.350919063477224, 48.85675319874113], [2.350922756283979, 48.856752164732335], [2.3509270374531113, 48.856759151630435], [2.350926928668196, 48.856759240975464], [2.350927091996586, 48.856759258949076], [2.350931373166884, 48.856766245846934]]]}";48.856751507;2.35095457956
1079;121A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.409062583464201, 48.84708625779359], [2.409066451913106, 48.84708591356208], [2.409065889938524, 48.84708319833533], [2.409060634705234, 48.84705875042584], [2.409073346203455, 48.847057626963895], [2.409070038965674, 48.84704140607174], [2.409057613943058, 48.84704250216899], [2.409057175307801, 48.84704032626422], [2.409053319227577, 48.84704066156294], [2.408895950730242, 48.84705461017257], [2.408905227197057, 48.847100197482355], [2.409062583464201, 48.84708625779359]]]}";48.8470697228;2.40898341441
1080;121A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.40712986544984, 48.84757323716715], [2.407134211301347, 48.84757285669161], [2.407140468485678, 48.84760390460309], [2.40713613625777, 48.84760428514639], [2.407135958903345, 48.84760430315397], [2.407135782707039, 48.84760433915434], [2.40713561877414, 48.847604375215475], [2.407135454636621, 48.847604429262695], [2.407135305487884, 48.84760448338416], [2.407135156134526, 48.84760455549169], [2.407135019044576, 48.84760462766], [2.407134896851429, 48.84760470799628], [2.40713477454564, 48.84760479822493], [2.407134679389829, 48.847604897581625], [2.4071345842441483, 48.847604996039045], [2.407134516238217, 48.84760510452383], [2.407134448242616, 48.84760521210932], [2.407134407396794, 48.847605328822844], [2.407134380177116, 48.84760544560391], [2.407134352947308, 48.847605563284326], [2.407134352979919, 48.84760568020043], [2.407134380274951, 48.84760579635228], [2.407134407559751, 48.847605913403456], [2.407134448573006, 48.84760602152913], [2.407134516736139, 48.847606138782844], [2.407134585011916, 48.84760624614424], [2.407134680631961, 48.84760634554696], [2.407134776262134, 48.84760644405039], [2.40713489924701, 48.84760653369584], [2.407135022334093, 48.847606614348244], [2.407135159139401, 48.84760668697444], [2.407135308218451, 48.847606758762105], [2.407135458864754, 48.847606812570454], [2.407135621774568, 48.84760686643963], [2.4071357862515352, 48.84760690232944], [2.407135962992113, 48.847606938280045], [2.4071361263212943, 48.847606955277755], [2.407136316994945, 48.84760696431681], [2.40713649414466, 48.84760696429528], [2.407136671396785, 48.84760695528075], [2.4072099277269, 48.847600525453196], [2.4072025868063163, 48.847564118324094], [2.407129330321853, 48.84757056613341], [2.407129152967541, 48.84757058414095], [2.407128976771241, 48.84757062014133], [2.407128812838544, 48.84757065620246], [2.407128648701126, 48.84757071024964], [2.407128499552477, 48.84757076437111], [2.407128350199105, 48.84757083647866], [2.407128213109336, 48.84757090864695], [2.407128090905926, 48.84757098988253], [2.40712798223657, 48.84757107927938], [2.407127873454672, 48.84757117856859], [2.407127791925046, 48.847571277992785], [2.4071277103032402, 48.84757138551077], [2.407127655933704, 48.84757149316376], [2.407127601451627, 48.84757161070912], [2.40712757423195, 48.84757172749019], [2.407127560638412, 48.84757184433876], [2.407127560671008, 48.84757196125488], [2.407127574329639, 48.84757207823853], [2.407127601614508, 48.84757219528971], [2.407127656263988, 48.84757230258359], [2.407127712163661, 48.847572419776554], [2.407127792805091, 48.84757251820572], [2.407127874696614, 48.847572626533946], [2.407127984055261, 48.84757271611187], [2.407128093403678, 48.84757280658911], [2.407128216388361, 48.84757289623456], [2.407128353203802, 48.84757296796147], [2.407128502282746, 48.84757303974914], [2.407128652928945, 48.84757309355753], [2.407128815838545, 48.84757314742666], [2.407128980315502, 48.847573183316484], [2.4071291570558593, 48.84757321926713], [2.40712933400094, 48.84757323723167], [2.407129511048229, 48.847573246203204], [2.407129688197929, 48.847573246181675], [2.40712986544984, 48.84757323716715]]]}";48.8475853914;2.40717133434
1102;163G;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.277039045721113, 48.87212820439483], [2.27698890004756, 48.87213284521691], [2.276988640633519, 48.87213287242905], [2.276988382345563, 48.87213291673558], [2.276988136189415, 48.87213297100816], [2.276987918548826, 48.87213303354714], [2.276987714290957, 48.872133114153826], [2.276987523540634, 48.8721332038356], [2.276987331289642, 48.8721333034011], [2.276987168917569, 48.87213341124119], [2.276987018564958, 48.87213353714082], [2.276986881857202, 48.8721336622235], [2.27698675864441, 48.87213379728049], [2.276986662571435, 48.87213394149489], [2.276986567874303, 48.87213408481826], [2.276986512573624, 48.87213423827238], [2.276986472280958, 48.87213439091782], [2.276986444257409, 48.87213454363736], [2.2769864447370383, 48.87213470552256], [2.276986471242886, 48.87213485857147], [2.276986512619537, 48.872135020703645], [2.276986566402615, 48.872135173018], [2.276986647562685, 48.87213531740359], [2.276986757363144, 48.87213546106283], [2.276986879432722, 48.87213560479616], [2.276987015384327, 48.87213573062645], [2.276987164968308, 48.87213585653906], [2.276987342066591, 48.872135964630964], [2.276987519164976, 48.87213607272286], [2.276987723777563, 48.87213616299404], [2.276987928639905, 48.8721362352798], [2.276988159416121, 48.87213630682275], [2.276988378285319, 48.872136352212706], [2.276988609423532, 48.87213639767681], [2.276988854456258, 48.87213642433855], [2.276989101089411, 48.87213643392238], [2.276989331501085, 48.872136433515465], [2.27698957714546, 48.87213641611296], [2.276997444189685, 48.872135691093476], [2.2770027719902, 48.87216084740348], [2.276995287072525, 48.87216154415364], [2.276995068555488, 48.87216157161285], [2.2769948496763552, 48.872161625150866], [2.27699463216048, 48.872161678697125], [2.276994428014852, 48.8721617512104], [2.276994235901178, 48.87216184088393], [2.27699404515066, 48.87216193056571], [2.276993881540079, 48.872162029404876], [2.276993717679845, 48.87216214622942], [2.276993581084374, 48.87216226321869], [2.276993459234789, 48.87216239828393], [2.276993349666809, 48.872162532524], [2.276993253718729, 48.8721626677457], [2.276993186286123, 48.87216281123376], [2.276993130997916, 48.872162963788575], [2.276993089329606, 48.872163117325094], [2.276993076301701, 48.872163270135175], [2.2769930755428183, 48.87216342301944], [2.276993103411956, 48.87216357607658], [2.276993143687527, 48.872163719315864], [2.276993211090555, 48.872163872611765], [2.276993293751255, 48.87216400711365], [2.276993388543771, 48.87216415158156], [2.276993510863085, 48.872164277329496], [2.276993646814781, 48.87216440315975], [2.276993796523687, 48.87216452007966], [2.276993959989698, 48.87216462808921], [2.276994137213022, 48.872164727188355], [2.27699431456107, 48.87216481729481], [2.276994519298606, 48.87216489857328], [2.276994722922637, 48.87216496185812], [2.276994941679618, 48.87216501534151], [2.276995172817965, 48.872165060805585], [2.276995391949424, 48.87216508731086], [2.276995623462247, 48.87216510579683], [2.27704645021957, 48.87216041152733], [2.277091510861433, 48.87215624450369], [2.277093148655252, 48.87215444670964], [2.277094542177434, 48.87215256739851], [2.277095690052362, 48.87215060746129], [2.277096578273051, 48.87214859379391], [2.277097207965855, 48.87214654349066], [2.277097564122689, 48.87214445736028], [2.277097649095472, 48.87214236239737], [2.277097459920893, 48.872140275671576], [2.277096999312714, 48.87213819809863], [2.277096279165863, 48.87213615673077], [2.277095286974016, 48.872134168580025], [2.277094048626211, 48.87213223470207], [2.277092551491307, 48.872130381101684], [2.277090834841292, 48.872128626902295], [2.277088887782496, 48.872126971138734], [2.277086736079229, 48.87212542385937], [2.2770843930143982, 48.872124010326175], [2.277039045721113, 48.87212820439483]]]}";48.8721439952;2.27704609351
1132;310;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.364755396877565, 48.86762036871021], [2.364755560197601, 48.86762027874357], [2.364741842018683, 48.86761022774464], [2.364728110202774, 48.86760017757098], [2.364727945519602, 48.86760026753032], [2.364726582208067, 48.86759926922038], [2.3646718846359223, 48.867631782353676], [2.364701967899783, 48.86765393362403], [2.364756760201272, 48.86762136612055], [2.364755396877565, 48.86762036871021]]]}";48.8676265475;2.36471437598
1143;063B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.326983658056927, 48.84677939816226], [2.326909848049922, 48.846783133479164], [2.326914268504914, 48.84682122652234], [2.326988078553938, 48.84681749210215], [2.326987711756015, 48.84681434497165], [2.326984024958882, 48.846782537199225], [2.326983658056927, 48.84677939816226]]]}";48.8468003124;2.32694896365
1149;072A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.315340709305346, 48.857741562464895], [2.315345068234114, 48.85777795637152], [2.315348461653717, 48.85777777702964], [2.315357088427454, 48.85777732005067], [2.315362035319978, 48.85777706056031], [2.315365430102251, 48.8577768812257], [2.31536107117127, 48.8577404864205], [2.315347837115772, 48.857741185946324], [2.315340709305346, 48.857741562464895]]]}";48.8577592214;2.31535306972
1169;063C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.328932679782152, 48.84208563623768], [2.328903113562034, 48.842095382279915], [2.328913669652879, 48.842109321399846], [2.328941614304159, 48.842100114871414], [2.328979560225326, 48.84208761789934], [2.328978769748937, 48.84208657469865], [2.328975090680486, 48.8420877520159], [2.328966373867345, 48.842075835997605], [2.328970024670948, 48.842074631541074], [2.328969235557426, 48.842073588347944], [2.328932679782152, 48.84208563623768]]]}";48.8420919778;2.32893985574
1193;153D;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.295305557525713, 48.84694577678271], [2.295305681258446, 48.846944688381086], [2.295231302189552, 48.84694072294151], [2.295228846608349, 48.846960775996735], [2.295303224586285, 48.8469647234439], [2.295303348197505, 48.84696364403521], [2.295305557525713, 48.84694577678271]]]}";48.8469527269;2.29526725844
1257;144C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.314549660528339, 48.83178250293499], [2.314548952708333, 48.83178121636992], [2.314480253297621, 48.8317969043474], [2.314488445596518, 48.831812481706606], [2.314557458706401, 48.83179676674237], [2.314556779137136, 48.83179550732052], [2.314549660528339, 48.83178250293499]]]}";48.8317968439;2.31451879795
1270;063A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.32770291402053, 48.848427385487156], [2.327694352407753, 48.84845682739471], [2.327688147435608, 48.848478202692924], [2.327692167665186, 48.8484787154352], [2.327693626356718, 48.848473706102226], [2.327726383218469, 48.84847784555441], [2.327724923167424, 48.848482854880125], [2.327728943397721, 48.84848336762116], [2.327738365114904, 48.848450949166114], [2.327743709944223, 48.84843255041058], [2.32770291402053, 48.848427385487156]]]}";48.8484534079;2.32771649879
1312;182B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.347993629003892, 48.89380820336747], [2.347938489377916, 48.89387427843876], [2.347942076493289, 48.89387558220161], [2.347933281838839, 48.89388605097542], [2.3479456264242913, 48.893890527564736], [2.347952895786991, 48.89389316258753], [2.34796166350021, 48.89388266668604], [2.347965250616741, 48.89388397044821], [2.348020320777103, 48.8938178859939], [2.348008141821841, 48.89381347146753], [2.347993629003892, 48.89380820336747]]]}";48.8938500887;2.34797608079
1320;182B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.345583972042497, 48.896691480369434], [2.34556407762201, 48.896715411353576], [2.345547713217945, 48.896735106946316], [2.345573138415181, 48.89674428584162], [2.345588738472698, 48.89672549887774], [2.345609397450987, 48.89670064127228], [2.345607596949192, 48.89669999381662], [2.345605633092174, 48.89670235908654], [2.345583796535336, 48.89669448313614], [2.345585759017833, 48.89669211875836], [2.345583972042497, 48.896691480369434]]]}";48.8967188861;2.34557771581
8;310;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.353534599486649, 48.865779380920806], [2.353526203684662, 48.865780811393904], [2.353520329640703, 48.865781811212166], [2.353515094912867, 48.865782702065495], [2.353511224111521, 48.86578342221607], [2.353515384289474, 48.86579310633592], [2.35348302810244, 48.86579925304248], [2.353488443294912, 48.86581150077641], [2.353491277579992, 48.86581104123325], [2.353543658272214, 48.86580251779945], [2.353544611666407, 48.86580236466462], [2.353543493662807, 48.86579941507432], [2.353537108090799, 48.86578253677736], [2.353535703763172, 48.865778822997], [2.353534463430642, 48.865779030341216], [2.353534599486649, 48.865779380920806]]]}";48.8657968699;2.35351702618
21;310;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.3534100107969422, 48.8669264334273], [2.35341441720999, 48.86693506574031], [2.353416352753908, 48.866934642713545], [2.353417225802011, 48.866936351684366], [2.353479555474545, 48.8669225111536], [2.353468998107128, 48.866901811512044], [2.353406668456454, 48.86691565203756], [2.353407541515082, 48.866917360109184], [2.353405592228987, 48.86691779205502], [2.3534100107969422, 48.8669264334273]]]}";48.8669192619;2.35344229857
23;310;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.358396804064851, 48.86504797051952], [2.358410500472484, 48.8650749100388], [2.358479069757259, 48.865059744138954], [2.358478373664523, 48.86505837700266], [2.358475906416764, 48.86505892586751], [2.358463614552737, 48.86503471080172], [2.358466068058095, 48.865034170856916], [2.35846537195507, 48.8650328046198], [2.358396804064851, 48.86504797051952]]]}";48.8650541004;2.35843683512
24;171C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.282495061806737, 48.87890499809037], [2.28249557944876, 48.87890562803277], [2.282555088343675, 48.87888430699233], [2.282537060993238, 48.87886195198246], [2.282477061757256, 48.87888293911824], [2.282477578035509, 48.87888356905255], [2.282495061806737, 48.87890499809037]]]}";48.8788837323;2.28251610598
51;121C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.402686768959447, 48.836852669887726], [2.402654566494822, 48.83686425295229], [2.4026777343057732, 48.83689230554695], [2.402710332165584, 48.83688057875406], [2.402741322584697, 48.83686942761227], [2.4027414731726813, 48.836869364509425], [2.402741622501356, 48.83686929240672], [2.402741758206801, 48.836869220235954], [2.402741880495006, 48.836869130010925], [2.402741989149572, 48.836869040617195], [2.402742084294156, 48.83686894126304], [2.402742180790788, 48.836868842815], [2.402742248791856, 48.836868734331624], [2.402742301899976, 48.836868617679706], [2.402742342644174, 48.836868509959636], [2.402742369868085, 48.83686839317842], [2.4027423834788673, 48.83686827542991], [2.4027423834562143, 48.836868158512665], [2.40274236990287, 48.836868033433575], [2.402742328907176, 48.83686792530536], [2.402742274391296, 48.836867808116054], [2.402742219761965, 48.836867700819134], [2.402742137896375, 48.83686759248685], [2.4027420422941033, 48.83686749397899], [2.402741933078803, 48.83686739450376], [2.402741823750254, 48.83686730492097], [2.402741687071996, 48.836867224195245], [2.402741551652944, 48.836867152469424], [2.402741401145362, 48.83686708966188], [2.402741252000034, 48.8368670268612], [2.4027410876629283, 48.83686698197183], [2.402740910961898, 48.8368669460144], [2.402740747781054, 48.836866919118094], [2.402740569511578, 48.83686690114006], [2.402740392501308, 48.83686689216198], [2.402740215388093, 48.83686689217695], [2.402740025910751, 48.83686690112384], [2.402739862111729, 48.8368669281862], [2.402739684586226, 48.83686696417364], [2.402739520684055, 48.83686700022914], [2.402739357938145, 48.836867054277626], [2.40273600892857, 48.83686826158775], [2.402716755410417, 48.83684495469987], [2.402720105781293, 48.83684374739706], [2.402720255006976, 48.83684368428743], [2.402720404335608, 48.83684361218473], [2.402720541403266, 48.836843540020794], [2.402720663681142, 48.83684345069512], [2.402720772345996, 48.836843360402106], [2.402720867490574, 48.83684326104794], [2.402720962624948, 48.836843162593105], [2.402721030626024, 48.83684305410979], [2.40272108509652, 48.83684293746465], [2.40272112584064, 48.836842829744576], [2.402721153064586, 48.83684271296337], [2.402721166665205, 48.83684259611421], [2.402721166642499, 48.83684247919692], [2.402721153099517, 48.83684235321851], [2.402721112103988, 48.83684224509032], [2.402721056225728, 48.836842127894165], [2.402721001596468, 48.83684202059722], [2.402720919730962, 48.836841912264916], [2.40272082549113, 48.83684181376385], [2.402720716265721, 48.836841715187916], [2.402720606947467, 48.83684162470579], [2.402720470269308, 48.836841543980036], [2.402720333488101, 48.83684147224739], [2.4027201843428703, 48.836841409446656], [2.402720033835288, 48.83684134663907], [2.402719870860635, 48.836841301756536], [2.402719692797354, 48.83684126579225], [2.4027195296166, 48.836841238895914], [2.402719352709572, 48.836841220924676], [2.402719175699393, 48.836841211946535], [2.4027189985862663, 48.836841211961485], [2.402718807746762, 48.83684122090155], [2.402718643947709, 48.83684124796387], [2.402718467774326, 48.836841284857414], [2.402718303872323, 48.836841320912875], [2.402718141126469, 48.836841374961324], [2.402686768959447, 48.836852669887726]]]}";48.83686729;2.40269669668
61;132H;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.364396409123685, 48.82012432294772], [2.364391477955844, 48.82012271382802], [2.364390007781367, 48.820123433611066], [2.364356503007662, 48.82013964669753], [2.364355019213315, 48.82014036640778], [2.364378377861893, 48.8201480138862], [2.364379099289681, 48.82014704279381], [2.364376770092311, 48.82014627853135], [2.364393358609621, 48.8201245207848], [2.364395674296983, 48.820125275981354], [2.364396409123685, 48.82012432294772]]]}";48.820136156;2.36437577796
94;124A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.3697927464731032, 48.851934154218796], [2.369774282356872, 48.85197636344473], [2.369763765306123, 48.85200038553479], [2.36981354980918, 48.85200998483953], [2.369828858640609, 48.85197603214175], [2.369843363652316, 48.85194386132335], [2.369836985172055, 48.85194266666496], [2.369831448012884, 48.85195529410143], [2.36981187660481, 48.85195158641443], [2.369793095808983, 48.85194797642117], [2.369798756835115, 48.851935474648876], [2.3697927464731032, 48.851934154218796]]]}";48.8519765744;2.36980140559
119;130;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.337301685651109, 48.862530037180534], [2.3372802865028, 48.86253539660937], [2.337307982255842, 48.86258196980844], [2.337311785587858, 48.86258098090137], [2.337309454266636, 48.86257705043335], [2.337326519037402, 48.86257285143999], [2.337347263448503, 48.86256774289307], [2.3373492811962873, 48.86257124983008], [2.337353097813547, 48.862570287975664], [2.337326369466688, 48.86252384964959], [2.337301685651109, 48.862530037180534]]]}";48.8625512911;2.33731600136
