#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2015-03-05,11,6,16,3,9,7,0,79,10,1040,6.625,11,3,3,113,113,113,météo défavorable
2015-03-06,13,7,4,3,11,11,0,63,10,1040,17.875,14,2,7,113,113,113,météo correcte
2015-03-07,16,8,16,4,13,14,0,64,10,1034,38.25,17,4,5,116,122,116,météo correcte
2015-03-08,22,12,9,7,17,18,0,54,10,1027,5,24,8,11,113,113,113,météo favorable
2015-03-09,16,10,4,8,13,12,0.1,86,7.75,1028,55.25,16,9,10,119,119,113,météo correcte
2015-03-10,13,11,14,9,12,11,0.6,87,9,1030,89.75,13,9,10,176,176,122,météo défavorable
2015-03-11,15,9,14,5,12,10,0,73,10,1030,25.125,15,4,7,116,116,113,météo correcte
2015-03-12,14,7,20,4,12,12,0,59,10,1030,20.375,14,3,4,113,113,116,météo correcte
2015-03-13,13,6,21,2,12,9,0.2,68,10,1023,90.5,13,3,2,119,176,122,météo défavorable
2015-03-14,8,4,27,1,7,6,0,66,10,1028,18.375,8,1,-1,113,113,116,météo très défavorable
2015-03-15,10,6,19,2,9,7,0.1,76,10,1025,65.625,10,3,2,119,116,116,météo défavorable
2015-03-16,15,7,10,3,12,10,0,70,10,1023,13.625,15,5,6,113,113,113,météo correcte
2015-03-17,18,13,10,7,17,14,0,65,10,1025,12.375,18,7,13,113,113,113,météo favorable
2015-03-18,16,7,23,7,15,13,0,87,10,1028,17.75,17,7,4,113,113,113,météo correcte
2015-03-19,9,5,23,5,9,7,0.4,92,10,1029,67.375,9,5,0,119,122,119,météo très défavorable
2015-03-20,16,4,22,4,14,12,0,94,10,1027,24.875,16,8,0,116,116,113,météo correcte
2015-03-21,10,3,26,3,10,7,0.3,93,10,1022,62,10,5,1,113,176,176,météo très défavorable
2015-03-22,11,4,31,4,9,9,0.2,93,10,1023,48.875,11,3,-1,176,176,113,météo très défavorable
2015-03-23,18,3,9,3,13,14,0,93,10,1020,7.25,18,7,2,113,113,113,météo favorable
2015-03-24,8,5,9,5,8,7,6.5,88,8.625,1013,80.5,8,5,4,119,296,296,météo très défavorable
2015-03-25,12,5,22,5,10,9,1.2,94,7.375,1013,53.5,12,4,1,263,119,113,météo très défavorable
2015-03-26,7,2,30,2,7,3,2.6,90,7.875,1014,65.75,7,7,-1,116,266,266,météo très défavorable
2015-03-27,12,3,19,3,12,10,0.1,91,10,1025,33.75,12,4,0,116,116,113,météo très défavorable
2015-03-28,16,8,29,8,15,13,2,95,6.875,1023,92,16,12,4,266,266,176,météo défavorable
2015-03-29,13,10,41,10,13,12,6.4,89,6.375,1016,100,13,10,6,296,296,266,météo défavorable
2015-03-30,12,8,32,8,11,10,6.6,90,7.25,1016,95.625,12,7,5,266,176,176,météo défavorable
2015-03-31,13,9,47,12,11,9,1.2,82,7,1020,85.25,13,11,6,266,176,119,météo défavorable
2015-04-01,10,6,35,6,10,8,0.4,71,10,1028,69.75,10,2,2,116,353,116,météo défavorable
2015-04-02,11,7,38,7,10,10,2.7,89,8.75,1025,86.625,11,8,2,176,296,176,météo défavorable
2015-04-03,13,7,18,7,13,9,4.6,94,9.5,1024,100,13,8,5,176,353,296,météo défavorable
2015-04-04,10,7,28,7,10,8,0.7,97,7.75,1022,86.75,10,8,4,122,353,119,météo défavorable
2015-04-05,12,2,26,2,10,10,0,92,10,1027,6.125,12,3,-3,113,113,113,météo très défavorable
2015-04-06,13,4,22,4,13,9,0,79,10,1032,22.375,13,6,2,113,113,116,météo correcte
2015-04-07,16,6,14,6,14,11,0,80,10,1038,5.875,16,6,4,113,113,113,météo correcte
2015-04-08,21,8,9,8,18,17,0,72,10,1035,2,20,9,8,113,113,113,météo favorable
2015-04-09,25,10,9,10,21,23,0,74,10,1029,5,25,9,9,113,113,116,météo favorable
2015-04-10,19,10,25,10,19,15,0,68,10,1023,40,19,9,9,119,119,116,météo correcte
2015-04-11,17,12,29,12,17,12,1.3,87,8,1029,83,17,10,9,266,176,119,météo défavorable
2015-04-12,21,8,14,8,19,18,0,80,10,1031,20,21,11,8,116,113,113,météo favorable
2015-04-13,22,11,9,11,21,18,0,78,10,1032,6.125,24,11,10,113,113,113,météo favorable
2015-04-14,26,13,12,13,24,23,0,83,10,1031,0.375,26,14,13,113,113,113,météo favorable
2015-04-15,27,14,15,14,24,25,0,65,10,1023,18.875,29,12,13,113,113,119,météo favorable
2015-04-16,25,16,18,16,25,18,0,68,10,1014,34.5,25,11,16,116,116,113,météo favorable
2015-04-17,18,14,26,14,18,14,0.2,84,10,1018,76.625,18,12,13,119,176,122,météo défavorable
2015-04-18,16,7,35,7,15,12,0,69,10,1023,15.875,16,4,3,113,116,113,météo correcte
2015-04-19,17,5,29,5,17,14,0,70,10,1022,6.375,17,6,2,113,113,113,météo correcte
2015-04-20,21,8,24,8,19,16,0,74,10,1028,20.875,21,8,6,113,119,113,météo correcte
2015-04-21,21,9,21,9,21,17,0,76,10,1030,10.25,24,10,7,113,113,113,météo favorable
2015-04-22,19,9,30,9,19,15,0,75,10,1029,0.5,19,8,5,113,113,113,météo favorable
2015-04-23,24,8,18,8,20,19,0,85,10,1022,3.25,25,10,6,113,113,113,météo favorable
2015-04-24,23,14,19,14,23,20,1.6,66,10,1016,24.625,25,13,14,113,113,176,météo favorable
2015-04-25,18,13,19,13,18,16,9.1,94,8.375,1011,87.625,18,12,12,266,353,356,météo défavorable
2015-04-26,20,12,11,12,20,15,3,92,9.875,1009,68.125,20,13,11,116,353,296,météo défavorable
2015-04-27,14,9,33,9,12,11,1.3,90,8.875,1015,60.875,14,11,4,266,113,119,météo correcte
2015-04-28,14,6,23,6,14,11,0.3,79,10,1022,30,14,5,3,113,353,116,météo correcte
2015-04-29,16,8,22,8,14,12,1.6,70,9,1021,81.375,16,8,6,119,353,353,météo défavorable
2015-04-30,13,8,27,8,11,12,13.1,95,8,1017,72.5,13,9,5,302,296,176,météo défavorable
2015-05-01,13,8,22,8,13,11,3.8,93,8.125,1012,81.875,13,9,5,296,266,122,météo défavorable
2015-05-02,15,10,22,10,15,12,6.4,94,8.375,1010,94.875,15,13,8,176,353,302,météo défavorable
2015-05-03,17,14,26,14,17,16,0.8,92,9,1008,95.5,17,13,12,266,176,176,météo défavorable
2015-05-04,19,11,20,11,16,16,9.1,90,9.375,1010,56.375,19,16,10,116,116,296,météo correcte
2015-05-05,17,14,45,16,15,14,2.6,83,9.875,1012,41.625,17,15,12,176,353,113,météo correcte
2015-05-06,17,11,44,11,17,13,2.1,81,9.75,1018,34,17,8,7,113,353,176,météo correcte
2015-05-07,18,8,16,8,18,15,0,86,10,1021,32.5,18,9,6,113,116,122,météo favorable
2015-05-08,19,13,14,13,17,14,2.6,88,8.5,1017,49.75,19,14,13,119,293,263,météo correcte
2015-05-09,21,13,26,13,19,17,0.2,89,10,1025,65.5,21,12,11,122,113,176,météo défavorable
2015-05-10,24,15,12,15,21,21,0.3,92,9,1027,34.125,25,15,15,116,119,113,météo correcte
2015-05-11,29,15,17,15,27,24,0.1,81,10,1023,42,30,19,14,119,113,176,météo favorable
2015-05-12,21,15,22,15,20,18,0,79,10,1025,36.875,21,14,15,113,122,113,météo correcte
2015-05-13,20,12,19,12,20,16,0.6,78,10,1025,48.5,20,14,11,113,113,353,météo favorable
2015-05-14,20,12,27,13,20,12,5.6,90,9.625,1015,56.625,20,14,11,122,353,176,météo correcte
2015-05-15,17,9,25,9,15,16,0.2,87,10,1024,37.75,17,11,7,113,176,113,météo correcte
2015-05-16,18,10,23,10,17,14,0.5,86,10,1029,64.25,18,13,9,113,176,119,météo correcte
2015-05-17,17,10,8,10,16,14,0.1,81,10,1030,35.875,17,9,9,116,116,116,météo correcte
2015-05-18,21,10,30,10,20,17,0.5,80,10,1023,36.875,21,11,8,116,113,116,météo favorable
2015-05-19,15,7,31,7,15,12,3.3,88,9.625,1013,27.125,15,8,3,113,176,176,météo correcte
2015-05-20,16,7,23,7,15,13,1.3,83,9.75,1023,23.875,16,6,4,116,353,176,météo correcte
2015-05-21,18,9,17,9,16,16,0.3,84,10,1029,35.875,18,9,8,113,353,113,météo correcte
2015-05-22,20,10,13,10,20,17,0.1,80,10,1029,35.625,20,12,9,116,113,116,météo favorable
2015-05-23,23,12,21,12,21,18,0.4,93,7.875,1024,41.625,25,13,11,119,113,176,météo favorable
2015-05-24,21,12,17,12,21,19,0,90,10,1022,39.625,24,13,10,116,113,116,météo favorable
2015-05-25,20,13,26,13,20,14,0.6,90,8.875,1021,58.5,20,12,12,176,176,116,météo correcte
2015-05-26,17,11,17,11,17,16,0.5,81,10,1026,71.125,17,10,10,119,353,122,météo défavorable
2015-05-27,22,12,15,12,20,19,0,84,10,1026,22.375,24,11,11,113,113,116,météo favorable
2015-05-28,19,13,22,13,19,16,0.8,80,9.875,1020,49.125,19,13,12,116,122,353,météo correcte
2015-05-29,20,12,32,12,18,16,0.3,79,10,1017,68,20,10,12,122,113,176,météo défavorable
2015-05-30,20,11,17,11,19,19,0,82,10,1018,18.5,20,10,8,113,113,113,météo favorable
2015-05-31,20,14,35,14,20,15,2.5,90,8.75,1017,77.375,20,15,12,116,176,296,météo défavorable
2015-06-01,19,11,8,11,16,17,1.9,82,9.25,1020,44.75,19,9,10,113,116,113,météo favorable
2015-06-02,22,14,37,14,22,21,0.1,78,10,1018,60,25,15,11,116,119,176,météo correcte
2015-06-03,20,16,15,16,19,18,0.3,90,9,1027,53.25,20,14,16,266,119,116,météo correcte
2015-06-04,28,14,15,14,25,26,0,79,10,1028,10.5,28,18,14,113,113,113,météo favorable
2015-06-05,31,22,21,22,31,27,1.8,82,9.875,1020,7.875,34,21,22,113,113,176,météo idéale
2015-06-06,23,14,18,14,23,19,0.3,85,9.875,1030,27.375,25,13,12,122,113,113,météo favorable
2015-06-07,22,12,24,12,21,19,0,77,10,1030,5,24,12,10,113,113,113,météo favorable
2015-06-08,20,11,33,11,20,17,0,72,10,1030,8.75,20,9,7,113,113,113,météo favorable
2015-06-09,19,11,36,11,19,17,0,72,10,1026,58.125,19,9,8,119,113,116,météo correcte
2015-06-10,24,12,36,12,23,21,0,77,10,1024,13,25,15,9,113,113,113,météo favorable
2015-06-11,30,16,20,16,27,26,0.6,82,10,1019,22,32,19,16,113,113,176,météo idéale
2015-06-12,27,21,33,21,27,24,7.5,89,9.5,1011,39.5,28,19,21,353,116,176,météo favorable
2015-06-13,27,18,14,18,25,23,0,82,9,1014,14.75,27,15,18,113,113,113,météo idéale
2015-06-14,27,16,15,16,25,23,0,67,10,1013,19,27,15,16,113,113,113,météo idéale
2015-06-15,24,15,22,15,24,20,2.6,90,9.875,1020,56.125,25,17,15,119,176,353,météo correcte
2015-06-16,22,13,24,13,21,19,0,72,10,1026,18.875,24,10,11,113,113,113,météo favorable
2015-06-17,24,14,16,14,24,21,0.1,67,10,1027,31.125,25,15,14,113,116,122,météo favorable
2015-06-18,21,16,21,16,19,19,0.7,91,9,1023,67,25,15,16,176,353,113,météo défavorable
2015-06-19,19,15,23,15,19,17,0.1,78,10,1024,50,19,12,15,116,122,116,météo correcte
2015-06-20,21,15,15,15,19,20,0.8,82,10,1023,73.625,21,14,14,119,176,122,météo défavorable
2015-06-21,24,15,26,15,23,19,0.3,91,10,1021,57.375,25,15,15,122,353,113,météo correcte
2015-06-22,17,12,23,14,17,12,7.2,93,7,1018,81.125,17,12,11,119,266,302,météo défavorable
2015-06-23,19,12,18,12,18,18,0.4,87,10,1020,42.25,19,11,11,116,353,113,météo correcte
2015-06-24,26,15,7,15,22,23,0,83,10,1023,29.25,26,14,15,113,116,113,météo favorable
2015-06-25,27,20,8,20,27,25,0,64,10,1023,34.875,27,15,20,113,116,119,météo favorable
2015-06-26,30,21,17,21,30,28,0,66,10,1022,21.375,31,17,21,113,113,116,météo idéale
2015-06-27,25,16,22,16,24,21,0.1,89,9,1024,40.625,25,14,16,122,113,113,météo favorable
2015-06-28,30,18,9,18,29,27,0,69,10,1023,20.375,30,15,18,113,113,113,météo idéale
2015-06-29,29,18,12,18,27,27,0,82,10,1023,17.125,29,15,18,113,113,113,météo idéale
2015-06-30,32,21,17,21,30,30,0,70,10,1022,3.875,31,18,21,113,113,113,météo idéale
2015-07-01,38,25,20,25,35,35,0,71,10,1016,3.125,40,20,25,113,113,113,météo correcte
2015-07-02,37,26,28,26,37,30,0.1,82,9.875,1022,13.5,46,25,26,200,113,113,météo défavorable
2015-07-03,34,20,20,20,31,32,0.2,83,9.875,1025,24.125,38,20,20,116,113,200,météo favorable
2015-07-04,32,25,12,25,31,29,3.1,66,9.75,1021,16.75,35,20,25,113,176,113,météo favorable
2015-07-05,30,21,31,21,30,21,3.5,82,9.875,1021,37.375,33,22,21,116,386,176,météo correcte
2015-07-06,32,23,9,23,29,28,0,66,10,1023,3.625,31,20,23,113,113,113,météo idéale
2015-07-07,28,25,29,25,28,26,0.9,78,10,1015,47.5,30,17,25,113,113,353,météo favorable
2015-07-08,20,15,32,15,20,18,0.5,75,10,1018,55.625,20,13,15,116,176,353,météo correcte
2015-07-09,24,15,18,15,22,22,0,81,10,1025,26.875,25,12,14,113,116,113,météo favorable
2015-07-10,29,16,19,16,26,26,0,71,10,1025,2.375,27,12,16,113,113,113,météo idéale
2015-07-11,27,22,28,22,27,22,0,66,10,1021,2.75,28,15,22,113,113,113,météo idéale
2015-07-12,28,16,15,16,26,25,0,81,10,1022,20.5,28,13,16,113,116,116,météo favorable
2015-07-13,28,19,22,19,26,24,0.1,80,10,1021,30.5,28,17,19,116,116,113,météo favorable
2015-07-14,25,19,18,19,23,22,0.7,88,9,1022,67,26,18,19,116,353,119,météo défavorable
2015-07-15,30,21,15,21,30,27,0,82,10,1021,38.125,31,19,21,116,119,116,météo correcte
2015-07-16,36,21,17,21,34,34,0.4,85,8,1018,11,36,20,21,113,113,113,météo favorable
2015-07-17,31,20,21,20,30,27,0.6,90,10,1017,24.5,31,19,20,116,113,116,météo idéale
2015-07-18,30,19,8,19,27,26,2.1,78,9,1019,57.375,30,17,19,119,113,353,météo correcte
2015-07-19,27,20,32,20,27,21,2.1,85,9.25,1015,42.5,28,18,20,113,119,263,météo correcte
2015-07-20,28,19,26,19,27,26,3.1,87,8.875,1015,80.875,31,20,19,266,353,176,météo défavorable
2015-07-21,29,20,19,20,29,27,0.3,88,10,1016,56.875,31,20,20,119,353,119,météo correcte
2015-07-22,27,18,24,18,27,21,0.3,76,10,1018,52,28,17,18,122,116,113,météo favorable
2015-07-23,27,16,14,16,25,23,0,82,10,1020,20.25,26,13,16,113,113,116,météo idéale
2015-07-24,25,19,17,19,24,22,3.1,71,9.625,1016,53.625,27,18,19,116,293,176,météo correcte
2015-07-25,23,15,38,15,22,20,0.7,82,10,1018,56.375,24,15,12,176,119,113,météo correcte
2015-07-26,20,15,27,15,17,15,6.2,82,7.5,1019,63,20,13,14,116,302,266,météo correcte
2015-07-27,22,15,38,15,22,18,1.9,85,10,1010,85.75,25,13,15,176,353,176,météo défavorable
2015-07-28,19,14,30,14,18,17,0.5,79,10,1013,67.25,19,10,12,116,176,176,météo défavorable
2015-07-29,22,12,24,12,22,18,0.1,84,9,1016,30.375,24,12,11,113,116,116,météo favorable
2015-07-30,22,13,19,13,22,19,0.1,82,10,1020,23.5,24,10,12,113,176,113,météo favorable
2015-07-31,25,15,15,15,23,23,0,76,10,1020,18.625,25,11,15,113,116,113,météo favorable
2015-08-01,27,15,15,15,27,24,0,74,10,1019,13,27,12,15,113,113,113,météo idéale
2015-08-02,31,19,17,19,29,29,0,61,10,1020,5.25,31,13,19,113,113,113,météo idéale
2015-08-03,34,22,21,22,33,31,2.1,64,9.875,1015,6.125,33,16,22,113,113,113,météo idéale
2015-08-04,27,18,22,18,24,25,5.6,92,9.625,1018,35.875,26,18,18,122,116,113,météo favorable
2015-08-05,32,19,14,19,29,30,0,61,10,1018,9,31,18,19,113,113,113,météo idéale
2015-08-06,31,18,18,18,28,28,0.1,84,10,1017,17.625,30,16,18,113,113,113,météo idéale
2015-08-07,33,19,15,19,30,28,2.7,74,9.875,1017,15.875,34,17,19,113,113,176,météo idéale
2015-08-08,30,20,17,20,28,26,0.8,76,10,1022,46.25,30,16,20,116,116,116,météo favorable
2015-08-09,20,18,20,18,19,19,2.3,79,9.125,1020,55.125,20,15,18,296,176,116,météo correcte
2015-08-10,30,17,14,17,29,26,0,82,10,1020,18.875,31,17,17,113,113,116,météo idéale
2015-08-11,31,20,17,20,29,28,0,86,10,1019,55.75,31,17,20,116,116,116,météo correcte
2015-08-12,33,20,21,20,32,30,0.3,77,9.875,1020,26.625,34,18,20,113,116,200,météo favorable
2015-08-13,35,25,25,25,34,31,8.6,89,8.25,1015,41,34,21,23,356,116,266,météo correcte
2015-08-14,23,21,15,21,23,22,4.2,91,9.875,1009,55.375,25,18,19,176,353,353,météo correcte
2015-08-15,19,15,28,17,19,15,2,87,8.875,1016,78.125,24,15,15,266,353,176,météo défavorable
2015-08-16,19,13,15,13,18,18,0.4,82,9.875,1016,61.125,25,13,13,122,176,116,météo correcte
2015-08-17,20,15,17,15,20,19,0.1,73,10,1017,58.75,25,10,14,119,116,116,météo correcte
2015-08-18,20,13,17,13,20,19,0.2,76,10,1018,71.75,25,11,15,122,176,116,météo défavorable
2015-08-19,24,15,5,15,22,24,0,67,10,1020,52.5,26,11,16,119,116,116,météo favorable
2015-08-20,25,18,10,18,23,24,1.8,79,9.75,1022,69.75,26,18,19,122,353,176,météo défavorable
2015-08-21,28,17,11,17,27,28,0,76,10,1022,32.625,31,17,20,113,116,116,météo favorable
2015-08-22,29,18,16,18,28,28,0,58,10,1019,6.5,30,12,21,113,113,113,météo idéale
2015-08-23,24,19,27,19,24,24,10.6,88,8.75,1008,40.5,25,18,19,176,359,113,météo correcte
2015-08-24,22,17,44,18,22,17,17.5,91,8.625,1011,71.75,25,15,15,302,176,356,météo très défavorable
2015-08-25,19,13,32,13,18,15,2.8,87,9.75,1016,57.875,21,15,10,113,122,122,météo correcte
2015-08-26,30,17,35,17,27,28,0.2,94,10,1015,43.75,30,16,17,116,113,119,météo favorable
2015-08-27,22,17,17,18,18,17,21.7,93,6.875,1014,92.625,19,16,14,293,302,308,météo très défavorable
2015-08-28,23,16,9,16,21,22,1.1,94,7.875,1019,51.125,25,15,15,143,119,113,météo correcte
2015-08-29,31,15,11,15,27,29,0.3,80,9.875,1021,28.625,36,20,18,116,113,113,météo favorable
2015-08-30,32,20,16,20,30,30,0.1,75,10,1016,8,34,19,23,113,113,113,météo idéale
2015-08-31,29,22,26,22,29,26,1.8,73,9.25,1014,35.75,31,19,22,113,176,353,météo favorable
2015-09-01,21,17,21,18,19,19,1.3,89,9.875,1019,68.125,25,16,16,122,353,116,météo défavorable
2015-09-02,21,13,18,13,21,17,0.2,86,10,1020,32.5,24,12,13,113,176,113,météo favorable
2015-09-03,19,11,26,11,19,17,0.3,89,10,1017,32.375,20,11,11,113,176,176,météo favorable
2015-09-04,17,10,17,10,16,16,1.7,87,9.75,1018,39.5,20,10,9,116,353,176,météo correcte
2015-09-05,19,11,19,11,19,16,1.6,90,9.75,1023,64.875,18,12,11,116,353,176,météo correcte
2015-09-06,19,10,17,10,17,18,0.1,86,10,1028,46.25,18,9,8,113,176,116,météo favorable
2015-09-07,20,8,18,8,19,18,0,82,10,1029,34.125,21,11,10,113,113,122,météo favorable
