Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
2168;10-14 RUE DE LA FONTAINE A MULARD;75013;Paris;2012;RIVP;20;0;0;0;20;acquisition conventionnement;;13;logement familial;652212.7678;6858329.474;"{""type"": ""Point"", ""coordinates"": [2.349123963588363, 48.82325477329641]}";48.8232547733, 2.34912396359
2172;117-119, RUE DE MONTREUIL;75011;Paris;2012;RIVP;119;0;34;0;85;acquisition conventionnement;;11;logement familial;655702.6726;6861392.079;"{""type"": ""Point"", ""coordinates"": [2.396336669017325, 48.85104635735994]}";48.8510463574, 2.39633666902
2180;147 À 171 BD VINCENT AURIOL 202-210 RUE DU CHATEAU DES RENTIERS;75013;Paris;2012;RIVP;375;0;0;0;375;acquisition conventionnement;;13;logement familial;653064.2215;6859249.441;"{""type"": ""Point"", ""coordinates"": [2.360619041393207, 48.831590730577254]}";48.8315907306, 2.36061904139
2182;154, AVENUE VICTOR HUGO;75016;Paris;2012;RIVP;9;0;9;0;0;construction neuve;;16;foyer pour personnes handicapées;647041.3185;6863209.332;"{""type"": ""Point"", ""coordinates"": [2.278083404359124, 48.866734881150826]}";48.8667348812, 2.27808340436
2185;17-19 RUE COURAT;75020;Paris;2012;RIVP;76;0;0;0;76;acquisition conventionnement;;20;logement familial;656386.9923;6862128.019;"{""type"": ""Point"", ""coordinates"": [2.405586408681, 48.85771133030691]}";48.8577113303, 2.40558640868
2194;55-57 BD DE MENILMONTANT;75011;Paris;2012;RIVP;15;0;15;0;0;acquisition réhabilitation;;11;logement familial;655069.4546;6862609.943;"{""type"": ""Point"", ""coordinates"": [2.38757909556779, 48.861954688430004]}";48.8619546884, 2.38757909557
2197;5-9 RUE PAULINE KERGOMARD;75020;Paris;2012;RIVP;47;0;0;0;47;acquisition conventionnement;;20;logement familial;656473.7367;6861860.799;"{""type"": ""Point"", ""coordinates"": [2.406795987315223, 48.85531409923939]}";48.8553140992, 2.40679598732
2199;6, RUE DU SOLEIL;75020;Paris;2012;RIVP;4;0;0;0;4;construction neuve;;20;logement familial;655573.5968;6864035.866;"{""type"": ""Point"", ""coordinates"": [2.394301395653394, 48.87481276436922]}";48.8748127644, 2.39430139565
2208;8, RUE LOUIS GANNE;75020;Paris;2012;RIVP;1;0;1;0;0;construction neuve;;20;logement familial;656749.2364;6862758.619;"{""type"": ""Point"", ""coordinates"": [2.410459181216151, 48.86340669107262]}";48.8634066911, 2.41045918122
2212;97-105 RUE DE LA JONQUIERE;75017;Paris;2012;RIVP;103;0;0;0;103;acquisition conventionnement;;17;logement familial;649887.4003;6866346.983;"{""type"": ""Point"", ""coordinates"": [2.316508114725816, 48.895178465157066]}";48.8951784652, 2.31650811473
2216;ZAC CLICHY BATIGNOLLES LOT O3;75017;Paris;2012;RIVP;63;63;0;0;0;construction neuve;;17;foyer pour jeunes travailleurs ou résidence pour jeunes;649776.9052;6865926.723;"{""type"": ""Point"", ""coordinates"": [2.315050854053024, 48.89139063648698]}";48.8913906365, 2.31505085405
2220;106, RUE DE VAUGIRARD;75006;Paris;2012;SDOMINPRES;2;0;0;0;2;construction neuve;;6;résidence pour étudiants;650332.6542;6860879.943;"{""type"": ""Point"", ""coordinates"": [2.3232197678355693, 48.84604916852583]}";48.8460491685, 2.32321976784
2228;99 RUE DE L'OURCQ;75019;Paris;2012;SIEMP;13;0;0;0;13;acquisition réhabilitation;"opération abandonnée; réagréée";19;logement familial;654237.4667;6866124.192;"{""type"": ""Point"", ""coordinates"": [2.375860632373581, 48.89349890696716]}";48.893498907, 2.37586063237
2229;42 BIS, RUE DE SEVRES 65-79, RUE VANEAU 4, IMPASSE OUDINOT (HOPITAL LAENNEC);75007;Paris;2012;SNC LAENNE;50;0;0;0;50;construction neuve;;7;résidence pour étudiants;650167.7297;6861180.531;"{""type"": ""Point"", ""coordinates"": [2.320937351079316, 48.848739608225664]}";48.8487396082, 2.32093735108
2234;132-134, RUE DES PYRENEES;75020;Paris;2012;TOIT&JOIE;1;0;1;0;0;acquisition conventionnement;;20;logement familial;656180.5031;6862246.667;"{""type"": ""Point"", ""coordinates"": [2.402759987317541, 48.85876431241213]}";48.8587643124, 2.40275998732
2239;36-38, PLACE JEANNE D'ARC;75013;Paris;2012;TOIT&JOIE;1;0;1;0;0;acquisition conventionnement;;13;logement familial;653596.2782;6859122.772;"{""type"": ""Point"", ""coordinates"": [2.367880466495285, 48.830490105693244]}";48.8304901057, 2.3678804665
2243;63, RUE DU CHEVALERET (SENGHOR);75013;Paris;2013;ADOMA;104;104;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;13;foyer de travailleurs migrants;654224.0837;6858853.293;"{""type"": ""Point"", ""coordinates"": [2.376461170875329, 48.82811153378526]}";48.8281115338, 2.37646117088
2248;5-7, RUE MYRHA  ET 30-32 RUE AFFRE;75018;Paris;2013;BATIGERE;2;0;2;0;0;construction neuve;;18;logement familial;652756.2104;6865439.623;"{""type"": ""Point"", ""coordinates"": [2.35573534932731, 48.88723583400518]}";48.887235834, 2.35573534933
2249;8-10 ET 43-45, RUE DAVY;75017;Paris;2013;COOP.FAM.;39;39;0;0;0;construction neuve;;17;foyer pour jeunes travailleurs ou résidence pour jeunes;650566.8451;6865863.509;"{""type"": ""Point"", ""coordinates"": [2.325830990635044, 48.890883314509765]}";48.8908833145, 2.32583099064
2251;3 RUE EUPATORIA;75020;Paris;2013;EFIDIS;18;0;0;0;18;acquisition conventionnement;;20;logement familial;654985.5707;6863354.862;"{""type"": ""Point"", ""coordinates"": [2.386356866324986, 48.86864778960358]}";48.8686477896, 2.38635686632
2260;57, RUE LETELLIER;75015;Paris;2013;ELOGIE;4;2;2;0;0;construction neuve;;15;logement familial;648536.2473;6861004.36;"{""type"": ""Point"", ""coordinates"": [2.298727666577872, 48.847027072136015]}";48.8470270721, 2.29872766658
2273;PORTE DES LILAS SECTEUR PAUL MEURICE LOT D2;75020;Paris;2013;ELOGIE;50;0;20;0;30;construction neuve;;20;logement familial;656898.6044;6864136.293;"{""type"": ""Point"", ""coordinates"": [2.412355355170099, 48.87580592448647]}";48.8758059245, 2.41235535517
2274;VINCENNES 3, SQUARE PATENNE 14, RUE MOUNET SULLY;75020;Paris;2013;ELOGIE;2;0;2;0;0;acquisition conventionnement;;20;logement familial;656347.0471;6861220.148;"{""type"": ""Point"", ""coordinates"": [2.40513522031226, 48.849544161048925]}";48.849544161, 2.40513522031
2289;18-20, RUE DAREAU;75014;Paris;2013;GAMBETTA L;24;24;0;0;0;construction neuve;opération abandonnée;14;foyer pour jeunes travailleurs ou résidence pour jeunes;651366.9939;6859232.293;"{""type"": ""Point"", ""coordinates"": [2.337501645222248, 48.83131068810109]}";48.8313106881, 2.33750164522
2290;50, RUE DE CLICHY;75009;Paris;2013;HUMANISME;1;0;1;0;0;construction neuve;"opération abandonnée; réagréée";9;logement familial;650791.4041;6864678.116;"{""type"": ""Point"", ""coordinates"": [2.329030744458147, 48.88024069430147]}";48.8802406943, 2.32903074446
2291;16, RUE ERLANGER;75016;Paris;2013;HUMANISME;1;1;0;0;0;acquisition conventionnement;;16;logement familial;645791.4772;6860998.704;"{""type"": ""Point"", ""coordinates"": [2.261328824142756, 48.84675114050257]}";48.8467511405, 2.26132882414
2296;ZAC CLICHY BATIGNOLLES LOT O6A;75017;Paris;2013;IMM 3F;74;15;36;0;23;construction neuve;;17;logement familial;649454.0801;6865911.819;"{""type"": ""Point"", ""coordinates"": [2.310650120492301, 48.89123134749838]}";48.8912313475, 2.31065012049
2311;141, BD RASPAIL;75006;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;6;logement familial;650793.1193;6860519.762;"{""type"": ""Point"", ""coordinates"": [2.329535554397661, 48.84284539498786]}";48.842845395, 2.3295355544
107;32-36, RUE GODEFROY-CAVAIGNAC;75011;Paris;2002;ELOGIE;29;0;0;0;29;construction neuve;;11;logement familial;654561.7124;6861949.529;"{""type"": ""Point"", ""coordinates"": [2.380729248304913, 48.85598002796378]}";48.855980028, 2.3807292483
3214;29, RUE SAINT PAUL;75004;Paris;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;4;logement familial;653180.277;6861721.028;"{""type"": ""Point"", ""coordinates"": [2.361927870330694, 48.853826221734636]}";48.8538262217, 2.36192787033
3217;10 RUE DE SEINE;75006;Paris;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;6;logement familial;651315.555;6862073.471;"{""type"": ""Point"", ""coordinates"": [2.336475736229763, 48.85685749793304]}";48.8568574979, 2.33647573623
3219;16 RUE VISCONTI;75006;Paris;2017;AXIMO;2;0;2;0;0;acquisition conventionnement;;6;logement familial;651242.768;6861959.536;"{""type"": ""Point"", ""coordinates"": [2.335496830503057, 48.85582738812872]}";48.8558273881, 2.3354968305
3221;21 RUE JACOB;75006;Paris;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;6;logement familial;651185.786;6861887.365;"{""type"": ""Point"", ""coordinates"": [2.334728557075846, 48.85517404666425]}";48.8551740467, 2.33472855708
3223;23 RUE JACOB;75006;Paris;2017;AXIMO;2;1;1;0;0;acquisition conventionnement;;6;logement familial;651175.529;6861892.822;"{""type"": ""Point"", ""coordinates"": [2.334588148003656, 48.855222343686975]}";48.8552223437, 2.334588148
3225;28 RUE MAZARINE;75006;Paris;2017;AXIMO;4;3;1;0;0;acquisition conventionnement;;6;logement familial;651378.296;6861997.541;"{""type"": ""Point"", ""coordinates"": [2.337339482658684, 48.85617940580931]}";48.8561794058, 2.33733948266
3229;35-37 RUE BONAPARTE;75006;Paris;2017;AXIMO;2;0;2;0;0;acquisition conventionnement;;6;logement familial;651115.712;6861835.005;"{""type"": ""Point"", ""coordinates"": [2.333779609502977, 48.85469786508579]}";48.8546978651, 2.3337796095
3235;1 RUE SAINT ELEUTHERE;75018;Paris;2017;AXIMO;3;2;1;0;0;acquisition conventionnement;;18;logement familial;651694.649;6865342.978;"{""type"": ""Point"", ""coordinates"": [2.341270470753618, 48.88628797335709]}";48.8862879734, 2.34127047075
3237;71-73 RUE DE LA CONVENTION;75015;Paris;2017;ELOGIE SIEMP;150;63;55;0;32;acquisition conventionnement;;15;logement familial;647486.739;6860541.192;"{""type"": ""Point"", ""coordinates"": [2.28448447476891, 48.84277715465948]}";48.8427771547, 2.28448447477
3238;6 RUE JULIEN LACROIX;75020;Paris;2017;ELOGIE SIEMP;5;3;2;0;0;acquisition conventionnement;;20;logement familial;654963.697;6863371.206;"{""type"": ""Point"", ""coordinates"": [2.3860569606426703, 48.868793239487424]}";48.8687932395, 2.38605696064
3245;6-10, RUE ARTHUR GROUSSIER;75010;Paris;2017;PARIS HAB;21;6;9;0;6;acquisition conventionnement;;10;logement familial;653816.411;6863716.487;"{""type"": ""Point"", ""coordinates"": [2.370380074044012, 48.87181704459188]}";48.8718170446, 2.37038007404
3253;26-32, RUE PAUL BARRUEL;75015;Paris;2017;PARIS HAB;132;26;80;0;26;acquisition conventionnement;;15;logement familial;649001.833;6860050.567;"{""type"": ""Point"", ""coordinates"": [2.305186015219439, 48.83848665563185]}";48.8384866556, 2.30518601522
3254;35, RUE SAINT CHARLES 38 RUE VIALA;75015;Paris;2017;PARIS HAB;12;4;4;0;4;acquisition conventionnement;;15;logement familial;647802.385;6861355.754;"{""type"": ""Point"", ""coordinates"": [2.288685074662157, 48.85012809571502]}";48.8501280957, 2.28868507466
3255;59, RUE MORILLONS;75015;Paris;2017;PARIS HAB;83;33;33;0;17;acquisition conventionnement;;15;logement familial;648764.276;6859380.736;"{""type"": ""Point"", ""coordinates"": [2.302030301935608, 48.832444003866584]}";48.8324440039, 2.30203030194
3257;25, RUE PRADIER 63 RUE FESSARD;75019;Paris;2017;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;19;logement familial;654703.329;6864212.154;"{""type"": ""Point"", ""coordinates"": [2.38241806105747, 48.876337462335485]}";48.8763374623, 2.38241806106
3260;41, RUE DE BERCY;75012;Paris;2017;RIVP;12;3;6;0;3;acquisition conventionnement;;12;logement familial;654754.73;6859847.01;"{""type"": ""Point"", ""coordinates"": [2.383583433774374, 48.83708562505621]}";48.8370856251, 2.38358343377
9;49 RUE DE LA CHAPELLE (RS);75018;Paris;2001;ADOMA;21;21;0;0;0;acquisition réhabilitation;;18;résidence sociale pour démuni;653013.2699;6866195.781;"{""type"": ""Point"", ""coordinates"": [2.359157035207198, 48.89405449736943]}";48.8940544974, 2.35915703521
11;16-20 RUE DES MEUNIERS;75012;Paris;2001;RES.URB.;62;0;62;0;0;acquisition conventionnement;;12;logement familial;655821.7648;6859495.197;"{""type"": ""Point"", ""coordinates"": [2.398156559813578, 48.833995757923475]}";48.8339957579, 2.39815655981
13;41, RUE DE TREVISE;75009;Paris;2001;RIVP;24;24;0;0;0;acquisition réhabilitation;;9;logement familial;651984.8654;6864118.248;"{""type"": ""Point"", ""coordinates"": [2.345366365125022, 48.87529604716249]}";48.8752960472, 2.34536636513
19;5 AVENUE SIMON BOLIVAR (RS);75019;Paris;2001;IMM 3F;17;17;0;0;0;acquisition réhabilitation;;19;résidence sociale pour démuni;654851.9559;6863939.94;"{""type"": ""Point"", ""coordinates"": [2.384473311881415, 48.87389993692785]}";48.8738999369, 2.38447331188
24;40, RUE CAVE - 30-32, RUE DES GARDES;75018;Paris;2001;PARIS HAB;7;0;7;0;0;construction neuve;;18;logement familial;652545.4122;6865378.512;"{""type"": ""Point"", ""coordinates"": [2.3528676475341532, 48.886670781980236]}";48.886670782, 2.35286764753
27;33-37 RUE DE LA CHARBONNIERE, 94-98 BD DE LA CHAPELLE;75018;Paris;2001;PARIS HAB;18;0;18;0;0;construction neuve;;18;logement familial;652554.6816;6865115.678;"{""type"": ""Point"", ""coordinates"": [2.353023414201047, 48.88430788512482]}";48.8843078851, 2.3530234142
31;111 RUE DES PYRENEES 104 RUE DES HAIES;75020;Paris;2001;RES.URB.;52;0;52;0;0;acquisition conventionnement;;20;logement familial;656336.4091;6861924.121;"{""type"": ""Point"", ""coordinates"": [2.404917965267741, 48.85587425897692]}";48.855874259, 2.40491796527
32;26 ET 25-29, PASSAGE STINVILLE - 29-33 BIS, RUE MONTGALLET;75012;Paris;2001;SEMIDEP;45;0;45;0;0;construction neuve;;12;logement familial;655136.6989;6860615.499;"{""type"": ""Point"", ""coordinates"": [2.3887060759441763, 48.844023402843575]}";48.8440234028, 2.38870607594
39;96, RUE AMELOT;75011;Paris;2001;LOG.FR.;18;0;18;0;0;acquisition conventionnement;;11;logement familial;653604.4246;6862610.523;"{""type"": ""Point"", ""coordinates"": [2.367610940814473, 48.861856054188635]}";48.8618560542, 2.36761094081
41;17, RUE DE SEINE;75006;Paris;2001;ELOGIE;6;0;6;0;0;acquisition réhabilitation;;6;logement familial;651328.1248;6862041.791;"{""type"": ""Point"", ""coordinates"": [2.336650670125935, 48.85657355292296]}";48.8565735529, 2.33665067013
46;18, RUE DE PICPUS (RS);75012;Paris;2001;SAGECO;11;11;0;0;0;construction neuve;;12;résidence sociale pour démuni;655540.729;6860880.014;"{""type"": ""Point"", ""coordinates"": [2.39418340060241, 48.846430198412534]}";48.8464301984, 2.3941834006
47;178 RUE DE CRIMEE;75019;Paris;2001;IMM 3F;36;36;0;0;0;acquisition réhabilitation;;19;logement familial;654329.6955;6865781.415;"{""type"": ""Point"", ""coordinates"": [2.377155331956439, 48.89042298560058]}";48.8904229856, 2.37715533196
55;13 RUE GANDON;75013;Paris;2001;RIVP;99;0;39;0;60;acquisition conventionnement;;13;logement familial;653071.5811;6858140.857;"{""type"": ""Point"", ""coordinates"": [2.360841529884965, 48.82162159764907]}";48.8216215976, 2.36084152988
63;70 RUE GUTENBERG;75015;Paris;2001;SAGI;17;0;7;0;10;acquisition conventionnement;;15;logement familial;647058.7432;6860399.701;"{""type"": ""Point"", ""coordinates"": [2.278670783829097, 48.841469712893826]}";48.8414697129, 2.27867078383
70;PORTE D'ASNIERES LOT E1 - 2-4 RUE MARGUERITE LONG;75017;Paris;2001;PARIS HAB;25;0;25;0;0;construction neuve;;17;logement familial;649026.7077;6865886.039;"{""type"": ""Point"", ""coordinates"": [2.304824971783794, 48.89096582476331]}";48.8909658248, 2.30482497178
74;2, PASSAGE HENNEL 136 A 142, RUE DE CHARENTON;75012;Paris;2001;SAGI;34;0;34;0;0;acquisition réhabilitation;;12;logement familial;654519.3031;6860782.645;"{""type"": ""Point"", ""coordinates"": [2.380276094432438, 48.84548327160247]}";48.8454832716, 2.38027609443
75;254, RUE DU FAUBOURG SAINT ANTOINE, 105-119 BD DIDEROT (E. NAPOLEON);75012;Paris;2001;RIVP;82;0;82;0;0;acquisition réhabilitation;opération abandonnée;12;résidence pour étudiants;655350.2274;6861153.423;"{""type"": ""Point"", ""coordinates"": [2.3915589593444873, 48.84887579716441]}";48.8488757972, 2.39155895934
76;184 AVENUE DE CLICHY (RS);75017;Paris;2001;ALLIANCE;24;24;0;0;0;acquisition réhabilitation;;17;résidence sociale pour démuni;649864.4455;6866105.631;"{""type"": ""Point"", ""coordinates"": [2.316223551970321, 48.893006304095216]}";48.8930063041, 2.31622355197
77;1-19 RUE VILLOT, 30-40 QUAI DE LA RAPEE LOT 1;75012;Paris;2001;PARIS HAB;39;0;39;0;0;construction neuve;;12;logement familial;654046.1559;6860286.89;"{""type"": ""Point"", ""coordinates"": [2.373882781569945, 48.840991360606104]}";48.8409913606, 2.37388278157
82;1 A 5 RUE DEMARQUAY;75010;Paris;2001;SAGI;59;0;59;0;0;acquisition conventionnement;;10;logement familial;653052.8105;6864713.202;"{""type"": ""Point"", ""coordinates"": [2.359860220791965, 48.88072504912513]}";48.8807250491, 2.35986022079
85;29 RUE CAMBACERES;75008;Paris;2001;SAGI;14;0;14;0;0;acquisition conventionnement;;8;logement familial;649947.6895;6863971.561;"{""type"": ""Point"", ""coordinates"": [2.317610346237232, 48.87382182630563]}";48.8738218263, 2.31761034624
98;24, RUE DU CHAUDRON;75010;Paris;2002;SIEMP;17;0;17;0;0;construction neuve;;10;logement familial;653413.3016;6865035.504;"{""type"": ""Point"", ""coordinates"": [2.364740063171222, 48.883649598000545]}";48.883649598, 2.36474006317
100;15-21, RUE DES NANETTES;75011;Paris;2002;ELOGIE;78;12;40;0;26;acquisition conventionnement;;11;logement familial;654795.6024;6862899.685;"{""type"": ""Point"", ""coordinates"": [2.383815716309989, 48.86454114476761]}";48.8645411448, 2.38381571631
104;1-7, RUE CORBINEAU;75012;Paris;2002;ELOGIE;164;25;85;0;54;acquisition conventionnement;;12;logement familial;654594.6243;6860038.152;"{""type"": ""Point"", ""coordinates"": [2.381381859528827, 48.838793320870415]}";48.8387933209, 2.38138185953
209;2-4 IMPASSE MAUBERT 3 RUE FREDERIC SAUTON;75005;Paris;2003;PARIS HAB;11;0;11;0;0;acquisition réhabilitation;;5;logement familial;652245.5671;6861427.954;"{""type"": ""Point"", ""coordinates"": [2.349222873573881, 48.851122021502924]}";48.8511220215, 2.34922287357
224;ZAC VAUGIRARD LOT B2  8-10 RUE GEORGE DUHAMEL 19 RUE ANDRE GIDE;75015;Paris;2003;SABLIERE;44;0;0;0;44;construction neuve;;15;logement familial;649535.0705;6859804.813;"{""type"": ""Point"", ""coordinates"": [2.312479782192272, 48.83631856098938]}";48.836318561, 2.31247978219
227;29 RUE NAVARIN;75009;Paris;2003;M.BLANCHE;16;16;0;0;0;acquisition réhabilitation;;9;maison relais;651433.323;6864627.559;"{""type"": ""Point"", ""coordinates"": [2.337788807735881, 48.879834782971976]}";48.879834783, 2.33778880774
349;23 RUE DE L'HIRONDELLE;75006;Paris;2004;SIEMP;8;2;6;0;0;acquisition réhabilitation;;6;logement familial;651784.8314;6861705.598;"{""type"": ""Point"", ""coordinates"": [2.342912966957311, 48.853584541647265]}";48.8535845416, 2.34291296696
353;40-42 RUE DE LA ROCHEFOUCAULD;75009;Paris;2004;SAGECO;24;4;20;0;0;acquisition conventionnement;;9;logement familial;651225.2326;6864591.923;"{""type"": ""Point"", ""coordinates"": [2.334955701813433, 48.8794985915973]}";48.8794985916, 2.33495570181
354;154-156 RUE DE BELLEVILLE;75020;Paris;2004;RIVP;47;0;0;0;47;acquisition conventionnement;;20;logement familial;655327.6427;6864100.896;"{""type"": ""Point"", ""coordinates"": [2.39094141238663, 48.87538055208708]}";48.8753805521, 2.39094141239
358;7 RUE BOURET;75019;Paris;2004;SEMIDEP;8;0;8;0;0;construction neuve;;19;logement familial;654215.8803;6864714.291;"{""type"": ""Point"", ""coordinates"": [2.375718258794959, 48.880818585007546]}";48.880818585, 2.37571825879
366;VIGNOLES EST  79, RUE DES HAIES;75020;Paris;2004;PARIS HAB;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;656230.9045;6861817.417;"{""type"": ""Point"", ""coordinates"": [2.403491105228329, 48.854907514764065]}";48.8549075148, 2.40349110523
371;317, RUE DE BELLEVILLE;75019;Paris;2004;SAGI;7;0;0;0;7;construction neuve;;19;logement familial;656267.1311;6864224.83;"{""type"": ""Point"", ""coordinates"": [2.403737054916347, 48.87655954767594]}";48.8765595477, 2.40373705492
374;1 A 3, CITE AUBRY;75020;Paris;2004;SAGI;13;0;13;0;0;construction neuve;;20;logement familial;655640.6977;6862073.403;"{""type"": ""Point"", ""coordinates"": [2.395421049193434, 48.857169216792926]}";48.8571692168, 2.39542104919
381;52-54 RUE RIQUET;75019;Paris;2004;ESPACILHAB;49;0;49;0;0;construction neuve;;19;foyer pour personnes handicapées;653812.7928;6865682.897;"{""type"": ""Point"", ""coordinates"": [2.370116906361708, 48.88950017399935]}";48.889500174, 2.37011690636
388;99, BD MAGENTA 136, RUE LA FAYETTE;75010;Paris;2004;PARIS HAB;33;9;15;0;9;acquisition réhabilitation;;10;logement familial;652629.4928;6864429.691;"{""type"": ""Point"", ""coordinates"": [2.354120025976008, 48.878144512432854]}";48.8781445124, 2.35412002598
417;PLANCHAT VIGNOLES 1 26-28, RUE TERRE NEUVE 11-37, RUE DES VIGNOLES;75020;Paris;2004;PARIS HAB;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;655866.4084;6861664.651;"{""type"": ""Point"", ""coordinates"": [2.398539604888649, 48.853508829140935]}";48.8535088291, 2.39853960489
430;29, PASSAGE DE MENILMONTANT (RS);75011;Paris;2004;HENEO;41;41;0;0;0;acquisition réhabilitation;;11;résidence sociale pour démuni;654777.6568;6862998.61;"{""type"": ""Point"", ""coordinates"": [2.383560581714694, 48.86542950450871]}";48.8654295045, 2.38356058171
433;70 RUE DES VIGNOLES;75020;Paris;2004;SNL-PROLOG;2;2;0;0;0;acquisition conventionnement;;20;logement familial;656105.42;6861873.944;"{""type"": ""Point"", ""coordinates"": [2.401775163628466, 48.85540732268277]}";48.8554073227, 2.40177516363
436;98 RUE LA FAYETTE;75010;Paris;2004;HUMANISME;1;1;0;0;0;acquisition conventionnement;;10;logement familial;652294.2903;6864332.98;"{""type"": ""Point"", ""coordinates"": [2.349560727086697, 48.87725007207318]}";48.8772500721, 2.34956072709
442;14 A 16 AVENUE DE SAINT MANDE;75012;Paris;2004;PARIS HAB;64;0;64;0;0;construction neuve;;12;logement familial;655792.065;6860739.019;"{""type"": ""Point"", ""coordinates"": [2.397622710288629, 48.84517951810991]}";48.8451795181, 2.39762271029
452;1 RUE OUDINOT 58 RUE VANEAU (TERRAIN APHP-LAENNEC);75007;Paris;2005;ELOGIE;10;0;10;0;0;construction neuve;;7;logement familial;650053.5704;6861370.066;"{""type"": ""Point"", ""coordinates"": [2.31935952060524, 48.85043524439576]}";48.8504352444, 2.31935952061
