#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2019-02-22,17,12,8,10,15,16,0,79,10,1035,3,17,10,12,116,113,116,météo correcte
2019-02-23,16,10,12,10,13,16,0,76,18.375,1034,0.5,16,9,8,113,113,113,météo correcte
2019-02-24,15,9,10,9,13,12,0,43,11.25,1036,10.875,15,3,8,113,113,116,météo correcte
2019-02-25,17,10,10,9,14,17,0,55,10,1036,0,17,8,9,113,113,113,météo correcte
2019-02-26,20,12,8,12,16,19,0,69,10,1034,0,20,11,12,113,113,113,météo favorable
2019-02-27,22,13,5,13,18,21,0,75,10,1030,0,23,11,14,113,113,113,météo favorable
2019-02-28,16,11,20,11,12,12,1.5,76,10,1023,43.375,16,11,9,116,116,353,météo correcte
2019-03-01,12,10,18,10,11,12,3.3,79,9,1021,88.5,12,7,8,353,353,353,météo défavorable
2019-03-02,13,9,18,8,12,11,3.8,85,8.625,1021,72.375,13,7,7,119,296,176,météo défavorable
2019-03-03,13,11,25,11,12,11,0.7,81,10,1017,95.375,13,8,9,176,176,176,météo défavorable
2019-03-04,12,9,35,10,10,9,9.2,65,9,1008,91.125,12,7,5,176,353,389,météo défavorable
2019-03-05,11,8,24,6,9,11,3.1,75,9,1010,64.75,11,6,4,116,266,353,météo défavorable
2019-03-06,12,10,22,10,11,12,12.5,80,8.75,1007,67.625,12,9,8,116,176,302,météo défavorable
2019-03-07,12,9,29,9,11,10,17.7,71,8,1007,79.125,12,9,5,302,119,176,météo très défavorable
2019-03-08,12,7,19,6,10,12,0.1,77,10,1019,47.625,12,4,5,116,116,119,météo défavorable
2019-03-09,12,11,21,10,11,12,1.4,82,6.375,1019,90.75,12,9,9,266,122,122,météo défavorable
2019-03-10,13,9,35,13,12,9,10,69,9.125,1023,93.5,13,10,5,302,353,176,météo défavorable
2019-03-11,10,7,29,7,9,9,3.6,52,9,1029,67.5,10,1,3,353,353,116,météo défavorable
2019-03-12,13,7,31,6,10,10,4.7,61,9.75,1028,47,13,3,3,116,116,122,météo correcte
2019-03-13,10,7,28,5,9,9,2.7,64,9.875,1019,66.875,10,2,3,116,122,353,météo défavorable
2019-03-14,11,8,31,7,10,10,16,80,7.625,1020,99.5,13,9,4,266,302,296,météo très défavorable
2019-03-15,13,12,26,12,12,12,7.9,78,7.25,1017,100,12,9,9,296,266,266,météo défavorable
2019-03-16,12,10,26,10,11,11,0.4,74,9,1018,77.25,12,7,7,122,176,122,météo défavorable
2019-03-17,10,9,26,10,10,9,4,62,14.75,1015,65,10,5,6,176,263,176,météo défavorable
2019-03-18,12,7,15,5,10,10,0.8,74,18,1026,51.125,12,3,5,116,122,176,météo défavorable
2019-03-19,14,8,3,6,12,13,0,71,11.25,1032,11.375,14,4,8,116,116,116,météo correcte
2019-03-20,15,10,5,8,14,14,0,63,10,1035,30.375,15,5,10,116,116,119,météo correcte
2019-03-21,18,11,11,9,15,18,0,71,10,1035,11,18,10,10,116,116,116,météo favorable
2019-03-22,22,14,5,12,18,22,0,66,10,1032,0,24,10,14,113,113,113,météo favorable
2019-03-23,17,13,12,12,15,15,0,72,10,1030,5.875,17,10,13,113,116,116,météo correcte
2019-03-24,12,8,13,8,10,11,0.3,85,10,1029,47.5,13,7,6,119,176,176,météo défavorable
2019-03-25,11,8,21,7,11,10,0,67,10,1032,20.25,11,4,6,116,119,116,météo défavorable
2019-03-26,13,7,13,6,10,12,0,67,10,1034,17,13,3,5,116,116,116,météo correcte
2019-03-27,14,8,13,7,11,13,0,67,10,1035,13,14,5,7,116,116,116,météo correcte
2019-03-28,13,9,12,8,12,12,0,68,18.375,1036,31.75,13,6,7,116,116,119,météo correcte
2019-03-29,17,11,14,8,15,16,0,72,20,1033,14.75,17,8,10,116,116,116,météo correcte
2019-03-30,19,12,9,10,16,18,0,67,19.75,1026,29.25,19,7,12,116,116,116,météo favorable
2019-03-31,20,15,14,14,18,18,0,53,11.25,1022,17.375,20,7,15,116,116,116,météo favorable
2019-04-01,20,12,13,10,17,19,0,69,10,1020,16.875,20,7,11,116,116,116,météo favorable
2019-04-02,17,10,26,13,17,14,2.4,69,9.625,1013,68.75,17,10,9,353,176,353,météo défavorable
2019-04-03,11,7,15,6,10,10,1.9,60,9.5,1005,71.5,11,2,5,353,122,353,météo défavorable
2019-04-04,12,7,15,5,10,12,0,57,10,1002,12.125,12,0,6,116,116,116,météo défavorable
2019-04-05,13,8,16,5,11,12,0,62,10,1004,46,13,4,5,116,116,119,météo correcte
2019-04-06,16,9,14,7,14,16,0.1,62,10,1003,34.625,16,6,7,116,116,116,météo correcte
2019-04-07,15,10,10,10,12,15,1.2,73,8.375,1008,70.375,15,6,9,119,266,116,météo défavorable
2019-04-08,16,11,6,9,14,16,0.1,71,10,1011,67.875,16,7,11,116,122,116,météo défavorable
2019-04-09,17,12,12,11,16,16,9.3,76,9.125,1011,74.625,17,9,13,176,353,353,météo défavorable
2019-04-10,14,10,19,9,12,14,0.6,83,10,1016,70.875,14,9,9,119,122,353,météo défavorable
2019-04-11,15,8,17,6,13,13,0,62,10,1023,9.875,15,3,6,116,113,113,météo correcte
2019-04-12,12,8,15,6,11,10,0,59,10,1024,23.625,12,1,6,116,113,119,météo défavorable
2019-04-13,10,6,17,5,9,9,0,49,10,1025,15.75,10,0,3,113,113,116,météo défavorable
2019-04-14,11,6,12,4,9,10,0,53,10,1024,12.625,11,1,4,116,116,116,météo défavorable
2019-04-15,15,8,18,5,12,15,0,66,10,1024,7.625,15,7,6,116,116,116,météo correcte
2019-04-16,14,10,10,10,12,14,2.5,89,9.75,1018,77.75,14,9,9,176,296,176,météo défavorable
2019-04-17,19,12,13,9,17,18,0,73,10,1021,33,19,9,13,116,116,116,météo favorable
2019-04-18,22,15,17,12,20,21,0,68,10,1021,27,24,11,15,116,116,116,météo favorable
2019-04-19,24,17,12,14,22,23,0.1,62,10,1026,26.5,25,11,17,116,116,116,météo favorable
2019-04-20,25,19,17,15,23,23,0.3,61,9.875,1027,21.5,25,11,19,176,116,116,météo favorable
2019-04-21,25,20,14,18,23,23,0,49,10,1024,11.125,25,13,20,116,116,116,météo favorable
2019-04-22,25,20,14,16,24,24,0,55,10,1013,18.875,25,11,20,116,116,116,météo favorable
2019-04-23,22,18,10,15,21,22,0.5,61,10,1000,47.125,24,11,18,116,116,119,météo favorable
2019-04-24,17,14,22,14,15,15,1.8,67,9.75,1000,75,17,11,13,176,119,176,météo défavorable
2019-04-25,14,12,20,12,13,13,6.8,75,8.5,1009,81.75,14,8,10,296,266,353,météo défavorable
2019-04-26,18,13,16,10,16,17,0.2,63,10,1017,31.75,18,7,12,116,116,176,météo favorable
2019-04-27,13,9,28,11,12,11,3.2,61,6.625,1021,82.75,13,7,6,266,176,176,météo défavorable
2019-04-28,12,10,19,8,11,12,1.8,71,8,1021,75.625,12,5,7,116,266,353,météo défavorable
2019-04-29,18,12,10,9,16,17,0.1,65,10,1025,39.375,18,6,12,116,116,116,météo favorable
2019-04-30,18,13,14,10,17,16,0,73,10,1024,24.75,18,9,12,116,116,116,météo favorable
