#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2014-04-14,17,6,19,6,17,13,0,95,7,1026,12.125,17,7,4,143,113,113,météo correcte
2014-04-15,14,5,18,5,14,12,0,91,10,1028,4.625,14,5,2,113,113,113,météo correcte
2014-04-16,18,5,15,5,17,13,0,83,10,1028,6.875,18,4,3,113,113,113,météo favorable
2014-04-17,25,6,9,6,21,15,0,72,10,1025,24,25,8,5,116,113,116,météo favorable
2014-04-18,15,9,21,9,15,11,0.3,93,10,1017,41,15,8,6,116,116,113,météo correcte
2014-04-19,15,4,18,4,15,10,1.9,93,9.125,1016,53.375,15,7,1,119,176,263,météo correcte
2014-04-20,19,8,13,8,18,14,0.9,93,8,1008,39.75,19,8,7,116,113,113,météo favorable
2014-04-21,18,11,6,11,16,14,1.6,85,6,1006,77.375,18,10,11,266,266,119,météo défavorable
2014-04-22,20,10,13,10,20,15,2.2,84,9.75,1014,39.125,20,11,9,116,176,353,météo favorable
2014-04-23,22,10,12,10,21,17,0.1,94,6.75,1019,42.875,24,13,10,143,113,116,météo favorable
2014-04-24,22,12,11,12,21,16,4.6,87,9.75,1020,43.625,25,14,11,116,176,353,météo favorable
2014-04-25,16,12,23,12,15,14,2.3,96,5.75,1013,67.125,16,13,11,353,266,116,météo défavorable
2014-04-26,12,9,19,9,10,12,3.6,91,5,1014,60.875,12,10,7,116,296,353,météo défavorable
2014-04-27,14,7,20,7,14,12,4.2,96,9.75,1008,59,14,10,3,296,353,353,météo correcte
2014-04-28,16,8,12,8,15,13,1.5,96,6.375,1011,71.375,16,10,6,143,353,116,météo défavorable
2014-04-29,17,8,10,8,17,12,3.7,94,6.5,1013,50.375,17,11,7,143,176,293,météo correcte
2014-04-30,22,10,10,10,20,17,5.9,95,8.125,1013,39.375,25,13,8,143,176,176,météo favorable
2014-05-01,16,10,13,10,16,13,6.2,96,8.75,1014,82.5,16,13,9,143,353,353,météo défavorable
2014-05-02,15,8,23,8,15,13,1.2,96,6.125,1022,72.875,15,12,6,143,266,116,météo défavorable
2014-05-03,17,5,19,5,15,15,0,86,10,1025,7.625,17,7,2,113,113,113,météo correcte
2014-05-04,20,7,9,7,20,16,0,84,9,1025,9.75,20,10,5,113,113,113,météo favorable
2014-05-05,22,12,14,12,20,18,0,78,10,1019,11.625,24,12,12,113,113,113,météo favorable
2014-05-06,18,14,23,14,17,15,3.2,97,8.25,1012,57.625,18,14,13,293,266,353,météo correcte
2014-05-07,17,11,22,11,16,15,2.5,95,9.875,1017,58.625,17,12,8,119,353,176,météo correcte
2014-05-08,18,12,27,12,18,14,2.6,94,7.125,1017,81.875,18,14,10,119,119,389,météo défavorable
2014-05-09,19,13,22,13,19,17,0.3,95,10,1018,51,19,13,12,119,116,113,météo favorable
2014-05-10,16,11,26,11,16,15,5.2,91,8.5,1018,65.75,16,14,8,116,353,113,météo défavorable
2014-05-11,14,9,26,9,14,12,2.5,94,9.75,1013,50.625,14,9,6,119,353,176,météo correcte
2014-05-12,15,8,21,8,15,12,4.5,94,9.875,1015,58.375,15,10,5,116,353,353,météo correcte
2014-05-13,16,7,17,7,16,13,4.2,96,7.375,1025,47.875,16,11,5,119,176,176,météo correcte
2014-05-14,18,9,19,9,18,17,1.6,93,8,1032,10.625,18,12,9,116,113,113,météo favorable
2014-05-15,18,7,18,7,18,15,0,87,8,1035,3.25,18,10,5,113,113,113,météo favorable
2014-05-16,19,10,20,10,19,18,0,83,8,1034,1,19,12,8,113,113,113,météo favorable
2014-05-17,22,11,15,11,22,20,0,80,10,1026,5.625,25,15,10,113,113,113,météo favorable
2014-05-18,25,14,9,14,25,21,0,81,10,1019,12.375,26,16,15,113,116,113,météo favorable
2014-05-19,25,16,18,16,25,21,0.1,85,10,1007,11.5,26,15,16,113,113,113,météo idéale
2014-05-20,22,16,22,16,21,18,6.5,84,8.75,1012,57.5,25,16,16,116,353,263,météo correcte
2014-05-21,24,14,21,14,21,17,11.7,95,8.25,1013,57.625,26,20,13,263,386,389,météo correcte
2014-05-22,22,13,22,13,22,15,2.4,91,8.75,1007,33.125,25,13,12,116,176,353,météo favorable
2014-05-23,21,11,21,11,21,16,2.8,93,7.5,1009,37.625,24,14,9,116,200,176,météo correcte
2014-05-24,17,10,22,10,17,15,2.1,96,7.25,1016,68.375,17,11,7,263,353,176,météo défavorable
2014-05-25,23,11,8,11,23,17,3.6,92,7.125,1019,63.375,25,15,11,113,116,353,météo correcte
2014-05-26,20,16,10,16,18,17,2.2,89,6.625,1018,61.75,20,15,16,119,296,176,météo correcte
2014-05-27,18,13,17,13,17,16,2.3,96,5.5,1016,91.875,18,14,11,266,353,353,météo défavorable
2014-05-28,18,13,17,13,17,15,0.8,94,5.5,1015,68.75,18,12,12,143,353,353,météo défavorable
2014-05-29,23,12,10,12,21,19,1.1,94,6.125,1018,52,25,14,12,143,176,176,météo favorable
2014-05-30,23,15,12,15,23,19,2,82,9.625,1021,14.125,25,16,15,113,176,113,météo favorable
2014-05-31,23,12,12,12,21,19,0,94,6.5,1023,36.375,25,14,11,143,113,113,météo favorable
2014-06-01,21,11,10,11,21,18,0.6,80,7.75,1023,27.25,21,13,10,113,176,116,météo favorable
2014-06-02,24,14,8,14,23,20,0.2,90,7.75,1021,41.125,25,14,14,116,116,113,météo favorable
2014-06-03,21,16,12,16,21,18,4.4,85,7.75,1018,48,24,16,16,119,353,353,météo correcte
2014-06-04,16,14,29,14,16,14,8.3,97,8.375,1011,71.625,16,15,12,266,353,176,météo défavorable
2014-06-05,23,10,15,10,19,19,0,81,10,1016,13.75,25,13,8,116,113,113,météo favorable
2014-06-06,30,16,13,16,26,28,0,78,10,1015,6.5,32,23,16,113,113,113,météo idéale
2014-06-07,29,21,12,21,27,26,0.8,89,8.125,1016,22.875,30,21,21,200,113,113,météo idéale
2014-06-08,31,21,9,21,30,25,6.6,95,6.875,1018,45.625,35,23,21,353,176,356,météo favorable
2014-06-09,32,23,10,23,32,28,5.3,89,8.625,1017,19.125,37,25,23,116,113,356,météo favorable
2014-06-10,28,20,10,20,27,24,4.1,97,8.625,1022,44.125,29,21,20,143,116,113,météo favorable
2014-06-11,25,17,12,17,24,22,0,87,10,1027,36.75,26,17,17,119,116,113,météo favorable
2014-06-12,26,17,15,17,26,23,0,81,7.75,1027,17.125,27,17,17,113,113,113,météo idéale
2014-06-13,26,16,14,16,26,23,0,86,8,1024,8.625,27,17,16,113,113,113,météo idéale
2014-06-14,23,15,21,15,23,19,0.4,81,8.875,1022,24.625,25,15,14,113,119,113,météo correcte
2014-06-15,22,13,22,13,22,19,0,90,10,1024,27.875,25,13,11,116,116,113,météo favorable
2014-06-16,22,12,22,12,22,17,0,89,10,1024,30.375,25,13,10,116,113,116,météo favorable
2014-06-17,18,13,19,13,18,17,0.2,90,10,1024,64,18,12,11,119,119,116,météo correcte
2014-06-18,24,13,18,13,23,22,0.1,88,10,1023,35.25,25,16,11,119,113,113,météo favorable
2014-06-19,27,14,10,14,25,23,0,93,7.5,1023,39,28,17,13,119,113,113,météo favorable
2014-06-20,25,15,14,15,23,22,0,86,7.5,1021,32.25,26,15,14,116,113,113,météo favorable
2014-06-21,27,13,12,13,25,25,0,84,8.75,1021,13.875,27,17,13,113,113,113,météo favorable
2014-06-22,28,17,12,17,27,23,0,79,9,1021,6.125,28,16,17,113,113,113,météo idéale
2014-06-23,27,16,15,16,26,23,0,78,10,1021,7.125,27,15,16,113,113,113,météo idéale
2014-06-24,28,19,14,19,28,22,0.1,81,9,1020,5,29,16,19,113,113,113,météo idéale
2014-06-25,25,14,14,14,24,21,0.2,88,7.75,1016,27.875,26,14,14,116,113,113,météo favorable
2014-06-26,28,15,6,15,26,22,1.4,75,9.75,1015,18.375,29,16,16,113,113,176,météo idéale
2014-06-27,25,16,17,16,25,20,4.6,92,7.5,1016,42.625,26,17,16,116,176,353,météo favorable
2014-06-28,20,14,8,14,20,16,11.1,95,7,1015,67.5,20,19,14,122,299,293,météo défavorable
2014-06-29,22,14,11,14,20,18,9.1,97,6.625,1015,60,25,16,13,296,353,356,météo correcte
2014-06-30,24,13,8,13,24,21,1.2,92,7.75,1018,24.375,25,15,14,113,113,116,météo favorable
2014-07-01,25,15,13,15,25,18,1.6,82,9.75,1019,48.375,26,17,15,116,119,293,météo correcte
2014-07-02,30,14,13,14,26,23,0,78,10,1023,20.375,30,16,13,113,113,113,météo favorable
2014-07-03,33,21,5,21,31,28,0,69,10,1024,10.375,34,20,21,113,113,113,météo idéale
2014-07-04,27,17,11,17,26,23,0.8,81,9.625,1020,29.375,28,16,17,113,113,113,météo idéale
2014-07-05,26,18,9,18,25,23,2.8,84,9.5,1019,33.875,27,16,18,113,113,113,météo favorable
2014-07-06,23,17,17,17,22,19,2.4,94,8.625,1018,56.875,25,18,17,266,176,176,météo correcte
2014-07-07,24,15,8,15,20,21,8.2,95,9.375,1017,38.75,25,16,15,296,176,113,météo correcte
2014-07-08,22,16,11,16,21,19,6.7,92,9.875,1016,50.375,25,16,16,116,353,176,météo correcte
2014-07-09,18,13,18,13,18,13,7.6,96,6.125,1015,79.625,18,15,12,143,353,296,météo défavorable
2014-07-10,19,14,20,14,17,17,5,98,5.625,1015,93.875,19,17,12,296,266,266,météo défavorable
2014-07-11,20,15,10,15,19,18,7.3,97,6.25,1018,71.375,20,17,15,296,176,116,météo défavorable
2014-07-12,25,15,8,15,21,21,1.7,92,8,1016,79.125,26,19,15,122,122,353,météo défavorable
2014-07-13,22,16,17,16,19,19,11.4,97,5.125,1013,66.375,24,20,16,353,266,356,météo défavorable
2014-07-14,23,15,10,15,23,21,0.9,95,5.875,1019,40.5,25,16,14,143,176,116,météo favorable
2014-07-15,27,18,7,18,27,24,0.1,85,8,1021,31.75,29,20,18,113,116,116,météo favorable
2014-07-16,31,21,5,21,30,28,0,82,10,1022,24.5,35,22,21,113,113,113,météo favorable
2014-07-17,32,23,10,23,32,31,0,86,10,1021,6.625,38,25,23,113,113,113,météo favorable
2014-07-18,35,25,9,25,35,31,0,83,10,1016,6.625,44,25,25,113,113,116,météo défavorable
2014-07-19,31,25,20,25,30,27,0.6,79,9.75,1010,35.25,35,22,25,116,113,200,météo favorable
2014-07-20,28,23,9,23,28,23,10.8,93,8.875,1013,37.125,30,22,23,116,386,176,météo correcte
2014-07-21,24,16,18,16,24,21,2.6,96,7.75,1018,67.375,26,19,16,119,353,353,météo défavorable
2014-07-22,25,18,16,18,23,24,0.4,96,6.5,1020,81.125,27,19,18,119,122,116,météo défavorable
2014-07-23,30,19,12,19,29,25,2.3,95,6,1019,48.5,32,21,19,143,176,176,météo favorable
2014-07-24,30,20,10,20,30,26,0.7,91,8,1014,11.25,32,20,20,113,113,113,météo idéale
2014-07-25,28,20,11,20,28,24,0.2,88,10,1014,7.5,29,19,20,113,113,113,météo idéale
2014-07-26,26,18,12,18,26,23,2.3,91,7.5,1016,19.875,28,19,18,116,176,176,météo favorable
2014-07-27,30,19,10,19,30,23,1.4,90,7.625,1018,29.625,31,19,19,113,113,176,météo idéale
2014-07-28,25,17,12,17,24,21,6.8,96,8.375,1014,35,26,17,17,293,176,113,météo favorable
2014-07-29,25,16,19,16,25,22,1.7,96,6.5,1014,72.75,26,20,16,143,119,353,météo défavorable
2014-07-30,27,17,11,17,27,22,0.5,91,8.75,1016,39,28,19,17,116,116,116,météo favorable
2014-07-31,28,18,6,18,28,24,0,82,9,1017,17,29,18,18,113,113,116,météo idéale
2014-08-01,29,19,7,19,29,25,1.5,87,9.75,1013,32.125,30,20,19,116,113,176,météo favorable
2014-08-02,25,18,16,18,24,22,2.3,94,8.75,1007,30.5,26,18,18,116,113,176,météo favorable
2014-08-03,26,19,8,19,26,23,3.2,94,8.25,1013,51.75,27,19,19,116,353,176,météo correcte
2014-08-04,26,17,7,17,25,23,1.8,86,7.625,1019,14.25,27,17,17,113,176,113,météo favorable
2014-08-05,28,18,5,18,27,24,0,81,10,1021,17.125,29,17,18,113,113,113,météo idéale
2014-08-06,22,18,17,19,18,22,5.9,92,8.625,1017,50.75,24,19,18,116,302,176,météo correcte
2014-08-07,24,18,6,18,24,22,6.9,96,9,1015,68.375,26,20,18,353,353,353,météo défavorable
2014-08-08,27,18,14,18,25,21,10.5,98,6.25,1013,64.875,29,21,18,353,263,359,météo correcte
2014-08-09,26,17,12,17,24,21,1.5,96,8.875,1014,53.25,27,17,17,143,113,116,météo favorable
2014-08-10,23,19,27,19,23,20,7.5,96,8.625,1011,39.25,25,20,19,116,263,113,météo correcte
2014-08-11,22,15,21,15,22,19,1.7,89,9.625,1016,14.375,25,15,14,113,113,176,météo favorable
2014-08-12,23,13,18,13,23,18,9.6,95,8,1015,60.125,25,16,12,116,116,356,météo correcte
2014-08-13,21,15,18,15,20,19,6.2,96,9.375,1010,38.125,25,15,15,293,116,176,météo favorable
2014-08-14,22,13,17,13,22,18,6.6,96,6.375,1014,63.625,25,15,12,143,113,353,météo correcte
2014-08-15,21,12,17,12,20,19,3.6,97,8.625,1019,59.625,24,14,10,119,353,113,météo correcte
2014-08-16,23,13,12,13,23,20,0.4,94,7.625,1023,29.875,25,15,12,116,113,113,météo favorable
2014-08-17,21,13,20,13,21,18,0,90,9,1021,34.25,21,12,12,113,119,116,météo correcte
2014-08-18,23,14,16,14,21,18,0.9,93,9.875,1013,42.875,25,13,13,119,113,113,météo favorable
2014-08-19,21,12,15,12,21,16,0.3,94,9,1017,19.5,21,12,11,116,113,113,météo favorable
2014-08-20,21,12,13,12,21,17,0.5,82,9.875,1019,10.125,21,11,12,113,113,113,météo favorable
2014-08-21,21,11,11,11,21,17,0,86,10,1019,18,24,10,11,113,113,116,météo favorable
2014-08-22,22,12,18,12,22,16,1.7,90,9.875,1016,41.25,24,13,11,113,116,353,météo favorable
2014-08-23,21,13,16,13,20,16,0.4,93,10,1019,27.375,21,12,13,116,113,116,météo favorable
2014-08-24,24,12,9,12,21,18,0,91,9,1021,15.375,25,12,11,113,116,113,météo favorable
2014-08-25,19,14,18,14,19,16,11.1,92,8.5,1017,79.625,19,15,14,296,263,296,météo défavorable
2014-08-26,23,15,17,15,23,19,8.1,98,8.25,1009,68.875,25,18,15,248,353,353,météo défavorable
2014-08-27,24,15,10,15,24,18,2.2,97,7.625,1015,62.375,26,19,15,143,353,353,météo correcte
2014-08-28,25,16,15,16,24,21,2.1,94,8.75,1015,63,27,20,16,353,353,176,météo correcte
2014-08-29,25,17,15,17,24,20,0.4,92,8.875,1019,37.625,26,16,17,116,176,113,météo favorable
2014-08-30,24,15,14,15,24,18,1,92,8,1020,42.375,25,16,15,113,116,266,météo favorable
2014-08-31,22,13,17,13,21,18,0.8,93,6.875,1020,42.625,25,14,12,116,176,113,météo favorable
2014-09-01,24,12,5,12,24,19,0,97,7,1022,33.25,26,16,12,143,113,119,météo favorable
2014-09-02,26,16,10,16,25,20,0.4,92,9.875,1021,41.75,27,17,16,119,176,113,météo favorable
2014-09-03,26,14,15,14,24,22,0,95,8,1021,5.375,27,17,13,143,113,113,météo favorable
2014-09-04,25,15,11,15,25,21,0,94,8,1018,19.625,27,17,14,143,116,113,météo favorable
2014-09-05,23,18,5,18,22,19,0.3,89,10,1015,70.875,25,16,18,116,119,119,météo défavorable
2014-09-06,25,15,8,15,25,19,0.5,98,6.5,1015,56.375,27,18,15,248,353,116,météo correcte
