#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2016-03-13,11,5,28,2,9,9,0,70,10,1032,13.125,12,3,3,113,116,113,météo très défavorable
2016-03-14,10,5,26,1,8,8,0,73,10,1030,8.75,11,2,2,116,113,113,météo très défavorable
2016-03-15,12,5,18,1,9,10,0,80,10,1028,40.5,13,5,4,113,116,122,météo très défavorable
2016-03-16,10,4,33,2,8,8,0.5,73,10,1024,44.875,10,3,0,113,116,353,météo très défavorable
2016-03-17,12,4,16,1,9,9,0,74,10,1027,11.125,14,4,2,113,113,113,météo très défavorable
2016-03-18,12,6,15,1,10,10,0,68,10,1025,1,16,5,5,113,113,113,météo défavorable
2016-03-19,10,6,18,3,9,9,0.1,82,10,1022,52.625,10,4,3,116,122,116,météo défavorable
2016-03-20,11,6,19,1,8,9,0,76,10,1021,40.875,10,4,4,116,113,119,météo défavorable
2016-03-21,11,8,18,6,10,10,0.4,79,9.875,1021,72.125,12,5,4,122,176,116,météo défavorable
2016-03-22,12,8,20,5,12,9,0,72,10,1018,32.125,12,4,5,122,113,113,météo défavorable
2016-03-23,11,6,17,4,11,10,0,80,10,1015,50.375,12,5,5,116,116,116,météo défavorable
2016-03-24,12,8,16,5,11,10,0.1,73,10,1017,63.125,12,5,7,116,119,119,météo défavorable
2016-03-25,13,8,26,7,11,10,7.1,91,7.25,1020,69.625,13,9,5,302,266,113,météo défavorable
2016-03-26,15,10,28,6,12,15,3.1,85,10,1019,76,15,12,11,122,176,353,météo défavorable
2016-03-27,14,10,41,7,14,12,10.9,69,9,1011,63.375,14,9,6,176,176,176,météo correcte
2016-03-28,14,11,52,10,13,11,7.6,69,8.25,1006,64.25,15,7,7,266,176,353,météo correcte
2016-03-29,13,9,31,6,13,13,1.8,79,10,1011,50.375,13,8,7,116,353,353,météo correcte
2016-03-30,11,8,11,9,11,8,2.9,84,4.875,1012,90.375,12,8,8,266,266,266,météo défavorable
2016-03-31,10,8,31,8,9,8,10.8,92,7.125,1013,93.5,9,7,4,296,302,266,météo défavorable
2016-04-01,13,7,15,3,12,11,0.1,75,10,1020,19.625,13,5,6,113,113,116,météo correcte
2016-04-02,17,8,24,3,14,14,1.5,82,8.875,1018,51.375,17,11,9,113,116,266,météo correcte
2016-04-03,19,14,20,11,19,17,1.5,76,9.75,1010,44.5,20,12,16,116,113,176,météo favorable
2016-04-04,16,13,23,11,16,14,2.4,74,8.875,1007,67.25,17,9,10,296,113,119,météo défavorable
2016-04-05,16,12,17,11,12,15,1.5,78,7.75,1012,55.5,16,9,11,176,263,176,météo correcte
2016-04-06,15,11,29,8,14,13,0.6,78,9,1015,31.875,15,9,7,113,116,353,météo correcte
2016-04-07,12,8,22,4,12,9,1.1,68,9.875,1014,30.5,12,5,7,113,353,176,météo défavorable
2016-04-08,14,8,13,4,12,12,2,73,9.75,1013,53.375,14,7,9,116,176,176,météo correcte
2016-04-09,13,8,24,5,13,9,3.1,86,9.75,1010,51.375,15,8,7,113,176,296,météo correcte
2016-04-10,16,8,26,3,14,15,0,72,10,1009,18,17,8,8,113,113,113,météo correcte
2016-04-11,16,12,30,9,16,12,3.8,88,8.75,1007,70.125,15,11,9,353,353,176,météo défavorable
2016-04-12,17,11,17,7,12,15,3.6,77,9.75,1009,35.375,17,10,13,116,293,176,météo correcte
2016-04-13,17,13,15,9,17,13,8.8,83,9.375,1010,47.25,17,11,12,353,176,176,météo correcte
2016-04-14,18,12,18,6,17,17,1.5,68,9.875,1013,29.875,19,10,13,113,113,119,météo favorable
2016-04-15,17,9,30,9,12,16,1.9,94,10,1008,61,16,10,5,176,353,116,météo correcte
2016-04-16,16,9,21,9,15,12,1.3,93,9.875,1007,75.75,15,8,6,122,176,176,météo défavorable
2016-04-17,13,5,20,5,12,12,0.8,89,9.75,1019,30,12,4,1,113,176,176,météo correcte
2016-04-18,13,1,9,1,12,13,0,78,10,1026,5,16,4,5,113,113,113,météo très défavorable
2016-04-19,16,4,18,4,13,15,0,87,10,1028,18.375,15,7,5,113,119,113,météo correcte
2016-04-20,18,6,30,6,16,17,0,79,10,1028,19.75,18,7,3,113,113,113,météo favorable
2016-04-21,21,9,12,9,18,21,0,73,10,1023,41,25,12,7,113,113,119,météo favorable
2016-04-22,17,14,12,14,16,17,7.6,91,8.5,1019,99,18,15,13,176,296,296,météo défavorable
2016-04-23,15,9,28,9,13,11,3.6,90,9.75,1019,78.25,12,8,3,119,176,119,météo défavorable
2016-04-24,9,4,21,4,9,5,2.6,72,10,1020,59.5,9,4,2,116,353,353,météo très défavorable
2016-04-25,13,4,32,4,13,10,4,87,8.875,1019,89.125,11,7,1,176,353,296,météo très défavorable
2016-04-26,9,6,29,6,9,8,2.5,86,8.875,1009,51,10,6,3,176,353,176,météo défavorable
2016-04-27,12,2,19,2,11,11,1.9,79,9.5,1014,30.75,12,3,-1,113,176,176,météo très défavorable
2016-04-28,12,1,19,1,11,11,0.3,74,10,1018,28.875,13,3,4,113,353,116,météo très défavorable
2016-04-29,14,5,28,5,13,12,6.7,87,9.5,1016,67.625,14,8,2,116,353,356,météo très défavorable
2016-05-01,15,3,27,3,14,14,0,74,10,1028,2.875,16,6,3,113,113,113,météo correcte
2016-05-02,20,5,12,5,15,15,0.5,75,10,1028,27.75,20,11,6,113,113,119,météo favorable
2016-05-03,17,8,18,8,15,15,0.7,88,10,1028,32.5,16,10,6,113,113,113,météo correcte
2016-05-04,18,5,13,5,18,16,0,74,10,1029,6.25,18,8,6,113,113,113,météo favorable
2016-05-05,20,8,23,8,18,19,0,65,10,1024,10.25,20,10,5,113,113,116,météo favorable
2016-05-06,24,9,19,9,22,23,0,80,10,1014,2.625,25,14,15,113,113,113,météo favorable
2016-05-07,25,15,24,15,23,24,2.1,77,9.75,1009,16.375,25,13,12,113,113,113,météo idéale
2016-05-08,26,15,27,15,25,25,0.4,76,9.875,1009,15.75,26,14,14,113,113,176,météo idéale
2016-05-09,20,17,23,18,18,17,8.4,87,6.5,1008,90.25,21,15,16,266,176,296,météo défavorable
2016-05-10,21,17,21,17,19,21,11.6,95,8.375,1007,89.5,24,16,15,302,353,353,météo défavorable
2016-05-11,21,16,21,16,19,20,2.7,83,9.75,1004,44.875,24,17,18,116,353,353,météo correcte
2016-05-12,20,15,13,15,20,15,6.9,95,6.625,999,82.375,18,16,13,143,353,353,météo défavorable
2016-05-13,23,15,22,15,20,18,3.1,96,6.125,1007,61.625,25,17,13,143,176,176,météo correcte
2016-05-14,14,10,23,10,12,12,0.4,89,10,1020,72,13,8,5,119,176,122,météo défavorable
2016-05-15,15,8,15,8,14,15,0.8,81,9.875,1025,51.375,15,9,7,113,353,176,météo correcte
2016-05-16,14,9,10,9,14,12,1.7,89,8.75,1024,59.875,16,11,7,122,353,176,météo correcte
2016-05-17,19,7,12,7,17,16,0.5,89,8,1020,54.625,18,12,10,113,353,176,météo correcte
2016-05-18,19,13,30,13,19,14,7.7,90,9.75,1015,75.5,17,13,10,122,353,299,météo défavorable
2016-05-19,18,11,23,11,16,18,2.4,93,6.875,1018,65.75,18,13,6,266,353,176,météo défavorable
2016-05-20,20,14,18,14,18,20,1.6,94,7.875,1019,68.125,20,15,11,176,353,176,météo défavorable
2016-05-21,25,12,27,12,23,25,3.7,94,8.625,1017,44.25,26,18,14,119,113,176,météo favorable
2016-05-22,19,13,17,14,15,13,24.7,96,7.875,1013,82.875,17,16,13,296,302,293,météo très défavorable
2016-05-23,15,11,22,11,12,14,13.7,96,7.875,1019,86.125,15,12,8,296,302,353,météo défavorable
2016-05-24,18,8,18,8,16,17,0.2,95,7,1019,46.75,16,11,9,143,119,116,météo correcte
2016-05-25,20,9,14,9,15,20,0.2,92,9,1014,60.75,21,14,7,116,119,116,météo correcte
2016-05-26,23,12,14,12,22,19,1.7,91,8,1015,60.25,26,18,13,116,176,353,météo correcte
2016-05-27,24,14,9,14,23,23,1.8,92,7.5,1014,45.75,28,19,17,116,176,176,météo favorable
2016-05-28,24,14,23,14,24,18,8.8,89,9.625,1013,34.375,27,19,18,176,176,353,météo correcte
2016-05-29,19,16,25,16,17,16,8.1,96,8.125,1006,76.875,20,17,14,176,296,356,météo défavorable
2016-05-30,17,14,23,14,15,15,22.8,96,6.25,1009,100,17,16,12,266,296,302,météo très défavorable
2016-05-31,15,13,28,13,14,14,35.9,97,4.625,1012,100,15,14,10,308,266,266,météo très défavorable
2016-06-01,20,14,22,14,19,18,2.2,96,6.75,1016,92.125,25,18,14,143,353,353,météo défavorable
2016-06-02,18,15,26,15,17,17,1.7,94,6,1013,99.625,15,14,12,176,176,266,météo défavorable
2016-06-03,16,13,14,13,15,16,0.8,93,10,1013,97.375,16,14,11,122,176,176,météo défavorable
2016-06-04,17,13,16,13,16,15,0.6,95,6.75,1015,92.25,18,16,13,143,176,176,météo défavorable
2016-06-05,23,14,13,14,18,19,1.9,96,7.5,1016,68.625,28,21,14,176,176,176,météo défavorable
2016-06-06,24,15,12,15,24,20,3.7,91,7.75,1019,31.75,28,21,20,113,353,176,météo correcte
2016-06-07,26,17,15,17,26,21,4.2,89,9.125,1021,24.625,29,21,22,113,176,389,météo favorable
2016-06-08,21,17,17,17,20,21,2.9,94,8.5,1021,46.375,22,16,16,119,176,176,météo favorable
2016-06-09,21,14,15,14,19,18,0,93,8,1020,20.5,22,18,13,116,113,116,météo favorable
2016-06-10,21,15,10,15,20,17,0.9,90,8,1016,61.375,22,17,16,113,119,122,météo correcte
2016-06-11,20,15,13,18,17,15,7.5,90,8.25,1011,90.5,19,17,15,176,293,353,météo défavorable
2016-06-12,19,13,15,13,16,14,6.3,94,8,1012,57,19,17,14,116,389,356,météo correcte
2016-06-13,18,12,20,15,18,12,1.2,94,8.875,1008,84,17,15,12,122,353,176,météo défavorable
2016-06-14,19,14,21,14,19,19,4.3,93,8.75,1004,79.375,19,15,12,176,176,353,météo défavorable
2016-06-15,19,13,18,14,18,19,5.6,97,8.375,1001,78.25,19,15,11,389,353,176,météo défavorable
2016-06-16,20,14,17,14,19,19,5.3,91,8.25,1002,56.75,20,15,15,116,353,353,météo correcte
2016-06-17,20,14,21,14,20,14,8.4,94,9,1012,59.25,19,15,12,200,353,356,météo correcte
2016-06-18,20,14,17,14,20,17,2.3,93,7.875,1022,65.875,19,15,12,116,353,353,météo défavorable
2016-06-19,21,14,18,14,20,19,3.6,93,8,1026,75,21,17,13,119,353,353,météo défavorable
2016-06-20,18,15,26,15,18,18,15.7,95,7.875,1024,95.375,17,16,16,266,296,302,météo défavorable
2016-06-21,23,17,18,17,18,23,2.8,96,5.75,1021,94.25,24,19,17,266,353,353,météo défavorable
2016-06-22,29,20,20,20,27,28,0.2,95,6.625,1022,67.25,33,24,21,143,122,176,météo défavorable
2016-06-23,28,22,21,22,27,24,1.7,92,8.75,1018,24.625,31,24,24,386,113,113,météo idéale
2016-06-24,25,18,18,20,25,20,0.5,94,9,1019,80,25,19,18,353,119,176,météo défavorable
2016-06-25,20,15,19,17,20,15,0.6,89,7.75,1018,33,21,15,15,116,176,176,météo favorable
2016-06-26,22,14,21,14,20,20,1.6,92,8.625,1022,31.5,21,15,13,116,176,176,météo favorable
2016-06-27,20,16,17,16,19,16,1.5,94,7.875,1021,77.25,20,17,13,266,353,176,météo défavorable
2016-06-28,23,16,19,16,20,22,0.4,87,9.875,1021,50.875,25,17,15,113,176,176,météo favorable
2016-06-29,20,15,22,15,18,18,0.3,92,8,1016,73.875,21,15,14,116,119,119,météo défavorable
2016-06-30,21,17,24,17,18,21,7.3,94,9.625,1015,78.875,24,18,13,296,296,353,météo défavorable
2016-07-01,23,18,28,18,21,22,1.4,94,10,1016,85.375,24,18,17,122,353,176,météo défavorable
2016-07-02,19,13,22,13,19,17,2.3,89,9.5,1022,34,19,13,12,113,176,176,météo favorable
2016-07-03,18,12,17,12,17,17,2,93,7.875,1022,84.125,19,15,13,119,353,296,météo défavorable
2016-07-04,23,17,12,17,21,23,0.3,95,6.75,1021,65.75,25,17,16,143,176,113,météo défavorable
2016-07-05,23,17,21,17,22,21,0.9,95,9,1020,76.125,20,16,17,143,353,116,météo défavorable
2016-07-06,22,13,10,13,21,22,0.2,88,8,1023,37.125,25,15,15,116,176,116,météo favorable
2016-07-07,25,15,7,15,24,25,0,86,10,1022,21.125,27,18,18,113,113,113,météo idéale
2016-07-08,28,16,18,16,26,26,0.9,83,9.875,1020,35.375,28,19,22,113,353,113,météo correcte
2016-07-09,28,17,13,17,26,28,0.1,91,8,1022,39.625,30,21,19,116,122,113,météo correcte
2016-07-10,30,19,26,19,29,29,0,87,10,1016,24.125,30,21,22,116,113,113,météo idéale
2016-07-11,22,18,24,19,21,22,0.4,85,10,1013,63.25,23,17,17,122,116,176,météo correcte
2016-07-12,23,17,24,17,22,21,4.5,89,9.875,1015,57.75,24,15,16,116,353,353,météo correcte
2016-07-13,20,14,26,14,17,18,2.2,90,9.875,1021,47.75,20,13,10,116,353,176,météo correcte
2016-07-14,21,13,23,13,20,20,1.7,89,8.75,1026,34.75,21,14,11,176,176,176,météo favorable
2016-07-15,23,11,13,11,21,22,0.7,87,9.875,1028,25,25,15,14,113,176,113,météo favorable
2016-07-16,24,15,12,15,20,22,0.1,81,10,1028,66.375,27,19,16,122,119,119,météo défavorable
2016-07-17,28,16,11,16,25,28,0,84,8,1025,24.25,31,21,20,113,116,116,météo favorable
2016-07-18,30,18,10,18,28,30,0,86,10,1022,7.125,35,24,21,113,113,113,météo favorable
2016-07-19,35,21,16,21,33,34,0,88,10,1020,0.375,39,25,24,113,113,113,météo favorable
2016-07-20,29,24,17,24,28,29,0.4,84,9.875,1014,18.25,32,22,24,113,119,113,météo correcte
2016-07-21,27,17,12,17,27,25,1.1,89,8.875,1016,47.75,28,19,18,116,119,176,météo correcte
2016-07-22,26,16,15,16,26,25,0.8,81,10,1016,77.25,29,19,17,176,116,353,météo défavorable
2016-07-23,26,18,21,18,22,22,0,86,10,1020,33.25,29,19,17,116,113,113,météo favorable
2016-07-24,27,17,16,17,25,26,0,85,8,1021,23.375,28,17,18,113,116,116,météo favorable
2016-07-25,24,17,16,17,24,23,4.1,83,10,1021,71.5,27,20,18,122,353,353,météo défavorable
2016-07-26,23,16,14,16,23,21,0.3,89,10,1023,37.75,26,16,15,116,176,116,météo favorable
2016-07-27,25,17,16,17,23,24,3.1,85,10,1021,60.25,25,18,17,116,176,353,météo correcte
2016-07-28,25,16,19,16,21,24,2.2,94,7.75,1018,76.375,25,17,17,293,353,116,météo défavorable
2016-07-29,26,21,20,21,23,25,2.3,93,9.875,1015,77.25,25,18,18,353,353,116,météo défavorable
2016-07-30,23,16,13,16,22,20,0.5,87,10,1015,56.25,26,17,17,116,176,116,météo correcte
2016-07-31,22,18,26,18,22,21,1,88,9.625,1019,37.625,26,16,17,116,176,176,météo favorable
2016-08-01,24,18,15,14,22,24,0,66,10,1021,15.5,25,14,21,113,116,113,météo favorable
2016-08-02,23,20,26,19,22,21,2.9,84,6.25,1018,80.125,26,18,20,266,296,122,météo défavorable
2016-08-03,28,21,23,19,24,27,1.3,81,7,1016,81.25,28,17,20,266,113,122,météo défavorable
2016-08-04,22,20,15,18,20,20,0.3,75,9,1015,78.75,25,16,20,119,122,116,météo défavorable
2016-08-05,23,18,18,15,22,23,0.2,73,9,1024,27.125,25,16,20,116,116,113,météo favorable
2016-08-06,24,18,18,14,22,23,0.3,74,9,1029,35.625,26,16,21,116,176,116,météo favorable
2016-08-07,27,20,14,15,24,27,0,74,10,1029,30.25,28,18,23,113,116,119,météo favorable
2016-08-08,25,19,20,16,23,24,0.3,74,8,1024,52.25,25,17,19,113,122,176,météo correcte
2016-08-09,23,19,23,15,22,21,0.2,64,9.875,1024,23.75,24,13,18,113,176,113,météo favorable
2016-08-10,21,17,22,12,20,20,0.8,67,9.875,1024,34.375,20,11,17,116,353,176,météo correcte
2016-08-11,22,17,16,12,21,22,0.2,63,10,1026,57,25,13,19,116,176,116,météo correcte
2016-08-12,26,17,12,13,23,25,0,70,10,1027,34.25,30,20,22,116,116,113,météo favorable
2016-08-13,27,18,9,14,24,27,0,57,10,1025,3.875,32,20,23,113,113,113,météo idéale
2016-08-14,27,20,14,15,25,26,0,64,10,1024,9.75,30,17,23,113,113,116,météo idéale
2016-08-15,27,21,16,16,25,26,0,70,10,1023,10.625,30,19,22,116,113,113,météo idéale
2016-08-16,29,20,13,16,26,28,0,69,9,1018,20.125,34,20,26,116,113,116,météo idéale
2016-08-17,29,21,12,18,26,28,0,70,7,1013,8.875,32,20,26,143,113,113,météo idéale
2016-08-18,24,22,12,20,24,24,8.7,75,9.5,1010,34.75,28,19,24,353,353,176,météo correcte
2016-08-19,24,23,17,15,23,23,0.8,70,7,1011,64.25,25,18,23,116,176,266,météo correcte
2016-08-20,25,21,27,17,23,23,3.4,66,9.875,1016,28.75,25,14,20,113,113,353,météo favorable
2016-08-21,22,19,28,15,22,22,0.6,64,10,1023,37.875,25,13,19,116,353,113,météo correcte
2016-08-22,27,20,12,15,25,26,0,65,10,1027,26.625,29,19,23,113,113,113,météo idéale
2016-08-23,31,23,17,17,28,29,0,57,10,1026,1.75,33,20,25,113,113,113,météo idéale
2016-08-24,33,24,10,19,30,32,0,57,10,1021,0,40,21,29,113,113,113,météo correcte
2016-08-25,36,25,9,21,33,34,0,53,10,1016,0.25,42,22,31,113,113,113,météo correcte
2016-08-26,32,25,13,22,29,31,0,58,10,1018,14.875,36,19,28,113,113,116,météo favorable
2016-08-27,36,26,16,21,32,34,0,46,10,1017,5.625,37,23,30,113,113,113,météo favorable
2016-08-28,29,24,27,23,28,27,0.5,66,10,1017,21.75,27,18,21,113,113,119,météo idéale
2016-08-29,24,20,22,20,20,22,4.1,83,9.875,1024,64.5,27,18,20,122,353,176,météo correcte
2016-08-30,25,18,11,15,23,24,0,70,9,1025,13,28,16,22,143,113,113,météo idéale
2016-09-01,27,18,10,15,22,25,0,72,10,1025,23.25,28,17,22,116,116,113,météo favorable
2016-09-02,27,18,8,13,25,27,0,59,10,1024,29.875,28,12,19,113,116,113,météo favorable
2016-09-03,30,20,14,15,25,27,0.6,67,10,1018,21.125,29,13,21,113,113,116,météo idéale
2016-09-04,22,21,25,18,22,21,6.5,78,10,1019,78.25,25,18,22,353,353,176,météo défavorable
2016-09-05,22,19,7,18,20,20,4.2,93,4.75,1023,97.25,24,19,19,296,176,266,météo défavorable
