#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2017-09-28,20,17,10,16,19,18,0,74,10,1022,60.75,20,13,18,122,122,116,météo correcte
2017-09-29,25,20,14,16,24,20,2.2,71,10,1022,38.875,26,16,21,113,113,119,météo favorable
2017-09-30,19,15,12,14,18,16,0.9,72,8.75,1020,57.125,19,15,14,122,113,116,météo correcte
2017-10-01,15,14,20,14,14,15,1.2,83,7,1020,90.875,15,13,12,119,122,122,météo défavorable
2017-10-02,18,17,19,16,18,18,0,80,10,1019,96.375,18,15,17,122,122,122,météo défavorable
2017-10-03,18,14,13,11,17,14,2.5,67,9.875,1027,24.875,21,11,15,113,113,113,météo favorable
2017-10-04,18,14,12,10,17,14,0,62,10,1027,17.625,19,8,14,116,113,113,météo favorable
2017-10-05,16,14,22,11,16,14,0,83,10,1022,35.375,17,13,13,113,122,113,météo correcte
2017-10-06,12,11,10,10,11,12,0,71,10,1028,11.375,13,8,12,113,113,113,météo défavorable
2017-10-07,16,12,18,8,16,14,0.3,67,9,1028,39.625,16,9,11,113,113,122,météo correcte
2017-10-08,16,14,8,13,16,14,0.7,84,10,1022,72.75,16,12,14,122,119,119,météo défavorable
2017-10-09,18,14,9,10,17,15,0,67,10,1022,49.625,19,10,15,113,113,122,météo favorable
2017-10-10,16,15,12,14,16,15,0.4,79,10,1020,85.375,17,13,15,122,122,119,météo défavorable
2017-10-11,19,15,19,13,18,16,0.1,74,10,1020,45.25,20,11,15,116,116,116,météo favorable
2017-10-12,20,17,16,14,20,17,0.2,76,9.875,1025,44.625,20,13,17,119,119,113,météo correcte
2017-10-13,21,17,7,13,20,17,0,77,10,1027,11.125,25,14,18,113,113,113,météo favorable
2017-10-14,22,17,7,13,21,18,0,70,10,1027,2.625,26,15,19,113,113,113,météo favorable
2017-10-15,23,17,14,13,22,19,0,67,10,1024,3.875,25,14,19,113,113,113,météo favorable
2017-10-16,25,19,15,16,23,20,0,65,10,1022,6.25,26,15,20,113,113,113,météo idéale
2017-10-17,23,17,7,14,21,19,0,74,10,1023,7.25,26,17,19,113,113,113,météo favorable
2017-10-18,21,17,13,14,20,17,0,71,10,1015,15.25,24,14,18,113,116,116,météo favorable
2017-10-19,21,17,26,15,21,17,0,66,10,1011,31.625,21,12,18,119,113,116,météo favorable
2017-10-20,17,14,24,12,16,14,3.6,62,9.75,1015,16.125,17,12,12,113,113,113,météo correcte
2017-10-21,17,14,28,15,17,14,0.4,60,10,1015,43.25,17,12,12,122,119,113,météo correcte
2017-10-22,13,11,27,10,13,11,0.1,67,10,1021,72.875,13,7,9,119,119,122,météo défavorable
2017-10-23,14,12,15,11,13,13,0.5,84,8,1023,80.875,14,12,10,119,119,122,météo défavorable
2017-10-24,19,15,12,14,18,16,0.5,91,9,1024,80.625,19,15,14,122,122,116,météo défavorable
2017-10-25,19,15,11,13,18,15,0,83,10,1025,25.375,21,15,15,116,113,113,météo favorable
2017-10-26,18,14,5,11,17,14,0,76,10,1026,23.875,21,13,14,113,113,122,météo favorable
2017-10-27,16,12,15,12,16,12,0,79,10,1034,35.125,16,11,12,122,116,116,météo correcte
2017-10-28,14,11,18,8,14,11,0,78,10,1033,42.5,14,9,9,116,116,119,météo correcte
2017-10-29,14,11,18,13,14,11,0,84,10,1025,84,14,11,9,122,122,116,météo défavorable
2017-10-30,12,9,13,7,12,9,0,71,10,1030,15.5,12,7,9,113,116,113,météo défavorable
2017-10-31,12,8,3,5,12,9,0,71,10,1030,14.625,13,5,10,113,113,113,météo défavorable
2017-11-01,14,9,10,6,13,11,0,58,10,1026,27.875,15,4,8,116,113,113,météo correcte
2017-11-02,13,11,12,9,13,12,0.1,83,10,1018,83,14,9,10,122,122,122,météo défavorable
2017-11-03,16,12,9,10,15,13,0,85,10,1017,55.5,16,10,12,119,116,116,météo correcte
2017-11-04,16,13,24,10,15,13,0.4,85,10,1011,64,16,11,11,116,122,119,météo correcte
2017-11-05,10,8,20,8,10,8,0.7,66,9.875,1020,26.625,11,7,6,113,113,113,météo défavorable
2017-11-06,10,7,16,5,10,7,0,70,10,1026,12.625,12,4,6,113,113,113,météo défavorable
2017-11-07,9,6,4,3,9,6,0,71,10,1026,2.25,14,7,8,113,113,113,météo défavorable
2017-11-08,9,5,7,4,8,7,0.1,70,10,1023,62,9,3,6,119,119,119,météo très défavorable
2017-11-09,11,7,7,5,10,8,0,77,10,1026,69.5,12,6,8,119,119,116,météo défavorable
2017-11-10,13,10,18,9,11,10,0.5,87,10,1025,88.375,13,9,8,122,122,116,météo défavorable
2017-11-11,13,12,27,10,12,13,4.8,89,9.625,1022,100,13,11,9,122,122,122,météo défavorable
2017-11-12,12,6,28,12,9,6,6.5,85,9.375,1015,70.75,12,9,3,122,119,113,météo défavorable
2017-11-13,9,6,23,5,9,6,0.1,80,10,1026,51,9,4,3,116,122,116,météo défavorable
2017-11-14,9,6,6,3,9,7,0,78,10,1028,33.75,10,3,7,116,116,113,météo défavorable
2017-11-15,10,7,4,5,9,7,0,83,10,1027,54.375,11,5,7,119,119,113,météo défavorable
2017-11-16,10,6,3,5,10,8,0,82,10,1026,38.5,11,6,7,116,116,116,météo défavorable
2017-11-17,10,8,8,8,10,8,0,87,10,1028,71.5,11,8,8,122,119,116,météo défavorable
2017-11-18,9,6,14,4,9,8,0,84,10,1027,64,9,4,5,119,119,122,météo défavorable
2017-11-19,9,6,9,7,9,6,1,73,9.875,1026,45.625,10,8,6,113,116,113,météo défavorable
2017-11-20,9,6,18,4,9,9,0.1,89,10,1026,76.25,10,7,3,122,122,122,météo défavorable
2017-11-21,10,8,16,7,9,10,0,84,10,1019,87.125,10,8,6,122,122,119,météo défavorable
2017-11-22,12,7,18,6,12,11,0,74,10,1014,18.625,13,7,6,113,113,113,météo défavorable
2017-11-23,15,11,30,12,14,11,1.5,88,10,1011,68.5,15,10,11,116,122,119,météo défavorable
2017-11-24,13,10,8,12,11,10,0.2,84,10,1013,91.5,13,10,10,122,122,122,météo défavorable
2017-11-25,8,5,17,6,8,5,0.9,79,9.875,1023,38.25,9,6,3,122,122,113,météo très défavorable
2017-11-26,8,5,17,3,8,6,0,77,10,1028,40.75,8,1,2,116,116,119,météo très défavorable
2017-11-27,9,6,30,5,8,8,4.9,80,9.5,1028,88.375,9,5,2,119,122,122,météo défavorable
2017-11-28,9,6,13,6,9,6,2.4,83,9.875,1012,50.25,9,6,4,116,113,116,météo défavorable
2017-11-29,6,3,11,2,6,3,0,80,10,1010,47.25,6,1,1,119,116,116,météo très défavorable
2017-11-30,5,2,17,2,5,2,0,78,10,1011,57.5,5,1,0,119,116,116,météo très défavorable
2017-12-01,3,1,14,0,3,1,0,85,10,1023,50.5,4,0,-2,122,116,116,météo très défavorable
2017-12-02,3,0,9,-1,2,0,0,80,10,1029,9.5,4,0,1,113,113,113,météo très défavorable
2017-12-03,3,0,11,-1,1,2,0.9,94,8.875,1029,78.375,4,3,-3,122,122,122,météo très défavorable
2017-12-04,8,4,8,4,8,6,0,97,6,1037,91.125,8,5,3,143,122,122,météo très défavorable
2017-12-05,7,5,5,4,6,7,0,90,10,1038,55.25,7,5,5,122,119,119,météo très défavorable
2017-12-06,7,4,11,5,7,4,0,85,10,1037,31,8,3,3,116,116,113,météo très défavorable
2017-12-07,9,2,32,1,5,8,1.7,87,8.25,1028,68.25,9,6,-4,116,122,122,météo très défavorable
2017-12-08,6,3,24,4,6,3,1.8,73,10,1020,41.375,6,4,-1,116,116,116,météo très défavorable
2017-12-09,4,1,13,0,4,3,0,76,10,1021,46.25,5,0,-1,113,113,119,météo très défavorable
2017-12-10,9,8,29,2,9,8,5.6,94,9.625,1009,90.5,9,7,4,122,116,122,météo défavorable
2017-12-11,9,3,37,8,8,3,3.4,80,8.125,992,89,9,7,-1,122,122,122,météo très défavorable
2017-12-12,5,2,11,1,5,3,0,84,10,1016,36,6,2,0,113,116,113,météo très défavorable
2017-12-13,9,6,28,4,8,9,4.5,87,9,1015,76,9,7,2,122,122,122,météo défavorable
2017-12-14,8,6,30,5,8,6,1.8,75,9.75,1003,66.25,8,3,2,116,200,122,météo très défavorable
2017-12-15,6,4,21,4,6,5,1.8,83,8.375,1004,78.875,6,3,0,116,200,119,météo très défavorable
2017-12-16,6,3,14,4,6,3,0.4,83,9,1023,75,6,2,0,119,122,116,météo très défavorable
2017-12-17,5,2,10,2,5,4,0.4,89,9,1028,66.875,6,3,2,116,113,122,météo très défavorable
2017-12-18,8,5,20,7,8,5,2.9,84,9.625,1032,50.125,8,7,3,116,116,116,météo très défavorable
2017-12-19,6,3,6,2,5,4,0,93,8,1037,32.875,7,4,3,143,113,116,météo très défavorable
2017-12-20,7,5,8,4,6,7,0.2,98,6.5,1037,92,8,7,4,119,122,248,météo très défavorable
2017-12-21,9,8,10,7,8,9,0.8,98,0.75,1038,100,10,9,7,248,248,248,météo défavorable
2017-12-22,9,8,7,7,8,8,0.5,98,3,1038,97.125,9,9,7,248,248,248,météo défavorable
2017-12-23,9,8,10,7,9,8,0,94,7.5,1039,91.75,9,8,7,248,122,122,météo défavorable
2017-12-24,9,8,13,8,8,8,0.2,94,10,1034,91.25,9,8,6,122,122,122,météo défavorable
2017-12-25,7,4,19,6,6,4,0.1,87,10,1026,87.625,7,6,0,122,122,119,météo très défavorable
2017-12-26,8,6,24,6,7,7,1.3,77,9.25,1007,68.125,8,4,1,116,122,122,météo très défavorable
2017-12-27,7,5,38,6,6,5,2.8,83,8.75,997,91.5,7,4,0,122,122,122,météo très défavorable
2017-12-28,5,1,12,1,5,3,0,80,10,1010,8.625,6,2,0,113,113,113,météo très défavorable
2017-12-29,9,3,31,1,6,6,3.3,86,9.5,1011,57.875,9,5,-3,119,200,113,météo très défavorable
2017-12-30,13,13,28,11,13,13,4.4,88,8.625,1010,99,13,11,10,122,122,122,météo défavorable
2017-12-31,13,11,36,13,13,11,0.7,77,9,1010,84.25,13,10,8,122,122,119,météo défavorable
